Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
V2META12370_42_Calc_Hmm10_BMGE05	0 All_Taxa	83	0.0520	0.0050	0.1025	0.0649	0.0464	0.0566	0.0392	0.0213	0.0707	0.0387	0.0160	0.0797	0.0671	0.0628	0.0478	0.0360	0.0651	0.0298	0.0670	0.0313	0.3006	0.6994	0.5299	0.4701	0.0779	0.8064	0.1157	0.1504	0.0078	0.0016	0.0091	0.0083	0.0089	0.0054	0.0073	0.0028	0.0107	0.0074	0.0059	0.0086	0.0114	0.0098	0.0095	0.0082	0.0074	0.0080	0.0077	0.0045	0.0140	0.0140	0.0144	0.0144	0.0076	0.0118	0.0090	733.154769999998	1558	1.00000	0.8993	0.0000	0.0000	0.1007	0.0000	0.0000	0.2305	0.0220	0.0275	0.0385	0.0549
V2META12396_42_Calc_Hmm10_BMGE05	0 All_Taxa	62	0.0503	0.0238	0.0425	0.0512	0.0418	0.0386	0.0581	0.0124	0.0754	0.0428	0.0291	0.0531	0.0683	0.0191	0.0580	0.0518	0.1501	0.0475	0.0607	0.0252	0.3859	0.6141	0.5033	0.4967	0.1010	0.7941	0.1049	0.0962	0.0074	0.0039	0.0038	0.0060	0.0060	0.0035	0.0054	0.0015	0.0059	0.0041	0.0042	0.0047	0.0068	0.0028	0.0073	0.0033	0.0070	0.0055	0.0041	0.0027	0.0087	0.0087	0.0096	0.0096	0.0057	0.0077	0.0044	848.591200000001	1159	1.00000	0.6947	0.0000	0.0000	0.3053	0.0000	0.0000	0.5560	0.0000	0.0000	0.0000	0.0000
V2META12398_42_Calc_Hmm10_BMGE05	0 All_Taxa	80	0.0405	0.0060	0.0465	0.0516	0.0404	0.0340	0.0803	0.0083	0.0353	0.0504	0.0360	0.0551	0.0738	0.0090	0.0799	0.0597	0.1567	0.0397	0.0563	0.0406	0.4182	0.5818	0.4615	0.5385	0.1307	0.7545	0.1148	0.2242	0.0146	0.0042	0.0104	0.0116	0.0094	0.0103	0.0150	0.0035	0.0118	0.0119	0.0099	0.0126	0.0127	0.0060	0.0140	0.0118	0.0242	0.0099	0.0109	0.0093	0.0251	0.0251	0.0242	0.0242	0.0152	0.0186	0.0121	974.302750000001	1501	1.00000	0.7783	0.0000	0.0000	0.2217	0.0000	0.0000	0.3581	0.0000	0.0000	0.0000	0.0000
V2META12399_42_Calc_Hmm10_BMGE05	0 All_Taxa	82	0.0753	0.0183	0.0625	0.0499	0.0465	0.0407	0.0434	0.0219	0.0686	0.0593	0.0203	0.0617	0.0746	0.0266	0.0531	0.0682	0.0967	0.0377	0.0429	0.0319	0.3420	0.6580	0.5209	0.4791	0.1027	0.7675	0.1298	0.0875	0.0067	0.0022	0.0050	0.0053	0.0039	0.0029	0.0041	0.0019	0.0057	0.0052	0.0032	0.0044	0.0064	0.0037	0.0051	0.0050	0.0072	0.0041	0.0029	0.0028	0.0084	0.0084	0.0075	0.0075	0.0047	0.0059	0.0039	723.63847	1539	1.00000	0.8491	0.0000	0.0000	0.1509	0.0000	0.0000	0.2822	0.0000	0.0000	0.0000	0.0000
V2META12403_42_Calc_Hmm10_BMGE05	0 All_Taxa	70	0.0663	0.0067	0.0114	0.0407	0.0505	0.0175	0.0717	0.0075	0.0519	0.1069	0.0298	0.0550	0.0432	0.0188	0.0503	0.1427	0.1187	0.0701	0.0307	0.0096	0.3130	0.6870	0.6324	0.3676	0.1785	0.6238	0.1977	0.1113	0.0092	0.0024	0.0026	0.0056	0.0060	0.0031	0.0084	0.0011	0.0063	0.0087	0.0050	0.0051	0.0071	0.0035	0.0069	0.0092	0.0081	0.0067	0.0041	0.0020	0.0099	0.0099	0.0107	0.0107	0.0080	0.0131	0.0085	940.211890000001	1311	1.00000	0.8113	0.0000	0.0000	0.1887	0.0000	0.0000	0.4145	0.0000	0.0000	0.0000	0.0000
V2META12404_42_Calc_Hmm10_BMGE05	0 All_Taxa	73	0.0630	0.0291	0.0340	0.0525	0.0397	0.0527	0.0379	0.0077	0.0430	0.0800	0.0168	0.0577	0.0543	0.0375	0.0639	0.0752	0.1360	0.0496	0.0469	0.0227	0.3570	0.6430	0.5547	0.4453	0.1179	0.7492	0.1328	0.1174	0.0076	0.0040	0.0056	0.0063	0.0051	0.0047	0.0063	0.0020	0.0067	0.0082	0.0040	0.0060	0.0069	0.0038	0.0083	0.0066	0.0098	0.0057	0.0048	0.0051	0.0117	0.0117	0.0129	0.0129	0.0077	0.0113	0.0065	785.44488	1368	1.00000	0.8320	0.0000	0.0000	0.1680	0.0000	0.0000	0.3739	0.0000	0.0000	0.0000	0.0000
V2META12408_42_Calc_Hmm10_BMGE05	0 All_Taxa	66	0.0683	0.0422	0.0640	0.0510	0.0443	0.0413	0.0408	0.0384	0.0435	0.0434	0.0182	0.0399	0.0650	0.0368	0.0466	0.0620	0.0747	0.0371	0.0722	0.0703	0.3887	0.6113	0.4824	0.5176	0.0843	0.8139	0.1019	0.1669	0.0100	0.0133	0.0077	0.0090	0.0068	0.0076	0.0079	0.0048	0.0090	0.0130	0.0058	0.0071	0.0085	0.0078	0.0093	0.0075	0.0094	0.0070	0.0068	0.0085	0.0222	0.0222	0.0250	0.0250	0.0189	0.0224	0.0087	800.95654	1235	1.00000	0.6752	0.0000	0.0000	0.3248	0.0000	0.0000	0.5406	0.0000	0.0000	0.0000	0.0000
V2META12410_42_Calc_Hmm10_BMGE05	0 All_Taxa	81	0.0504	0.0077	0.0599	0.0505	0.0296	0.0328	0.0647	0.0016	0.0555	0.0598	0.0331	0.0768	0.0686	0.0204	0.0551	0.0674	0.1056	0.0307	0.1031	0.0266	0.3756	0.6244	0.4960	0.5040	0.1245	0.7313	0.1442	0.172	0.0112	0.0046	0.0078	0.0100	0.0088	0.0059	0.0133	0.0016	0.0080	0.0095	0.0065	0.0110	0.0124	0.0068	0.0097	0.0103	0.0090	0.0079	0.0095	0.0080	0.0160	0.0160	0.0150	0.0150	0.0126	0.0153	0.0103	937.15875	1520	1.00000	0.6843	0.0000	0.0000	0.3157	0.0000	0.0000	0.4285	0.0000	0.0000	0.0000	0.0000
V2META12413_42_Calc_Hmm10_BMGE05	0 All_Taxa	72	0.0874	0.0097	0.0853	0.0524	0.0327	0.0326	0.0360	0.0255	0.0670	0.0199	0.0334	0.0343	0.1102	0.0090	0.0899	0.0189	0.1519	0.0248	0.0602	0.0191	0.4673	0.5327	0.3372	0.6628	0.0559	0.8909	0.0532	0.1637	0.0144	0.0035	0.0108	0.0092	0.0080	0.0061	0.0046	0.0035	0.0114	0.0056	0.0087	0.0053	0.0152	0.0036	0.0139	0.0041	0.0120	0.0078	0.0116	0.0044	0.0140	0.0140	0.0167	0.0167	0.0078	0.0119	0.0075	903.497189999999	1349	1.00000	0.6998	0.0000	0.0000	0.3002	0.0000	0.0000	0.4805	0.0000	0.0000	0.0000	0.0000
V2META12414_42_Calc_Hmm10_BMGE05	0 All_Taxa	71	0.0413	0.0231	0.0354	0.0739	0.0634	0.0454	0.0727	0.0003	0.0656	0.1027	0.0249	0.0566	0.0287	0.0143	0.0980	0.0730	0.0844	0.0368	0.0375	0.0221	0.3085	0.6915	0.6275	0.3725	0.1754	0.6950	0.1296	0.1542	0.0070	0.0030	0.0114	0.0161	0.0104	0.0053	0.0093	0.0006	0.0102	0.0078	0.0056	0.0078	0.0086	0.0057	0.0061	0.0124	0.0074	0.0073	0.0061	0.0057	0.0122	0.0122	0.0156	0.0156	0.0111	0.0136	0.0093	574.818679999995	1330	1.00000	0.9066	0.0000	0.0000	0.0934	0.0000	0.0000	0.3364	0.0556	0.1333	0.1444	0.1778
V2META12416_42_Calc_Hmm10_BMGE05	0 All_Taxa	70	0.0787	0.0181	0.0155	0.0316	0.0348	0.0432	0.0506	0.0029	0.0711	0.1195	0.0210	0.0268	0.0643	0.0224	0.0555	0.0631	0.1593	0.0219	0.0655	0.0342	0.4170	0.5830	0.5031	0.4969	0.1701	0.7400	0.0898	0.1899	0.0143	0.0074	0.0062	0.0086	0.0066	0.0059	0.0114	0.0034	0.0114	0.0135	0.0081	0.0084	0.0145	0.0090	0.0129	0.0091	0.0169	0.0073	0.0088	0.0066	0.0192	0.0192	0.0185	0.0185	0.0120	0.0158	0.0118	833.489640000001	1311	1.00000	0.9133	0.0000	0.0000	0.0867	0.0000	0.0000	0.3410	0.0000	0.0000	0.0000	0.0000
V2META12417_42_Calc_Hmm10_BMGE05	0 All_Taxa	56	0.0654	0.0134	0.0353	0.0355	0.0369	0.0391	0.0586	0.0066	0.0793	0.0493	0.0309	0.0546	0.0723	0.0331	0.0643	0.0452	0.1449	0.0380	0.0594	0.0378	0.4092	0.5908	0.4831	0.5169	0.1080	0.7922	0.0998	0.1422	0.0085	0.0029	0.0057	0.0059	0.0058	0.0064	0.0091	0.0021	0.0094	0.0077	0.0059	0.0089	0.0085	0.0057	0.0084	0.0056	0.0131	0.0089	0.0063	0.0072	0.0174	0.0174	0.0187	0.0187	0.0106	0.0137	0.0092	721.21297	1045	1.00000	0.7241	0.0000	0.0000	0.2759	0.0000	0.0000	0.5819	0.0000	0.0000	0.0000	0.0000
V2META12423_42_Calc_Hmm10_BMGE05	0 All_Taxa	70	0.0557	0.0300	0.0522	0.0600	0.0317	0.0426	0.0401	0.0142	0.0561	0.0483	0.0109	0.0684	0.0831	0.0189	0.0547	0.0713	0.1244	0.0334	0.0542	0.0500	0.3641	0.6359	0.5007	0.4993	0.0884	0.7719	0.1397	0.123	0.0073	0.0045	0.0060	0.0055	0.0044	0.0068	0.0067	0.0027	0.0068	0.0055	0.0044	0.0061	0.0087	0.0039	0.0093	0.0064	0.0081	0.0061	0.0068	0.0069	0.0120	0.0120	0.0121	0.0121	0.0080	0.0111	0.0081	870.984560000001	1311	1.00000	0.7902	0.0000	0.0000	0.2098	0.0000	0.0000	0.4297	0.0000	0.0000	0.0000	0.0000
V2META12424_42_Calc_Hmm10_BMGE05	0 All_Taxa	84	0.0610	0.0292	0.0564	0.0374	0.0352	0.0349	0.0279	0.0135	0.0886	0.0466	0.0225	0.0489	0.0722	0.0293	0.0688	0.0444	0.1206	0.0235	0.0550	0.0838	0.4253	0.5747	0.4460	0.5540	0.0746	0.8321	0.0933	0.1845	0.0127	0.0061	0.0088	0.0070	0.0075	0.0075	0.0109	0.0028	0.0130	0.0111	0.0055	0.0083	0.0112	0.0071	0.0159	0.0065	0.0147	0.0083	0.0105	0.0089	0.0210	0.0210	0.0172	0.0172	0.0119	0.0154	0.0096	1088.78844	1577	1.00000	0.7781	0.0000	0.0000	0.2219	0.0000	0.0000	0.3262	0.0000	0.0000	0.0000	0.0000
V2META12425_42_Calc_Hmm10_BMGE05	0 All_Taxa	71	0.0471	0.0291	0.0850	0.0480	0.0478	0.0193	0.0789	0.0041	0.0415	0.0912	0.0299	0.0488	0.0406	0.0263	0.0676	0.0921	0.0942	0.0400	0.0125	0.0561	0.3115	0.6885	0.5629	0.4371	0.1701	0.6890	0.1409	0.1263	0.0075	0.0070	0.0068	0.0060	0.0065	0.0049	0.0080	0.0019	0.0073	0.0079	0.0060	0.0057	0.0074	0.0042	0.0067	0.0079	0.0085	0.0074	0.0031	0.0052	0.0108	0.0108	0.0126	0.0126	0.0082	0.0108	0.0064	719.570599999999	1330	1.00000	0.8531	0.0000	0.0000	0.1469	0.0000	0.0000	0.3756	0.0000	0.0000	0.0000	0.0000
V2META12427_42_Calc_Hmm10_BMGE05	0 All_Taxa	65	0.0381	0.0232	0.0552	0.0392	0.0492	0.0235	0.0640	0.0044	0.0410	0.0701	0.0251	0.0253	0.0819	0.0244	0.0774	0.0652	0.1423	0.0317	0.0525	0.0664	0.4062	0.5938	0.4567	0.5433	0.1341	0.7754	0.0904	0.1484	0.0094	0.0064	0.0038	0.0070	0.0070	0.0046	0.0072	0.0035	0.0102	0.0104	0.0059	0.0057	0.0109	0.0055	0.0103	0.0082	0.0108	0.0067	0.0086	0.0057	0.0151	0.0151	0.0161	0.0161	0.0120	0.0160	0.0090	638.41529	1216	1.00000	0.8906	0.0000	0.0000	0.1094	0.0000	0.0000	0.4032	0.0000	0.0000	0.0000	0.0000
V2META12428_42_Calc_Hmm10_BMGE05	0 All_Taxa	77	0.0593	0.0220	0.0551	0.0631	0.0483	0.0338	0.0400	0.0325	0.0999	0.0324	0.0192	0.0670	0.0864	0.0354	0.0442	0.0464	0.0810	0.0397	0.0484	0.0457	0.3304	0.6696	0.5281	0.4719	0.0724	0.8142	0.1134	0.1097	0.0084	0.0039	0.0045	0.0063	0.0054	0.0047	0.0052	0.0023	0.0092	0.0064	0.0041	0.0052	0.0068	0.0044	0.0065	0.0050	0.0070	0.0057	0.0048	0.0036	0.0111	0.0111	0.0118	0.0118	0.0062	0.0086	0.0064	694.31957	1444	1.00000	0.8657	0.0000	0.0000	0.1343	0.0000	0.0000	0.3128	0.0000	0.0000	0.0000	0.0000
V2META12435_42_Calc_Hmm10_BMGE05	0 All_Taxa	76	0.1200	0.0303	0.0481	0.0391	0.0341	0.0752	0.0343	0.0118	0.0553	0.0487	0.0199	0.0474	0.0517	0.0473	0.0350	0.0503	0.1358	0.0358	0.0533	0.0265	0.4024	0.5976	0.4978	0.5022	0.0830	0.8192	0.0977	0.1476	0.0140	0.0060	0.0079	0.0059	0.0085	0.0086	0.0061	0.0027	0.0090	0.0080	0.0061	0.0069	0.0087	0.0057	0.0067	0.0074	0.0099	0.0073	0.0080	0.0043	0.0130	0.0130	0.0146	0.0146	0.0082	0.0098	0.0089	959.310629999999	1425	1.00000	0.7509	0.0000	0.0000	0.2491	0.0000	0.0000	0.4116	0.0000	0.0000	0.0000	0.0000
V2META12437_42_Calc_Hmm10_BMGE05	0 All_Taxa	71	0.0656	0.0028	0.0313	0.0378	0.0220	0.0260	0.0955	0.0028	0.0448	0.1527	0.0303	0.0516	0.0441	0.0265	0.0366	0.1081	0.0973	0.0509	0.0501	0.0231	0.3059	0.6941	0.6187	0.3813	0.2482	0.5920	0.1598	0.1705	0.0107	0.0022	0.0070	0.0077	0.0062	0.0054	0.0145	0.0022	0.0108	0.0186	0.0074	0.0071	0.0084	0.0059	0.0090	0.0094	0.0117	0.0120	0.0076	0.0065	0.0165	0.0165	0.0173	0.0173	0.0177	0.0205	0.0102	952.42507	1330	1.00000	0.7165	0.0000	0.0000	0.2835	0.0000	0.0000	0.4755	0.0000	0.0000	0.0000	0.0000
V2META12442_42_Calc_Hmm10_BMGE05	0 All_Taxa	86	0.0994	0.0071	0.1091	0.0510	0.0485	0.0407	0.0497	0.0007	0.0771	0.0436	0.0158	0.0493	0.1065	0.0243	0.0374	0.0408	0.1252	0.0250	0.0290	0.0200	0.3275	0.6725	0.4570	0.5430	0.0932	0.8167	0.0901	0.2423	0.0243	0.0049	0.0133	0.0135	0.0116	0.0111	0.0132	0.0010	0.0158	0.0122	0.0107	0.0094	0.0204	0.0084	0.0126	0.0116	0.0203	0.0088	0.0108	0.0080	0.0290	0.0290	0.0258	0.0258	0.0141	0.0205	0.0125	1396.3784	1615	0.99997	0.7025	0.0000	0.0000	0.2975	0.0000	0.0000	0.3772	0.0000	0.0000	0.0000	0.0000
V2META12446_42_Calc_Hmm10_BMGE05	0 All_Taxa	69	0.1083	0.0219	0.0907	0.0709	0.0404	0.0237	0.0458	0.0097	0.0472	0.0661	0.0114	0.0390	0.0756	0.0127	0.0537	0.0699	0.0991	0.0460	0.0256	0.0422	0.3501	0.6499	0.4836	0.5164	0.1119	0.7792	0.1088	0.0845	0.0065	0.0029	0.0055	0.0047	0.0042	0.0029	0.0037	0.0012	0.0056	0.0051	0.0029	0.0043	0.0068	0.0028	0.0050	0.0050	0.0044	0.0052	0.0028	0.0030	0.0076	0.0076	0.0089	0.0089	0.0049	0.0077	0.0041	483.13441	1292	1.00000	0.9312	0.0000	0.0000	0.0688	0.0000	0.0000	0.3376	0.0000	0.0000	0.0000	0.0000
V2META12452_42_Calc_Hmm10_BMGE05	0 All_Taxa	78	0.1467	0.0236	0.0361	0.0360	0.0360	0.0543	0.0342	0.0101	0.0695	0.0966	0.0248	0.0526	0.0398	0.0178	0.0469	0.1006	0.0833	0.0325	0.0504	0.0083	0.3703	0.6297	0.5538	0.4462	0.1309	0.7159	0.1532	0.144	0.0135	0.0046	0.0073	0.0073	0.0087	0.0052	0.0072	0.0024	0.0110	0.0070	0.0071	0.0086	0.0069	0.0047	0.0078	0.0093	0.0083	0.0085	0.0052	0.0032	0.0117	0.0117	0.0139	0.0139	0.0079	0.0112	0.0076	941.68475	1463	1.00000	0.8804	0.0000	0.0000	0.1196	0.0000	0.0000	0.2921	0.0000	0.0000	0.0000	0.0000
V2META12455_42_Calc_Hmm10_BMGE05	0 All_Taxa	70	0.0721	0.0180	0.0464	0.0680	0.0270	0.0753	0.0326	0.0170	0.0707	0.0447	0.0258	0.0303	0.0755	0.0208	0.0887	0.0319	0.1348	0.0168	0.0897	0.0140	0.4421	0.5579	0.4360	0.5640	0.0773	0.8605	0.0622	0.0988	0.0081	0.0054	0.0041	0.0067	0.0028	0.0064	0.0034	0.0025	0.0061	0.0038	0.0045	0.0019	0.0094	0.0024	0.0086	0.0043	0.0077	0.0023	0.0060	0.0027	0.0108	0.0108	0.0075	0.0075	0.0029	0.0039	0.0039	442.241830000001	1311	1.00000	0.9289	0.0000	0.0000	0.0711	0.0000	0.0000	0.3296	0.0000	0.0000	0.0000	0.0000
V2META12462_42_Calc_Hmm10_BMGE05	0 All_Taxa	80	0.0551	0.0387	0.0496	0.0387	0.0269	0.0523	0.0622	0.0177	0.0591	0.0719	0.0179	0.0681	0.0738	0.0264	0.0579	0.0577	0.0882	0.0280	0.0616	0.0480	0.3465	0.6535	0.5302	0.4698	0.1342	0.7400	0.1258	0.1373	0.0075	0.0059	0.0068	0.0060	0.0062	0.0072	0.0063	0.0026	0.0093	0.0088	0.0039	0.0077	0.0104	0.0048	0.0081	0.0077	0.0092	0.0060	0.0064	0.0068	0.0136	0.0136	0.0132	0.0132	0.0078	0.0134	0.0099	675.626139999999	1501	1.00000	0.8326	0.0000	0.0000	0.1674	0.0000	0.0000	0.3133	0.0000	0.0000	0.0000	0.0000
V2META12465_42_Calc_Hmm10_BMGE05	0 All_Taxa	79	0.0395	0.0028	0.0871	0.0295	0.0412	0.0388	0.0642	0.0130	0.0413	0.0564	0.0428	0.0576	0.1159	0.0192	0.0742	0.0438	0.1179	0.0269	0.0483	0.0397	0.3754	0.6246	0.4217	0.5783	0.1206	0.7780	0.1014	0.1138	0.0061	0.0028	0.0063	0.0050	0.0054	0.0078	0.0050	0.0018	0.0050	0.0072	0.0044	0.0058	0.0096	0.0035	0.0081	0.0047	0.0113	0.0047	0.0065	0.0030	0.0126	0.0126	0.0122	0.0122	0.0069	0.0093	0.0053	443.261650000001	1482	1.00000	0.9398	0.0000	0.0000	0.0602	0.0000	0.0000	0.2346	0.0000	0.0000	0.0000	0.0000
V2META12466_42_Calc_Hmm10_BMGE05	0 All_Taxa	85	0.0472	0.0183	0.0396	0.0412	0.0449	0.0481	0.0617	0.0140	0.0560	0.0862	0.0182	0.0554	0.0627	0.0221	0.0556	0.0748	0.1071	0.0470	0.0670	0.0327	0.3419	0.6581	0.5558	0.4442	0.1479	0.7219	0.1303	0.1524	0.0087	0.0053	0.0062	0.0084	0.0077	0.0078	0.0094	0.0035	0.0078	0.0138	0.0056	0.0059	0.0066	0.0049	0.0069	0.0089	0.0105	0.0069	0.0103	0.0074	0.0159	0.0159	0.0197	0.0197	0.0143	0.0188	0.0068	951.106110000003	1596	1.00000	0.7068	0.0000	0.0000	0.2932	0.0000	0.0000	0.3807	0.0000	0.0000	0.0000	0.0000
V2META12467_42_Calc_Hmm10_BMGE05	0 All_Taxa	72	0.0600	0.0386	0.0687	0.0257	0.0301	0.0523	0.0620	0.0143	0.0754	0.0485	0.0315	0.0376	0.0669	0.0046	0.0498	0.0572	0.1134	0.0244	0.0781	0.0611	0.4081	0.5919	0.4563	0.5437	0.1105	0.7948	0.0948	0.2183	0.0121	0.0114	0.0152	0.0083	0.0120	0.0121	0.0119	0.0079	0.0147	0.0123	0.0078	0.0094	0.0136	0.0057	0.0118	0.0097	0.0158	0.0068	0.0104	0.0094	0.0214	0.0214	0.0234	0.0234	0.0174	0.0224	0.0140	912.912039999998	1349	1.00000	0.7204	0.0000	0.0000	0.2796	0.0000	0.0000	0.4653	0.0000	0.0000	0.0000	0.0000
V2META12469_2_42_Calc_Hmm10_BMGE05	0 All_Taxa	49	0.0510	0.0467	0.0253	0.0575	0.0403	0.0386	0.0591	0.0002	0.0373	0.0514	0.0278	0.0541	0.0817	0.0264	0.0681	0.0459	0.1674	0.0363	0.0552	0.0297	0.3994	0.6006	0.4936	0.5064	0.1104	0.7896	0.1000	0.1293	0.0074	0.0039	0.0036	0.0080	0.0055	0.0060	0.0071	0.0002	0.0087	0.0064	0.0065	0.0056	0.0099	0.0061	0.0120	0.0056	0.0074	0.0070	0.0080	0.0043	0.0116	0.0116	0.0096	0.0096	0.0078	0.0088	0.0062	582.01052	912	1.00000	0.8884	0.0000	0.0000	0.1116	0.0000	0.0000	0.5512	0.0000	0.0000	0.0000	0.0000
V2META12471_42_Calc_Hmm10_BMGE05	0 All_Taxa	75	0.0616	0.0332	0.0420	0.0476	0.0282	0.0516	0.0479	0.0131	0.0502	0.0399	0.0276	0.0533	0.0742	0.0217	0.0572	0.0695	0.1700	0.0386	0.0507	0.0218	0.4019	0.5981	0.4818	0.5182	0.0878	0.7894	0.1228	0.1558	0.0116	0.0064	0.0081	0.0083	0.0071	0.0061	0.0080	0.0027	0.0102	0.0074	0.0066	0.0078	0.0097	0.0059	0.0095	0.0091	0.0108	0.0088	0.0077	0.0041	0.0160	0.0160	0.0168	0.0168	0.0091	0.0131	0.0077	1188.28563	1406	0.99999	0.7105	0.0000	0.0000	0.2895	0.0000	0.0000	0.4506	0.0000	0.0000	0.0000	0.0000
V2META12473_42_Calc_Hmm10_BMGE05	0 All_Taxa	81	0.0508	0.0338	0.0664	0.0596	0.0390	0.0372	0.0680	0.0248	0.0856	0.0641	0.0150	0.0738	0.0686	0.0341	0.0616	0.0308	0.0904	0.0279	0.0419	0.0265	0.3110	0.6890	0.5539	0.4461	0.1321	0.7633	0.1046	0.1308	0.0085	0.0060	0.0046	0.0062	0.0071	0.0056	0.0071	0.0031	0.0082	0.0074	0.0047	0.0043	0.0100	0.0048	0.0115	0.0061	0.0106	0.0048	0.0055	0.0043	0.0168	0.0168	0.0187	0.0187	0.0080	0.0112	0.0065	632.27802	1520	1.00000	0.8422	0.0000	0.0000	0.1578	0.0000	0.0000	0.2967	0.0000	0.0000	0.0000	0.0000
V2META12481_42_Calc_Hmm10_BMGE05	0 All_Taxa	67	0.0782	0.0141	0.0696	0.0405	0.0369	0.0511	0.0609	0.0167	0.0639	0.0443	0.0427	0.0371	0.0684	0.0227	0.0738	0.0310	0.0814	0.0425	0.0740	0.0503	0.4172	0.5828	0.4448	0.5552	0.1052	0.8267	0.0681	0.1337	0.0089	0.0032	0.0058	0.0084	0.0060	0.0079	0.0076	0.0027	0.0062	0.0057	0.0049	0.0044	0.0075	0.0048	0.0121	0.0051	0.0092	0.0094	0.0075	0.0065	0.0132	0.0132	0.0148	0.0148	0.0093	0.0133	0.0061	728.11913	1254	1.00000	0.8559	0.0000	0.0000	0.1441	0.0000	0.0000	0.4088	0.0000	0.0000	0.0000	0.0000
V2META12484_42_Calc_Hmm10_BMGE05	0 All_Taxa	84	0.0866	0.0139	0.0183	0.0326	0.0324	0.0421	0.0966	0.0279	0.0471	0.1363	0.0139	0.0690	0.0465	0.0164	0.0391	0.1064	0.0644	0.0380	0.0423	0.0304	0.3045	0.6955	0.6308	0.3692	0.2329	0.5918	0.1754	0.1527	0.0135	0.0042	0.0046	0.0076	0.0073	0.0064	0.0098	0.0031	0.0098	0.0126	0.0050	0.0093	0.0090	0.0048	0.0074	0.0119	0.0081	0.0073	0.0061	0.0047	0.0150	0.0150	0.0175	0.0175	0.0112	0.0190	0.0107	1018.62433	1577	1.00000	0.8157	0.0000	0.0000	0.1843	0.0000	0.0000	0.2936	0.0000	0.0000	0.0000	0.0000
V2META12490_42_Calc_Hmm10_BMGE05	0 All_Taxa	77	0.0433	0.0086	0.0554	0.0499	0.0499	0.0236	0.0680	0.0009	0.0680	0.0909	0.0301	0.0429	0.0869	0.0270	0.0475	0.0635	0.1169	0.0360	0.0386	0.0522	0.3294	0.6706	0.5283	0.4717	0.1589	0.7347	0.1064	0.1472	0.0089	0.0027	0.0061	0.0065	0.0073	0.0049	0.0086	0.0011	0.0090	0.0127	0.0057	0.0080	0.0089	0.0051	0.0083	0.0110	0.0118	0.0077	0.0070	0.0055	0.0151	0.0151	0.0151	0.0151	0.0092	0.0182	0.0137	1051.25222	1444	1.00000	0.8387	0.0000	0.0000	0.1613	0.0000	0.0000	0.3342	0.0000	0.0000	0.0000	0.0000
V2META12492_42_Calc_Hmm10_BMGE05	0 All_Taxa	73	0.0677	0.0312	0.0907	0.0404	0.0208	0.0434	0.0055	0.0024	0.0662	0.0226	0.0452	0.0398	0.0877	0.0183	0.0590	0.0292	0.2053	0.0228	0.0560	0.0459	0.4814	0.5186	0.3402	0.6598	0.0281	0.9029	0.0690	0.1538	0.0143	0.0056	0.0069	0.0078	0.0047	0.0048	0.0055	0.0025	0.0104	0.0038	0.0094	0.0074	0.0149	0.0055	0.0128	0.0067	0.0126	0.0055	0.0068	0.0055	0.0204	0.0204	0.0119	0.0119	0.0058	0.0119	0.0104	821.257419999998	1368	1.00000	0.8960	0.0000	0.0000	0.1040	0.0000	0.0000	0.3257	0.0000	0.0000	0.0000	0.0000
V2META12493_2_42_Calc_Hmm10_BMGE05	0 All_Taxa	81	0.0515	0.0161	0.0490	0.0463	0.0411	0.0474	0.0515	0.0129	0.0735	0.0516	0.0257	0.0592	0.0774	0.0276	0.0532	0.0536	0.1447	0.0278	0.0427	0.0474	0.3781	0.6219	0.4955	0.5045	0.1030	0.7842	0.1128	0.1215	0.0078	0.0040	0.0043	0.0071	0.0057	0.0064	0.0051	0.0023	0.0084	0.0083	0.0043	0.0075	0.0076	0.0041	0.0071	0.0057	0.0096	0.0068	0.0050	0.0048	0.0139	0.0139	0.0139	0.0139	0.0083	0.0142	0.0090	956.82064	1520	1.00000	0.7603	0.0000	0.0000	0.2397	0.0000	0.0000	0.3651	0.0000	0.0000	0.0000	0.0000
