	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0098	Gene_0105	Gene_0120	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0450	Gene_0455	Gene_0470	Gene_0487	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0608	Gene_0614	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0629	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0857	Gene_0873	Gene_0874	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989
Pleurobrachia_atlantica	0.1352	0.0000	0.3263	0.0000	0.0136	0.0041	0.0019	0.1080	0.0247	0.0000	0.0267		0.0099		0.0000	0.0181	0.0262			0.0134	0.7031	0.1228	0.7734	0.0033	0.1328	0.0449		0.1148		0.0000	0.0000	0.0040	0.0000	0.5255	0.0000	0.0125	0.0080		0.0000			0.0078	0.0000		0.0038	0.0497	0.0128	0.0948		0.3258		0.0229	0.0353	0.0185	0.0524	0.0413	0.0556			0.4792				0.0633		0.5232		0.0504	0.0260	0.0345	0.0038	0.8006	0.1150		0.0000	0.0963	0.0074	0.0374		0.0000	0.3357	0.0044		0.0682	0.1096	0.0000	0.0000	0.8530	0.0000	0.0319			0.0236	0.4740	0.0290	0.0460	0.0000	0.5574	0.0234	0.0316	0.2843	0.0123	0.0000	0.0163	0.8761		0.3102	0.0621	0.1908	0.0165		0.1015		0.0088	0.3725	0.0066	0.0393	0.6486	0.0000		0.0183				0.0028	0.3129	0.5220	0.1337	0.0000	0.0000		0.0630	0.0212	0.7807	0.3776	0.0161			0.1518	0.0100	0.0000		0.0426	0.0312	0.2081		0.0078	0.0177			0.3890		0.9134			0.2048		0.0135		0.0373	0.0059	0.0000	0.7016	0.0190	0.6554	0.0199	0.0216	0.1326	0.0677	0.0049	0.0406	0.1952	0.0082	0.0000		0.1878	0.0316		0.0749
Nematostella_vectensis	0.0691	0.0339	0.2395	0.0000	0.0150	0.0014		0.0966	0.0247	0.0000	0.0267	0.0000	0.0990	0.0000	0.0227	0.0120	0.0052	0.0338	0.0203	0.1137	0.0052	0.0000	0.0000	0.0033	0.0156	0.0060	0.0052	0.1311	0.1859	0.0000	0.0000	0.0000	0.0000	0.0000		0.0125	0.0160	0.0000	0.1146	0.0000		0.0078	0.0069	0.0093	0.0038	0.0993	0.0000	0.0000	0.0606	0.0000	0.4379		0.0353	0.0739	0.0000	0.0024	0.0000	0.0984	0.0000	0.0083		0.1538		0.0000	0.0097	0.0263			0.2254	0.0345	0.0000	0.4112	0.0300	0.4949	0.0314	0.0428	0.0515	0.3743	0.0034	0.0000	0.0000	0.0044		0.0057	0.0133	0.0079	0.0000	0.0029	0.0000	0.0279	0.0000	0.0112	0.0000	0.0000	0.0000	0.0014	0.0000		0.0312		0.0033	0.0061		0.0081		0.0000	0.0139	0.0169	0.0000	0.0297	0.0086	0.0051	0.0054	0.0088	0.0294	0.0066	0.0393		0.1329		0.0122	0.4430	0.3015	0.0141	0.0028	0.4535	0.0000	0.0000	0.3275	0.0043	0.2751	0.1453	0.0962	0.3034	0.0979	0.0323	0.0440	0.0000	0.0179	0.0000	0.6059	0.0000	0.0053	0.0375	0.0051	0.0000	0.0000	0.0000	0.0000	0.0020	0.6004	0.0087	0.0000	0.0000		0.1084	0.0147	0.0090		0.3043		0.0000	0.5330	0.0000	0.0026	0.3090	0.0000	0.0055	0.0526	0.0049	0.0000		0.0000	0.1160	0.0054	0.1878	0.0211	0.0000	0.2923
Sympagella_nux	0.0865	0.0000	0.0000	0.0000	0.5477	0.0027	0.0039	0.0284	0.0370	0.0047	0.0000	0.0000	0.0132		0.0000	0.0120	0.0157		0.0135	0.0134	0.0052	0.0000	0.0156	0.0065	0.0000	0.0210		0.0656		0.0000	0.0000	0.0000	0.0040		0.0122	0.0000	0.0160	0.0000	0.0104			0.0469	0.0207		0.0038	0.0232	0.0128	0.0000		0.0871	0.1657	0.0457	0.0353	0.3219	0.4143	0.4175	0.0000			0.1417	0.0076		0.0185	0.0042		0.0000		0.0000			0.0153	0.0031	0.0250	0.0171	0.0000	0.0321				0.0000	0.0175			0.2557	0.0233	0.0079	0.0209	0.0000	0.0062	0.0279	0.0016		0.0000	0.4235	0.5308	0.0014	0.0531	0.0019	0.0078	0.0105	0.0167		0.0000	0.0244			0.0694	0.0904	0.0132	0.2871		0.2386	0.0217	0.1316	0.0098	0.0066	0.0000		0.0127	0.2259	0.0183		0.1662		0.0166	0.0068	0.0102	0.0000	0.0044	0.0043		0.6973		0.0409		0.0323		0.0872	0.0179	0.0000	0.0000	0.1724	0.0000	0.0250	0.0254		0.0078	0.0000	0.0000	0.6169	0.0000	0.8493	0.6943		0.1507	0.1687	0.0000			0.0062	0.0059		0.0364	0.0000	0.0131	0.0100	0.0000	0.0110	0.0301	0.0049	0.0701	0.0030	0.0000	0.0000		0.0718	0.0316	0.0000	0.8948
Hydra_viridissima	0.1118	0.0000		0.0000			0.3796	0.0227	0.0247	0.0000	0.0267				0.0000	0.0120	0.1414		0.0203	0.6120	0.0052	0.0000	0.0000	0.0065	0.0000	0.5000		0.3607		0.0000	0.0000	0.4563			0.0244	0.5625	0.2960		0.0312			0.0078	0.0069		0.2692		0.4829		0.0000	0.0774		0.0400	0.0000	0.0053	0.2857		0.0000	0.0000		0.0083				0.0000		0.0061		0.2194							0.0314	0.0000		0.0535	0.1926	0.0000		0.4646			0.6678	0.0079				0.0080					0.8786		0.3315		0.0078		0.0100			0.0081	0.7883		0.3935		0.0000			0.4975			0.0294	0.0066			0.0633	0.5607	0.0122	0.0098			0.0028			0.0000	0.0044	0.0043				0.0023		0.2581			0.0179	0.0000	0.5765			0.1375			0.0078	0.6254			0.5455							0.0090		0.6211			0.0023	0.0190	0.5144	0.8173	0.0000	0.0000		0.0146	0.5904		0.2295	0.0000	0.0054	0.2597		0.4783	0.8948
Strongylocentrotus_purpuratus	0.1025	0.0000	0.0000	0.0026	0.1499		0.1291	0.0000		0.1721	0.0267	0.0000	0.0000	0.3869	0.0000	0.0542	0.1623	0.0759	0.0203	0.0167	0.4427	0.0000	0.0391	0.1013	0.0000	0.0000	0.0000	0.0000	0.0192		0.0000	0.5317	0.3557		0.0244	0.0063	0.0080	0.0000	0.1458		0.0321	0.0078	0.0000	0.0031		0.1060	0.0000	0.0948	0.3258	0.0000	0.0059	0.0057	0.0471	0.0000	0.2714	0.0000	0.0000	0.0000	0.0000	0.0042	0.0076	0.0000	0.0000	0.0169		0.0000	0.0000	0.1331	0.0000	0.0069	0.2863	0.5171	0.0300		0.0314	0.0160	0.0074	0.0160	0.0034	0.0494	0.0175	0.2080	0.0025	0.0057	0.1196	0.0079	0.2090	0.2882		0.0518	0.0000	0.0000	0.0000	0.0474	0.7283	0.5732	0.1790	0.1185	0.0078	0.0526	0.7090	0.0061	0.5054	0.0244		0.0000	0.0000	0.0056	0.0197	0.1056	0.1293	0.4670				0.0066	0.0000	0.0000	0.0000	0.0167	0.3963		0.0000	0.0141	0.0028	0.3016	0.1356	0.0058	0.0044	0.0043	0.4089		0.0212	0.0000	0.2028	0.0323	0.1978	0.0000	0.1875		0.0000	0.0000	0.3670	0.0063	0.0051	0.0043	0.0078	0.3322	0.0000	0.4715	0.0021	0.3333	0.8950	0.0000		0.2771	0.0147			0.0062	0.0059	0.0000	0.0638	0.0190	0.0000		0.0000	0.0000	0.0000		0.0738	0.0060	0.2787	0.0000	0.0054	0.2597	0.0000		0.0713
Mortierella_verticillata	0.0277	0.0000	0.0000		0.0109	0.0027	0.0000	0.0341	0.0370	0.0605	0.0267	0.0000	0.0693	0.0000	0.0000	0.0542	0.0105	0.0000	0.0203	0.0334	0.0052	0.0000	0.0000	0.0327	0.0000	0.0090	0.0000	0.0410	0.0000	0.0000	0.0000	0.0099	0.0000	0.0000	0.0244	0.0000	0.0160	0.0000	0.0208		0.0192	0.0625	0.0000	0.0000	0.0038	0.0033	0.0000	0.0000	0.0455	0.0032		0.0457		0.1108	0.0619	0.0073	0.0000	0.0765	0.0000	0.0333	0.0000	0.0226	0.0000	0.0042	0.0000	0.0000	0.0000	0.0072	0.0029	0.0000	0.0000	0.0062	0.0100	0.1980	0.0377	0.0214	0.0147	0.0160	0.0068	0.0000	0.0140	0.0044	0.0000	0.0057	0.0532	0.0079	0.0179	0.0029	0.0248	0.0239	0.0063	0.0000	0.0000	0.0031	0.0163	0.0014	0.0070	0.0037	0.0078	0.0316	0.3244	0.0184	0.0217	0.0163	0.0203	0.0181	0.0046	0.0847	0.0132	0.0033	0.0086	0.0051	0.0326	0.0088	0.0196	0.0066	0.0337	0.0045	0.0000	0.0460	0.0183	0.0326	0.0000	0.0070	0.0110	0.0204	0.0102	0.0058	0.0044	0.0043	0.0112	0.0000	0.0000	0.3693	0.0070	0.0161	0.0440	0.0256	0.0893	0.0000	0.0554	0.0000	0.0000	0.0312	0.0051	0.0086	0.0078	0.0071	0.0000	0.0000	0.0021	0.0000	0.0018		0.6261	0.1084	0.0000	0.0359	0.0462	0.0062	0.0059	0.0000	0.0934	0.0190	0.0131	0.0166	0.0000	0.0000	0.0226	0.0194	0.0000	0.0180	0.0000	0.0221	0.0054	0.0000	0.0000	0.0000	0.0267
Hemithiris_psittacea	0.0906	0.0000	0.0000	0.1525		0.0014	0.4316	0.0568		0.0000	0.0267		0.0066	0.0000	0.0000	0.0120	0.0052	0.4219	0.0203	0.1171	0.0052	0.0000	0.0000	0.0065	0.0000		0.0104	0.0656	0.0000	0.0000	0.0000	0.0000	0.0000	0.1679	0.0244	0.0000	0.0160	0.0000	0.0104	0.7309		0.0078	0.0000		0.0000	0.0000	0.0128	0.1224	0.0000	0.7258	0.2367	0.0057	0.0353	0.0000	0.0143	0.0024	0.0000	0.0000	0.0000	0.4042	0.0000	0.2851	0.0037	0.0000	0.0000	0.0000	0.0198	0.0000		0.0000	0.0000			0.0034	0.0314	0.0000	0.0074	0.0267	0.0000	0.0000	0.0175	0.0044	0.1537	0.0057	0.0033	0.0079	0.0060	0.0720	0.8065	0.0040	0.0000	0.0000	0.0236			0.0028	0.0000	0.1963	0.0078	0.0737	0.2609	0.0061	0.0000	0.1870		0.0000	0.0000	0.0960	0.0000	0.0099		0.0051	0.0380	0.0088		0.0066	0.0449	0.0000	0.1203	0.0000	0.0122	0.0000	0.2000	0.0141	0.0055	0.2721	0.0068	0.0000	0.1528	0.0043	0.5093	0.1985	0.0000	0.3614	0.0280	0.0323	0.0440	0.0000	0.0179	0.0000	0.1857	0.0000	0.6223	0.0063	0.3147	0.0043	0.0000	0.0000	0.0000	0.0511	0.4926	0.5681		0.7413	0.0087	0.0120	0.0147		0.0000	0.6087			0.2073	0.0000	0.0000	0.0066		0.0331		0.0049	0.0664	0.0030	0.0000	0.0000	0.0054		0.2632	0.0000	0.0000
Physalia_physalis	0.2025	0.0000	0.0026	0.1860	0.4046	0.7418	0.7977	0.0284	0.0247	0.0000		0.0000	0.6634		0.0000	0.0120	0.0052	0.2321	0.0203	0.1438	0.0052	0.0000	0.0000	0.6438	0.0000	0.0000		0.0656				0.5873	0.0000	0.2190		0.0000	0.0080	0.0000	0.0104	0.0359	0.0128	0.2344	0.0069		0.0038	0.0000	0.0684	0.8103	0.1364	0.0000	0.3373	0.0286	0.0000	0.2586	0.0143	0.4126	0.0000	0.2623	0.4247	0.0083	0.1298	0.0814		0.2152				0.0000	0.0058		0.7366	0.0062	0.1250		0.2516	0.0000	0.2426	0.0481	0.0000	0.0000	0.0140			0.0057	0.2259	0.0079	0.0000	0.3718		0.3705	0.6854		0.0000	0.2492	0.8043	0.1172	0.4685		0.0078	0.0211	0.0100	0.0061	0.5543	0.0163	0.2725	0.0000	0.3519	0.0169	0.3224	0.1782	0.0086	0.4010	0.0054	0.0000	0.0294	0.0066	0.0000	0.0000	0.2975	0.5523	0.0122	0.0098	0.8154		0.0028	0.7098	0.0034	0.0698	0.4541	0.0043		0.7361	0.0000	0.0000	0.0280	0.0323	0.0440	0.0000	0.0179	0.0000	0.3225		0.0000	0.0250	0.3503		0.0078	0.0000	0.0026	0.6798	0.5053		0.7993	0.3438		0.0241		0.6233	0.0000	0.0497	0.0059	0.1832	0.0023	0.0000	0.1749		0.0000	0.0000	0.0301	0.0049	0.0000	0.1832	0.1230	0.0055		0.1326	0.0000	0.7194	0.6061
Ephydatia_muelleri	0.0257	0.0000	0.0000	0.0026	0.0749	0.0000	0.0000	0.0284		0.0000		0.0000	0.0033		0.0000	0.0120	0.0471	0.1350		0.0000	0.0000	0.0234	0.0000	0.0065	0.0000	0.0060		0.0656			0.0000	0.0000	0.0000			0.0063	0.0240	0.0000				0.0078	0.0000	0.0000	0.0038	0.0000	0.0000	0.3466	0.0303	0.0065		0.0057		0.0026	0.0095	0.0024	0.0000			0.3083	0.0000	0.0045		0.0000	0.0000	0.0061		0.0000	0.0000		0.0000	0.0000	0.7050	0.0034	0.0000	0.0000	0.1397		0.0000	0.0000	0.0035		0.0025		0.0133	0.0079	0.0179	0.0288	0.0031	0.0080	0.0078	0.0000	0.0000	0.3257	0.0072	0.0000	0.0014	0.0000	0.0078	0.0316	0.0067	0.0061	0.0000	0.0163	0.0000	0.0000	0.0000	0.0169	0.0000	0.1848	0.0086	0.0051		0.0088		0.0066	0.0000		0.0506	0.0042	0.0183		0.1385	0.0141	0.0055	0.0113	0.0102	0.0000	0.0044	0.0043	0.0037	0.0000	0.0000	0.0000		0.0323	0.0440	0.0000	0.0179		0.0033	0.0000		0.0250	0.0102	0.0086	0.0078	0.0000	0.0000	0.0098	0.0000	0.4464	0.0000		0.0029	0.0120	0.0147			0.0311	0.0059	0.0611	0.0068	0.0190	0.0000	0.0033		0.0000	0.0526	0.0049	0.0295	0.0090	0.0000	0.0000	0.0054	0.0000		0.0000	0.0089
Amphimedon_queenslandica	0.0863	0.0000	0.3566	0.0026	0.2003	0.0151	0.0000	0.0852	0.0123	0.0047	0.0267	0.0000	0.0132		0.0000	0.0120	0.0785	0.1941	0.0203	0.0435	0.1094	0.3099	0.0000	0.0065	0.0000	0.0389	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.2925	0.1022	0.0244	0.0125	0.0080	0.1811	0.0208	0.0179	0.0192	0.0078	0.0000	0.1246	0.2077	0.0000	0.0000	0.0052	0.0303		0.0178	0.0400	0.0000	0.5172	0.4667	0.0049	0.0000	0.0000	0.7065	0.0083	0.0000	0.0452	0.0074	0.0000	0.0000		0.0066		0.2312	0.0069	0.2366	0.0374	0.0050		0.0063	0.0000	0.0074	0.0160	0.0000	0.0000	0.0140	0.0708	0.2292	0.0966	0.2824	0.0079	0.0328	0.1614	0.0464	0.0080	0.0078	0.0000	0.0000	0.1590	0.0380	0.0000	0.0000	0.0074	0.0078			0.0061	0.5870		0.0450	0.0120	0.0000	0.0226	0.0461	0.2541	0.0000	0.0051	0.2120	0.0088	0.0098	0.0066	0.0618	0.0000	0.0570	0.5021	0.0183		0.4492	0.0070	0.0028	0.2449		0.5930	0.0480		0.0037	0.1864	0.0154	0.0023	0.0070	0.0323	0.0440	0.0000	0.0179	0.0000	0.0130	0.0000	0.0000	0.0250	0.1421	0.0043	0.0078	0.0565	0.3117	0.2338	0.3784		0.1786	0.0000	0.0174	0.0000	0.0147	0.0179		0.0062	0.1657	0.0458	0.0023	0.0190	0.0000	0.1163		0.0000	0.0526	0.0049	0.5793	0.1141	0.0000	0.0000	0.5514	0.0773	0.0105	0.0000	0.0178
Pseudospongosorites_suberitoides	0.1610			0.7726					0.0123	0.2419	0.0267	0.0000	0.8218	0.5401	0.0000		0.3089		0.3446			0.1345		0.1993	0.0000				0.2179	0.0000		0.7639	0.2806			0.5625		0.4646	0.0521		0.0192	0.5859	0.4414	0.7632	0.5538		0.3376		0.0606	0.7677	0.0888				0.0905	0.8058	0.0000	0.0219		0.7750	0.6260			0.0000								0.7352		0.1570	0.1069	0.3850		0.0160	0.1351				0.5919			0.1107				0.2590	0.7433		0.0236						0.1875	0.5684	0.6154	0.0613		0.2520		0.0000		0.5706	0.1711		0.3966	0.1472		0.0088		0.1711	0.0899	0.5225			0.6098					0.8844		0.2035					0.8462	0.9182		0.0323	0.0440		0.1161	0.0100				0.4750	0.7005		0.0078				0.8266					0.0000	0.0147							0.0190	0.2742			0.0000		0.0049			0.0000	0.3481	0.1351		0.0316		
Rhizopus_oryzae	0.1090	0.0000	0.0000	0.4780	0.0014	0.0027	0.0424	0.4034	0.0247		0.0000	0.0000	0.1089	0.1314	0.0303	0.0120	0.1047		0.1149		0.0052	0.3684	0.1914	0.0458	0.1094	0.0359	0.0208	0.4754	0.3013	0.0000	0.0000		0.0553	0.3285	0.1829	0.0000			0.0208		0.0128	0.0938		0.2336		0.1159	0.0000	0.1155	0.0530	0.0032			0.0000	0.2507		0.2937	0.0000	0.2350	0.0000	0.1417	0.0000	0.2851	0.2546	0.0042	0.0000	0.0667	0.0000		0.0376	0.0069	0.8015		0.0100	0.2321	0.0063	0.0160	0.0074	0.0160	0.0034	0.0185		0.0044	0.0025	0.0057	0.1329	0.0079	0.0328	0.0173	0.4396	0.0239	0.0063	0.0056	0.0000			0.0126		0.0037		0.0842	0.3278	0.2025			0.2658		0.0926	0.1864		0.0528	0.0086		0.3152	0.0614	0.2157	0.0724	0.1404	0.0631	0.0000	0.4142	0.1524	0.4560	0.0892	0.0070	0.0166	0.3061	0.0068	0.0058	0.4585	0.0043	0.0632	0.0654	0.1212	0.4477	0.3147	0.0161	0.0330	0.2513	0.5357	0.0000	0.0977	0.0483	0.2500	0.1500	0.2081	0.1631	0.0078	0.0459		0.1356	0.0021		0.0976		0.6203	0.0000	0.0000	0.0404		0.1677	0.1124		0.5672	0.0190	0.0000		0.4460	0.2762		0.0049	0.0111	0.4384	0.0000	0.2210	0.0054	0.0552	0.0000	0.1225	0.2923
Bolinopsis_infundibulum	0.1522			0.0362	0.0232	0.8764	0.8401		0.0247	0.0930	0.0133				0.0000	0.0181	0.3874			0.4816			0.7734		0.3203	0.8204				0.0000	0.0000		0.1621	0.2117	0.0000	0.0000	0.4560		0.0000				0.0000	0.5763			0.1154	0.0000		0.6516			0.0000		0.1429	0.8131	0.0000				0.7252			0.1392		0.6990							0.3950				0.0074	0.0267		0.0062	0.2308	0.1947		0.4659		0.0119				0.2829			0.0047			0.4756								0.1301	0.0045	0.0060	0.4769					0.0203		0.0088		0.0066	0.0056		0.2722		0.0671				0.0055		0.5864	0.0000	0.3886	0.3879	0.0037			0.3966	0.0490	0.0161				0.0100				0.0063	0.7411		0.0000		0.3532		0.6681			0.7431			0.0147		0.0462	0.7081	0.0059	0.3511		0.0000	0.8172			0.0000	0.2030				0.4262	0.3315		0.6022	0.0316		0.8770
Sycon_coactum	0.1020	0.1992	0.3921	0.4083	0.0014	0.1168	0.0250	0.0909	0.1975	0.0000		0.0000			0.0000			0.1435		0.0234	0.4271	0.0000		0.0065	0.0000			0.1148				0.0258	0.1739			0.0125	0.0000		0.0208		0.0128	0.0078	0.0000	0.6075	0.0038		0.0641	0.3810	0.0000	0.0065		0.0229		0.0000	0.0952	0.0024	0.0000		0.0000	0.0083		0.6697	0.5941	0.0084				0.0000	0.1879		0.1908		0.0100		0.0503	0.0000				0.0000	0.0874	0.0531	0.7909			0.0079	0.0030	0.0000	0.6146	0.0040	0.0000		0.0000	0.0046	0.5091	0.3682				0.6316	0.0134	0.0061	0.0000	0.0081	0.2950		0.0324	0.0226		0.0066	0.0086	0.0203		0.0088		0.0066	0.0281	0.6486	0.0570		0.0122		0.4185		0.0028	0.0068		0.0930	0.0044			0.4262		0.0307		0.0323	0.0440	0.0000	0.0089	0.0000	0.0000	0.0000	0.0000	0.0063	0.5635	0.1288	0.0078	0.6714	0.2987	0.0020	0.0000	0.3391				0.2169		0.0359			0.0059		0.0114	0.0190	0.1880	0.0033	0.0000	0.4641		0.0049	0.5424	0.0180	0.0000	0.0000	0.2703	0.0000	0.0211	0.0000	0.0125
Monosiga_ovata	0.1401	0.0000			0.7044				0.2469					0.3066		0.0663	0.0052	0.4388			0.0208	0.0000		0.0294	0.0000		0.1042					0.6131		0.3577		0.2687				0.3677					0.0115		0.0556					0.4114	0.0000						0.5656			0.3575	0.0000		0.4935			0.5899						0.2526						0.0000				0.0057			0.7254					0.0112	0.0000		0.7228		0.7161	0.6407			0.0669				0.6959						0.0862		0.3478				0.0393	0.0045						0.0352	0.0055		0.0068				0.3643		0.5058	0.8159				0.0256	0.0179	0.0000				0.0625			0.0078	0.6148						0.6545	0.6551			0.1390	0.0462				0.6287	0.0190	0.4256	0.4850			0.0526	0.0049			0.0410			0.1381	0.0421		
Hormathia_digitata	0.1450			0.6822		0.0014			0.0247		0.0000	0.0000		0.2336	0.0076	0.0120	0.3665			0.5151		0.0000	0.0352	0.6667	0.0391				0.0000		0.0000	0.5655	0.3676		0.0244	0.0000	0.3120		0.0000	0.0090	0.1795				0.2423			0.4000	0.3485		0.3373	0.0286	0.0000		0.4762							0.2443		0.0000				0.6583	0.3208		0.1031	0.3364		0.6792		0.0428	0.0074		0.4358				0.3929			0.0079	0.5164	0.5937		0.0040	0.6995		0.0236						0.3438	0.0211	0.2107	0.0061					0.3009		0.0000	0.1353		0.0051				0.0066	0.0000					0.5049		0.0141		0.4807	0.6949	0.2558					0.8038							0.0000		0.4207	0.4734			0.4378	0.0000		0.3844		0.6892				0.7739			0.0090		0.3602	0.0059		0.1253	0.0000	0.2689		0.0719		0.0301	0.0049		0.8288	0.5328	0.4807	0.4865			0.7233	
Petromyzon_marinus	0.0909				0.0041	0.0769		0.0966		0.2419		0.0741	0.0000			0.0120	0.0262	0.1097	0.0135	0.2542			0.0000	0.1307							0.0000		0.0000	0.0730		0.0250	0.0080		0.0104				0.0000	0.4455	0.0038			0.0638		0.0000		0.0057	0.0000			0.5510	0.1778	0.0000	0.0020		0.0000	0.0090				0.1414	0.4092	0.0000		0.0069	0.0954			0.2116		0.0160		0.3155	0.0000		0.0070	0.0708	0.6952	0.0057	0.0598		0.0000	0.0749	0.0372	0.0080	0.0016		0.0142		0.3659	0.5174	0.3720	0.2981		0.0316	0.0033						0.4769	0.0169			0.0086	0.0609		0.1491			0.0000		0.1329	0.6527			0.0000						0.0044	0.4397		0.0000	0.0000			0.0323		0.2000			0.3225	0.0000	0.0000		0.0051	0.0987	0.0000	0.0212			0.3129	0.3333		0.7274	0.2058		0.0147		0.0000			0.0000	0.1276			0.6379						0.5465	0.0000	0.0000					0.0000
Aiptasia_pallida	0.0679			0.0026			0.0250	0.0057			0.0267	0.0000			0.1061	0.0120	0.0052	0.6118				0.0000		0.0098	0.0000	0.0000			0.0385	0.0000	0.0000	0.0000		0.0000	0.0000	0.0000	0.0080	0.0000	0.0312	0.0045	0.0192		0.0069	0.0031	0.0000		0.4145	0.0000	0.0000			0.0114	0.0000	0.0026	0.0000	0.0024	0.0000	0.0000		0.0083		0.6833		0.6076		0.0040		0.7986	0.0000		0.0000		0.0050	0.0205		0.5775		0.0160	0.0000	0.0123	0.0035	0.0044	0.0076			0.0079	0.8388	0.0058		0.0040		0.0309	0.0000			0.0014	0.0000			0.0842	0.0033	0.0061	0.6087	0.0081	0.4797	0.0000	0.0000	0.0169	0.0000		0.0086	0.0051			0.0294	0.0000	0.0000		0.0570			0.0098		0.0141	0.0028	0.0023	0.0000	0.0000			0.0037		0.0000	0.8466	0.0070	0.0323	0.0440		0.0179	0.0000			0.0000	0.0063	0.7360	0.0000	0.0000	0.0000				0.0000	0.9061			0.1084	0.2647	0.3543		0.0062	0.0059	0.1221	0.0068	0.0000	0.0026			0.0000		0.0728	0.0000	0.0420		0.0000	0.0054	0.0221	0.0000	0.0000	0.0000
Aurelia_aurita	0.1044	0.0000		0.6744		0.0014		0.0057	0.0247		0.1867		0.8152	0.1825	0.0000	0.0120	0.4712	0.0169	0.0203	0.0334	0.6562	0.0000	0.0000		0.0000				0.0128		0.0000	0.7321		0.0000		0.1313	0.0080	0.0000	0.0208	0.4798			0.0000		0.6885		0.0043	0.6724	0.1364	0.0000	0.2012		0.0353	0.2322	0.3000		0.0000	0.0000		0.0208		0.2398	0.0000	0.0000	0.0000		0.6799	0.0036	0.2919		0.0000	0.0000			0.0314	0.0053		0.0160					0.5491					0.2853		0.0080		0.6685	0.0000	0.8777		0.0014								0.0081		0.0000			0.0000	0.1155	0.0086		0.2935	0.0263	0.0098	0.0066	0.0225	0.0586						0.0141				0.0000	0.0044		0.0037			0.0000	0.0070	0.0323			0.0179	0.0000			0.0000				0.0155		0.7039	0.7642							0.0147		0.0000		0.0059		0.0251	0.0000	0.7337	0.1296	0.0000	0.0000			0.0148	0.4895	0.0000			0.0221			
Priapulus_caudatus	0.1836	0.3729	0.1461	0.0026	0.8093		0.3969	0.0057		0.0000	0.0267	0.0000	0.8515	0.4161	0.0000	0.0120	0.0000		0.3784			0.0000	0.7266		0.0000				0.2756		0.0000	0.8571	0.5652	0.3066	0.0244	0.4062		0.0000	0.0208	0.2063	0.0128	0.0078	0.3379		0.1769	0.6954	0.0000				0.1953		0.0000	0.8153	0.3571			0.0000		0.0042	0.6870	0.4118		0.0000	0.0000		0.4125			0.0000	0.0000	0.8349			0.0000	0.0428	0.2353	0.5080	0.0000	0.3333		0.2478		0.0057	0.4252	0.0079	0.0358	0.1816	0.8560		0.2817	0.0000	0.1368	0.1942			0.7580	0.8167	0.0078	0.0316	0.0100	0.0061	0.0000	0.0081		0.3012	0.1944	0.0960					0.4457	0.0702	0.3922	0.0066						0.1042		0.0141	0.0083			0.0000	0.0044				0.8712	0.8580		0.0323	0.0330		0.0179	0.0000			0.0000	0.0063		0.0043	0.0000			0.4971	0.8076						0.0147		0.0000	0.4472		0.1221		0.0000	0.5457		0.2590	0.0000	0.0000	0.5388						0.0000			
