	Metazoa_Choano_RCFV_strict.phy	Gene_0010	Gene_0026	Gene_0027	Gene_0030	Gene_0033	Gene_0034	Gene_0035	Gene_0066	Gene_0069	Gene_0076	Gene_0077	Gene_0088	Gene_0089	Gene_0101	Gene_0102	Gene_0113	Gene_0114	Gene_0121	Gene_0134	Gene_0145	Gene_0153	Gene_0164	Gene_0169	Gene_0174	Gene_0185	Gene_0191	Gene_0194	Gene_0200	Gene_0201	Gene_0202	Gene_0226	Gene_0236	Gene_0245	Gene_0251	Gene_0252	Gene_0260	Gene_0281	Gene_0295	Gene_0303	Gene_0317	Gene_0320	Gene_0328	Gene_0330	Gene_0334	Gene_0335	Gene_0337	Gene_0348	Gene_0349	Gene_0350	Gene_0351	Gene_0360	Gene_0376	Gene_0399	Gene_0406	Gene_0414	Gene_0420	Gene_0422	Gene_0424	Gene_0428	Gene_0435	Gene_0438	Gene_0441	Gene_0443	Gene_0445	Gene_0471	Gene_0478	Gene_0481	Gene_0483	Gene_0507	Gene_0509	Gene_0511	Gene_0518	Gene_0521	Gene_0531	Gene_0542	Gene_0544	Gene_0545	Gene_0557	Gene_0563	Gene_0575	Gene_0580	Gene_0581	Gene_0587	Gene_0596	Gene_0610	Gene_0658	Gene_0701	Gene_0703	Gene_0708	Gene_0714	Gene_0718	Gene_0723	Gene_0729	Gene_0731	Gene_0740	Gene_0771	Gene_0774	Gene_0784	Gene_0798	Gene_0809	Gene_0814	Gene_0831	Gene_0842	Gene_0843	Gene_0846	Gene_0857	Gene_0858	Gene_0873	Gene_0884	Gene_0893	Gene_0902	Gene_0906	Gene_0915	Gene_0934	Gene_0961	Gene_0980	Gene_0985	Gene_0986	Gene_0989	Gene_0992	Gene_0995	Gene_0997	Gene_1015	Gene_1018	Gene_1019	Gene_1023	Gene_1034
Ircinia_fasciculata	0.6373	0.0000	0.8628	0.0042		0.6964	0.7979	0.3221	0.0209	0.3363	0.6996	0.0000	0.0031			0.6004				0.0000	0.7673		0.0707		0.0016		0.1667		0.0000				0.3046	0.4403		0.4917		0.4982	0.0000	0.3915	0.0000	0.1306		0.3254		0.7825	0.1331	0.2340	0.3294	0.6464			0.0657	0.0048	0.0164		0.6583		0.0042		0.3403			0.0049	0.0117					0.2927		0.2490	0.0000		0.3278		0.6644						0.0088			0.0061	0.0000		0.5000			0.0000	0.0026	0.3970	0.2289	0.0000	0.1032		0.0000			0.0017		0.0000	0.2698			0.0000	0.4740			0.0000	0.4769	0.0000	0.6201	0.4833	0.8359	0.0000		0.1716				0.7586	0.0813		0.0171	0.4718
Drosophila_melanogaster	0.0218	0.0000	0.0080	0.0021	0.0000	0.0099	0.0017		0.0105	0.0265	0.0041	0.0000	0.0000	0.0061	0.0000	0.0061	0.0000	0.0022	0.0000	0.0085	0.0046	0.0000	0.0152	0.0105	0.0000	0.0000	0.0123	0.0106	0.0000	0.0130	0.0214	0.0000	0.0063	0.0021	0.0000	0.0010	0.0052	0.0473	0.0000	0.0000	0.0000	0.0224	0.0033	0.0024	0.0014	0.0035	0.0133	0.0113	0.0058	0.0000	0.0000	0.0017	0.0051	0.0190	0.0273	0.0161	0.1173	0.0018	0.0000	0.0000	0.0069	0.0108	0.0254	0.0000	0.0117	0.0000	0.0027	0.0036	0.0159	0.0000	0.0000	0.0195	0.0163	0.0000	0.0401	0.0000	0.0000	0.0133	0.0027	0.0000	0.0025	0.0000	0.0000	0.0000	0.0575	0.0122	0.0000	0.0103	0.0057	0.0015	0.0329	0.0000	0.0079	0.0000	0.0106	0.0000	0.0000	0.0308	0.0323	0.0026	0.0025	0.0034	0.0000	0.0000	0.0079	0.0028	0.0063	0.0000	0.0130	0.0000	0.0050	0.0000	0.0000	0.0035	0.0044	0.0061	0.0078	0.0000	0.0056	0.0016	0.0000	0.0250	0.0018	0.0033	0.0035	0.0319	0.0049	0.0019
Oscarella_carmela	0.0226	0.0000	0.0099	0.0021	0.0016	0.0017	0.0017	0.0000	0.0052	0.0000	0.0000	0.0000	0.0000	0.0061	0.1700	0.0061	0.0034	0.0067	0.4989	0.0000	0.0369	0.1459	0.0253	0.0158	0.0000	0.0190	0.0123	0.0160	0.0000	0.0043	0.0187	0.0000	0.2563	0.0021	0.0014	0.0010	0.0000	0.0036	0.0000	0.0050	0.0000	0.0000	0.0000	0.0024	0.1201	0.0035	0.0019	0.0000	0.0058	0.0000	0.0029	0.0017	0.0000	0.0286	0.0164	0.0161	0.0017	0.0089	0.0208	0.0058	0.0069	0.0136	0.1680	0.0049	0.0117	0.0286	0.0000	0.0072	0.0053	0.0000	0.2115	0.0117	0.0000	0.0029	0.0448	0.0000	0.0000	0.0000	0.1086	0.0000	0.0051	0.0000	0.0022	0.0000	0.0391	0.0732	0.0000	0.0026	0.0000	0.0000	0.0030	0.0000	0.0026	0.0000	0.0000	0.0000	0.0000	0.0026	0.0323	0.0000	0.0025	0.0067	0.0906	0.0000	0.0079	0.0084	0.0094	0.0000	0.0026	0.0000	0.0025	0.0000	0.0000	0.0139	0.0044	0.0061	0.0182	0.0000	0.0000	0.0016	0.0000	0.0100	0.0000	0.0115	0.0035	0.0038	0.0073	0.0019
Lobatolampea_tetragona	0.9449				0.8326		0.8187				0.6049							0.8267										0.8209	0.4148			0.0118			0.8681												0.4658													0.6596	0.0972													0.5802			0.5627								0.8517																				0.0317													0.2158		0.8222					0.8131	0.7655		
Pseudospongosorites_suberitoides	0.7394			0.3208					0.3089		0.5926	0.4169	0.2185	0.5350				0.8267		0.0085		0.5064	0.3131	0.5842			0.0000		0.0000			0.1575	0.0063	0.3270		0.6066	0.5906	0.0509	0.0000	0.5661	0.0000	0.6157				0.0035			0.4140	0.4099			0.0051		0.0219	0.0269									0.0468	0.6245		0.4621	0.0053	0.6229	0.3384	0.1401	0.0000	0.4111		0.0000	0.7051	0.8419			0.3342		0.4547				0.1582	0.3222	0.1989	0.9120	0.5000	0.0000	0.6895	0.7121					0.0000		0.0684	0.6521	0.6264	0.0000	0.0079	0.5449						0.0000		0.0000	0.1790		0.6484	0.0000	0.2865	0.8736	0.2958		0.7664			0.8293	0.1174	
Crella_elegans	0.6210	0.2911					0.2418		0.1361	0.0265	0.6296	0.0000								0.0085		0.2403	0.4444	0.0421		0.1445		0.2039	0.3333	0.0000		0.2874	0.3445	0.0042		0.7070	0.1207	0.2182	0.1571	0.6509	0.2874	0.6119		0.0024				0.5736	0.4694		0.0000	0.0156	0.0152				0.3652		0.0083				0.7750	0.4510		0.0000		0.3718		0.5009	0.1873	0.0117	0.0000		0.4009					0.3388	0.0861	0.4219	0.0464			0.0244	0.3291	0.6418		0.4575	0.4820	0.3571		0.2212	0.1549	0.0000		0.0769	0.0645			0.2908	0.2226	0.0000	0.0397		0.3899	0.2024	0.4036				0.0190	0.0279		0.0061	0.0469		0.0056			0.1300	0.2135		0.4827	0.5141	0.7824	
Capitella_teleta	0.0568	0.0000	0.0020	0.0042	0.0031	0.0314	0.1364	0.0000	0.0000	0.0796	0.0041	0.1017	0.0031	0.2432	0.0000	0.0385	0.0000	0.0022	0.0044	0.0085	0.5922	0.0000	0.0101	0.0368	0.0000	0.0024	0.0247	0.0018	0.0000	0.0866	0.7086	0.0000	0.0063	0.0021	0.0000	0.0010	0.0131	0.0109	0.0000	0.0000	0.0000	0.0000	0.0000	0.0311	0.0042	0.0035		0.0000	0.0029	0.0023	0.0000	0.0000	0.0000	0.0048	0.0219	0.0161	0.0000	0.0053	0.0042	0.0865	0.4375		0.0238	0.0000	0.0117	0.0000	0.0000	0.0072	0.0053	0.0000	0.0000	0.0117	0.0027	0.0029	0.0236	0.0000	0.0000	0.0000	0.0000	0.0033	0.0101	0.0000	0.0022	0.0018	0.0333	0.0061	0.0000	0.0026	0.0000	0.0000	0.0150		0.1895	0.0030	0.0000	0.0000	0.0000	0.0333	0.0000	0.0000	0.0278	0.0017	0.0038	0.0000	0.0000	0.0028	0.0063	0.0000	0.0052	0.0000	0.0025	0.0000	0.0000	0.0035	0.1834	0.0213		0.0000	0.0056	0.0000	0.0000	0.2250	0.0018	0.0066	0.0190	0.0056	0.0122	0.0019
Hemithris_psittacea	0.2299	0.0000	0.0040	0.0042			0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2462	0.0000	0.8215	0.2568	0.0022	0.0000	0.0085	0.0000	0.1803	0.0000	0.0105	0.4642	0.0000	0.0123	0.0053	0.0000	0.0022	0.1337	0.0000	0.0063	0.0021	0.1058	0.6294	0.0000	0.0073	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2416	0.0035		0.0000	0.0029	0.0000	0.0000	0.0017	0.0000	0.0048	0.0219	0.0108	0.3417	0.0018	0.0000	0.7427	0.0069	0.0054	0.6181	0.0000	0.4152	0.5102	0.0000	0.0144	0.0053		0.0000	0.0078	0.6070	0.0029	0.0236	0.0000	0.0000				0.0025	0.0000	0.0000	0.0000	0.7701	0.0061	0.0000	0.0052	0.0000		0.0150	0.0000	0.4079	0.0000	0.0000	0.0000	0.0000	0.0333	0.0000		0.0025	0.0000	0.0000	0.0000	0.0000	0.0056	0.0063	0.0000	0.0026	0.0000	0.0050	0.0000	0.0014	0.2369	0.0044	0.1733	0.0260	0.0000	0.0056	0.0016	0.0000	0.0000		0.0033	0.0017		0.0073	
Ocyropsis_sp_Florida_USA	0.9276					0.8498		0.5520							0.1654			0.6467	0.7748																							0.3545					0.5532	0.6736									0.7956					0.3984	0.0745																	0.8479					0.6069																											0.6676													0.4671			
Sycon_coactum	0.2417	0.0253	0.0239	0.1342						0.0265		0.5898	0.0000	0.3587	0.0015	0.1724	0.0034		0.0000	0.0000		0.3991	0.0354	0.0105	0.0000	0.0095	0.1852	0.3848	0.0000	0.1061	0.1551	0.0472	0.0063	0.1363		0.6853	0.0000	0.1055	0.0000	0.1172	0.0359	0.0224	0.6187	0.1651	0.0098	0.0035	0.8232	0.3358	0.0029	0.0000	0.1475	0.0000	0.1566	0.0048	0.0164	0.0108	0.0084	0.0499	0.0042	0.0105		0.0108	0.1838	0.0049	0.0117	0.0898	0.0000			0.0000	0.0121	0.0117	0.0027		0.1038	0.0000		0.7029	0.0188	0.3769	0.0076	0.0947	0.0000	0.0000	0.0126		0.0000	0.0619	0.0852	0.0059	0.0030	0.0000	0.0026	0.5879	0.0035	0.0235	0.0189	0.0410	0.1828	0.0612	0.0911	0.0017	0.3208	0.0000	0.0079	0.2135	0.2862	0.0073	0.3281	0.0040	0.0299	0.0000	0.1644	0.0070	0.0044	0.3678	0.1120	0.0504		0.0265	0.4974	0.0000	0.0018	0.0082	0.3426	0.1407	0.0049	
Nematostella_vectensis	0.1318	0.0000	0.0119	0.0021	0.6806	0.0215	0.0017		0.0000		0.0000	0.0000	0.0000	0.0030	0.0486	0.0284	0.0034	0.0089	0.0000	0.0000	0.0092	0.0086	0.0455	0.0105	0.0212	0.0000	0.0062	0.0071	0.0000	0.1082	0.0642	0.0000	0.0063	0.0021	0.0000	0.0010	0.0105	0.0036	0.0000	0.0025	0.0000	0.0000	0.0569	0.0000	0.0335	0.0035		0.0208	0.0029	0.0000	0.0029	0.0017	0.0051	0.0048	0.0273		0.6131	0.0018	0.0167		0.0069		0.0111	0.0147	0.0117	0.0857	0.0348	0.0181	0.0053	0.0000	0.0000	0.0117	0.0081	0.0029	0.0566	0.0000		0.0876	0.0000	0.0000	0.0785	0.0000	0.0066	0.0253	0.0161	0.3110	0.0000	0.0515	0.0000	0.3548	0.0180	0.0000	0.0211	0.0000	0.0317	0.0000	0.0147	0.0385	0.0323	0.0000	0.6835	0.0017	0.0340	0.0000	0.0000	0.0028	0.0063	0.0024	0.0052	0.0000	0.0075	0.0000	0.0000	0.1951	0.0480	0.0061	0.3073	0.0000	0.0056	0.2761	0.0000	0.4650	0.0018	0.0525	0.0329		0.0416	
Euplokamis_dunlapae	0.8242				0.7752			0.1113		0.0000					0.5038	0.7708		0.0000	0.7616		0.5484						0.0864			0.5476				0.0021	0.8464		0.0026								0.1578			0.6226	0.0058			0.5147							0.0042		0.0069	0.6450			0.0058							0.1790		0.0087			0.6949					0.5449	0.0000							0.8167										0.7883	0.0000	0.4353			0.0079								0.3438					0.0000										
Beroe_forskalii	0.8424				0.4062			0.2328		0.0885								0.0000	0.3024						0.3762			0.3227							0.3797							0.0000					0.6046	0.0057				0.0017						0.7415		0.4842		0.4688									0.0000							0.6590		0.3868																			0.0000	0.4796		0.5277							0.1354											0.0998								0.8311
Trichoplax_adhaerens	0.0968	0.0000	0.0099	0.0000	0.0171	0.0297	0.0846	0.0000		0.0265	0.1440	0.0136	0.0000	0.0030	0.0349	0.0061	0.0034	0.0022	0.0000	0.0000	0.0046	0.3519	0.0354	0.0105	0.0000	0.1351	0.0123		0.0000	0.0433	0.0428	0.0000	0.0063	0.0021	0.0638	0.0010	0.1024	0.0291	0.0000	0.0000	0.0000			0.0000	0.3296	0.0105		0.0509	0.0029	0.0000	0.0029	0.0347	0.0000	0.0095	0.0328	0.0215	0.0017	0.0036	0.0000	0.1053	0.0938		0.0079	0.0049	0.0117	0.0000	0.0134	0.0036	0.0106	0.0019	0.0000	0.0389	0.0000	0.0029	0.2877	0.0000	0.0034	0.0000	0.0000	0.0033	0.0051	0.0000	0.0132	0.0362	0.1644	0.0305	0.0000	0.0696	0.0000	0.0484	0.0030	0.0000	0.0026	0.0000	0.0000	0.0000	0.0000		0.0000		0.0025	0.0017	0.0340	0.0874	0.0000	0.2584	0.0031	0.0098	0.0078	0.2103	0.0574	0.0000	0.0163	0.0418	0.0044	0.0122	0.0547	0.0000	0.0056	0.0078	0.0314	0.0300	0.0420	0.0558	0.0121	0.1876	0.0073	0.0680
Bolinopsis_ashleyi	0.8440		0.0040											0.2249					0.0044		0.0092						0.0802						0.2269	0.2474					0.2929										0.6035													0.3388				0.5592	0.0000				0.0000				0.7783		0.7017				0.1468				0.0207							0.0000				0.0157	0.3747		0.0000							0.1545		0.2341				0.0057	0.8003					0.0000	0.2640	0.6022								0.8058
Cliona_varians	0.3202	0.0000	0.0139	0.0021			0.0017	0.2430	0.0000	0.0000	0.0000	0.0000	0.2738	0.5745	0.2413	0.0690	0.0034	0.3533		0.0085	0.3341	0.1502	0.0354	0.4053	0.3550	0.3175	0.0000	0.4273	0.0000	0.0022	0.1818	0.0000	0.0063	0.0021		0.7164	0.3465	0.0109	0.0000	0.0000	0.0240		0.4482	0.6699	0.0000	0.0912		0.3925	0.3265	0.6486	0.3215	0.1231	0.0000	0.0095	0.1257	0.6075	0.0034		0.0042	0.1871	0.2153		0.0016	0.0049	0.0117	0.0082	0.4412	0.0072	0.0053	0.5028	0.0000	0.0078	0.0000	0.3878	0.4222	0.0553	0.0034		0.0040			0.0864	0.0728		0.0770	0.1646	0.1139	0.0026	0.0000	0.1422	0.0060	0.0000		0.4091	0.1514	0.0000	0.0000	0.0385			0.1190	0.0017	0.0377	0.0000	0.0000	0.1573	0.7296	0.0000	0.0026			0.0086	0.5625	0.3728	0.0044	0.0061	0.5651	0.0144	0.1798	0.1217	0.0000	0.4300	0.3869	0.0082	0.0035	0.7580	0.0049	
Aiptasia_pallida	0.0693	0.0042	0.0040	0.0021	0.0000	0.0017	0.0017		0.0000		0.0000	0.0000	0.0000	0.2523	0.0015	0.0061	0.0034		0.0000	0.0085	0.0000	0.0086	0.0051	0.0105	0.1547	0.0000	0.0185	0.0018	0.0000	0.4848	0.0321	0.0000	0.0063	0.0021	0.0000	0.0010	0.0000	0.0036	0.0000	0.1671	0.0000	0.0000	0.0000	0.0000	0.0014	0.0035	0.0000	0.0000	0.0029	0.0000	0.0000	0.0017	0.0051	0.0048	0.0219	0.0108	0.0268	0.0018	0.0042	0.0000	0.0069		0.0063	0.0049	0.0409	0.0000	0.0000	0.2744	0.0053	0.0000	0.0000	0.0117	0.0054		0.0024	0.0000		0.0000	0.2426	0.0000	0.0152	0.0000	0.0000	0.0000	0.0000	0.0305	0.0000	0.0026	0.0000	0.0000	0.1228	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2679	0.0076	0.0017	0.0340	0.0000	0.0000	0.0028	0.0063	0.0024	0.0026	0.0020	0.1920	0.0000	0.0000	0.0139	0.0044	0.0061	0.2135	0.0000	0.0056	0.0016	0.0000	0.0000	0.0000	0.0016	0.0087	0.0019	0.0024	0.0000
Chondrilla_nucula	0.4763	0.0000	0.3897		0.7550	0.3927	0.8325	0.0000		0.0000		0.0712	0.0031			0.0061	0.0980	0.0022		0.0085	0.6290	0.0043	0.0505	0.0105		0.0047	0.0185		0.0000	0.0043	0.6898		0.3256	0.0021			0.1864	0.1673	0.0000	0.0000	0.0000	0.1231	0.5418	0.1029		0.0035			0.0029	0.0833	0.0000		0.0000		0.0164	0.0161	0.0905		0.0375		0.0069		0.2853	0.0000	0.4854	0.1224	0.0000	0.0072		0.5347	0.1178		0.2547		0.4788	0.0000	0.0000				0.0329		0.0000	0.2929	0.0011		0.0000	0.0180	0.0000	0.0015	0.1467	0.1494	0.8211	0.1061	0.1373	0.0000	0.7916		0.0538		0.6278	0.2067			0.1825	0.2331	0.1730	0.0073			0.0100	0.5616		0.1010	0.3013	0.2675	0.2188	0.0000	0.0112	0.0016	0.2984	0.2450	0.8376	0.0049	0.3460		0.0049	
Sycon_ciliatum	0.0625	0.0000	0.0080	0.0021	0.0000	0.0017	0.0035		0.0209		0.0000	0.0000	0.0000	0.0030	0.0015	0.0061	0.0034		0.0000	0.0000	0.0023	0.1245	0.0354	0.0105	0.0000	0.0166	0.0123	0.0035	0.0000	0.0130	0.0401	0.0000	0.0063	0.0063	0.0000	0.0021	0.0000	0.0036	0.0000	0.0000	0.0479	0.0187	0.0033	0.0000	0.0014	0.0035	0.0019	0.0000	0.0029	0.0000	0.0000	0.0000	0.0000	0.0048	0.0164	0.0108	0.0000	0.0018	0.0042	0.0105	0.0069		0.0190	0.0049	0.0117	0.0000	0.0000	0.0072	0.0053	0.0225	0.0121	0.0117	0.0027		0.0189	0.0000	0.0000	0.0000	0.0054	0.0017	0.0025	0.0000	0.0000	0.0000	0.0011	0.0061	0.0000	0.0026	0.0057	0.0000	0.0030	0.0000	0.0395	0.0303	0.0035	0.0000	0.0000	0.0410		0.0102	0.0076	0.0017	0.0340	0.0000	0.0079	0.0000	0.0031	0.2195	0.0000	0.0040	0.0274	0.0000	0.0014	0.0035	0.0044	0.0061	0.2083		0.0056	0.0016	0.0183	0.0000	0.0018	0.0066	0.3737	0.0131	0.0049	0.4175
Beroe_ovata	0.9526				0.6233		0.7116											0.3956										0.8156							0.8739							0.6604						0.7830										0.8324		0.8491		0.5393																0.6514																					0.0000			0.5025																										0.4194
Corticium_candelabrum	0.6050	0.1941		0.0021	0.7566	0.0297			0.1152	0.0000	0.5473	0.3525	0.1077	0.0608	0.3202	0.2718	0.0034		0.1656	0.0085	0.3733		0.4899				0.0123		0.0519		0.8021	0.2047	0.3613	0.0021		0.5393		0.3236	0.0000	0.4314	0.1497		0.2007	0.3421	0.0028		0.5913	0.2962	0.5977		0.6224	0.0225	0.3889	0.5571	0.0328		0.4707		0.4625	0.1170				0.6422	0.0117		0.3155		0.2434				0.1924		0.1368	0.6728	0.0339		0.3633				0.5497			0.1707			0.1364		0.6766	0.0000	0.1658			0.0000		0.1846	0.0000	0.4439		0.3916		0.3607	0.1032	0.0674	0.5818					0.0000			0.5066			0.0000	0.1517	0.2293		0.0050	0.5347	0.1642	0.4204	0.0056		
Pleurobrachia_bachei	0.7714				0.6992	0.0677		0.7570								0.0162			0.2230		0.7581				0.0244			0.0301							0.2261												0.0399	0.6038	0.4665									0.4635		0.8538		0.0027								0.1670							0.6000		0.1971	0.0017	0.5797	0.4751		0.3183	0.4310								0.5763					0.0000		0.0051					0.0635				0.0078				0.3438										0.7062	0.5337	0.5398			0.4175
Cydippida_sp_Maryland_USA	0.6472				0.8636	0.0017	0.6339								0.1017			0.0000	0.0044		0.0023				0.3453			0.1312	0.0000	0.3723		0.0276			0.0435				0.0000		0.3413		0.0000				0.5171	0.1396	0.0029			0.1386					0.2278	0.0089		0.0035	0.0208	0.6640									0.2628			0.0029			0.1119	0.0000	0.2520	0.1124		0.2874		0.1483	0.5690					0.8622									0.0108	0.0051	0.0000	0.0773			0.0079				0.2812				0.0774					0.0000		0.0016			0.0347					0.3320
Latrunculia_apicalis	0.2122	0.0000	0.0119	0.0021	0.4155	0.8581	0.0017		0.0314	0.0000	0.0000	0.0000	0.0031	0.0091	0.0000	0.0061	0.0034			0.0000	0.0000	0.0000		0.0053	0.0033	0.0000	0.0000	0.0408	0.0000	0.1126	0.1818	0.0000	0.0063	0.0021	0.1203	0.4576		0.0291	0.0000	0.0000	0.0000	0.0373		0.0048	0.0014	0.0035	0.8061	0.0000	0.0029	0.0045	0.0000	0.0017	0.0000	0.0048	0.0219	0.0054	0.0034		0.0000	0.0058		0.4499		0.0049	0.0117	0.0000	0.0241	0.0072	0.0053	0.0000	0.0000	0.0117	0.0000	0.0029	0.4788	0.0000				0.0000	0.0380	0.0017	0.0000	0.0705	0.0000	0.0000	0.0000	0.0000	0.0000	0.0015	0.0030	0.0000	0.0026	0.0061	0.0000	0.0000	0.0000	0.0256	0.0323	0.0000	0.6962	0.0017	0.0340	0.0000	0.0079	0.0028	0.1069	0.0000			0.3142	0.0000	0.7867	0.0035	0.0044	0.0061	0.0339	0.0000	0.0000	0.0047	0.0000	0.1000	0.0000	0.2627	0.3287	0.0038	0.0122	0.4854
Daphnia_pulex	0.0606	0.0000	0.0040	0.0021	0.0000	0.0017	0.0138		0.0628	0.0265	0.0000	0.1085	0.0000	0.0061	0.0061	0.1095	0.0000	0.0022	0.0000	0.0000	0.4032	0.0172	0.0455	0.0158	0.0000	0.0095	0.0123	0.0337	0.0000	0.0736	0.0294	0.0000	0.0063	0.0021	0.0000	0.0010	0.0026	0.0109	0.3429	0.0000	0.0000	0.0000	0.0000	0.0502	0.0335	0.0035		0.0019	0.0058	0.0000	0.0000	0.0017	0.0000	0.0048	0.0273	0.0108	0.0000	0.0071	0.0000	0.0012	0.0069	0.0054	0.0127	0.0049	0.0117	0.0000	0.0000	0.0000	0.0212	0.0000	0.0000	0.0117	0.0000	0.0029	0.0472	0.0000	0.0000	0.0000	0.0027	0.0000	0.0101	0.0000		0.0018	0.0023	0.0061	0.0000	0.0103	0.0000	0.2111	0.0299	0.0000	0.0026	0.0000	0.0035	0.0000	0.0800	0.0385	0.0323	0.0000	0.0025	0.0017	0.0415	0.0000	0.0079	0.0028	0.0094	0.0000	0.0078	0.0000	0.0050	0.0000	0.0014	0.0035	0.0044	0.0243	0.2188	0.0000	0.0056	0.0016	0.0000	0.0000	0.0347	0.0016	0.0052	0.0113		0.0058
Mnemiopsis_leidyi	0.7692					0.0479	0.8463	0.0000										0.4200	0.1876	0.0513	0.7074				0.0375		0.1049	0.0621		0.5043													0.1472					0.3774				0.2773					0.0201			0.8304										0.5572				0.3149				0.3486	0.1501	0.0000				0.5696	0.0333					0.5469												0.0017							0.0781	0.6131								0.2374		0.6864			0.4964	0.7438	0.7820	0.0488		
Mertensiidae_sp_Antarctica	0.8795					0.6056	0.6718	0.6999		0.0000					0.6282						0.7465														0.0000								0.5753						0.0029			0.4350								0.1953											0.1571			0.4373						0.3917																				0.1684									0.3698											0.5398			0.0511			0.1538		
Callianira_Antarctica	0.8804							0.0395		0.0000					0.3763						0.4124							0.6702		0.3247					0.7275								0.2709				0.5646		0.0029								0.7504	0.4189			0.0833										0.3897			0.0029			0.2068	0.5752							0.7506																	0.7210			0.0079					0.7143													0.6624			0.7542		0.4427
Vallicula_sp	0.8004					0.1832		0.0878							0.4112			0.1311	0.0243								0.0432	0.9131							0.8014								0.5819		0.0419			0.7453	0.1341			0.1733						0.8235		0.6795		0.0027	0.1933							0.3809				0.1166				0.5429		0.6545		0.4103																	0.0000		0.0886	0.4908			0.0000				0.5755	0.5099			0.5136							0.1919			0.7810		0.1644			
Ocyropsis_sp_Bimini_Bahamas	0.8330				0.4791	0.6304		0.0761							0.5964			0.0044	0.2340		0.2442				0.7166			0.3262		0.6623																	0.6996	0.3283				0.0017					0.4104			0.8292										0.4634	0.0785			0.0029				0.4076		0.4562				0.2857																0.4260										0.4861			0.6359												0.3893			0.4194
Ctenophora_sp_Florida_USA	0.9580							0.8712		0.0000																																						0.7962				0.1438										0.3930												0.5743						0.7256																			0.0000														0.6535													0.8330		0.4194
Pleurobrachia_pileus	0.6809						0.0017	0.0000		0.0265					0.0000	0.8560			0.0066		0.1452				0.0049			0.0266		0.0043					0.0826													0.5113	0.0029								0.4506	0.6542		0.2468		0.0027									0.0514						0.6508	0.3467	0.5282	0.0017	0.0025	0.0000			0.5782													0.0000		0.4821	0.0025	0.0286			0.0079				0.4167	0.0000			0.0000					0.0288		0.0593			0.1387		0.0138	0.1801		
Lobata_sp_Punta_Arenas_Argentina	0.9497					0.8317		0.8331											0.1722													0.5709											0.4147				0.6103					0.6984					0.1072				0.5000													0.6472			0.6678							0.5389																																										0.8480		
Monosiga_ovata	0.6201	0.0000		0.0021	0.7643	0.7888			0.0000		0.0370	0.0000	0.0308			0.6734	0.0203	0.5756	0.1744	0.0000		0.2060				0.3033	0.0123		0.0000		0.3930	0.0000	0.0126	0.0021			0.2126		0.0000	0.5362	0.0180	0.2127	0.0000	0.6029					0.0058	0.0000	0.2389			0.0048	0.0492		0.2898	0.5205	0.0333	0.8842	0.0069			0.0049		0.1224	0.0000			0.7448			0.0136	0.0029	0.1981	0.0000	0.3831				0.4810		0.5210	0.6166				0.0129				0.0000	0.0447	0.0697	0.0000	0.0000	0.4716	0.0385	0.0215		0.1570		0.0717		0.0079		0.5063	0.0024			0.0299	0.0000		0.0279			0.3672	0.0000	0.0562	0.6677	0.0026						0.2689	
Coeloplana_astericola	0.7765				0.7488	0.1815												0.7689	0.0199								0.1605														0.4012		0.0602		0.0014		0.6008		0.2682			0.3068					0.0201	0.2442			0.0278									0.5403				0.0029			0.5288	0.4286	0.0925	0.5058		0.2176		0.2586	0.4609					0.0968											0.0000	0.0017			0.0079				0.6406											0.0702					0.6522	0.1857		
Hormathia_digitata	0.6170	0.0000	0.0119	0.2809		0.7822				0.0000	0.1687	0.3525		0.4863		0.5030	0.3851			0.0085	0.5760	0.4034				0.1019	0.1420	0.7943	0.0000	0.2879		0.0000	0.0063	0.0021		0.8085	0.6667	0.4073	0.0000	0.0000	0.0000	0.0000		0.0000	0.6550	0.0035				0.0000	0.3540		0.2323	0.0048	0.0273	0.7043	0.5762		0.2000	0.7918	0.0069		0.6434		0.3509			0.0181	0.4444			0.0117	0.0054			0.0000		0.8400			0.2456		0.1214				0.0000	0.2887	0.2500			0.0000	0.7579	0.6364		0.0000	0.0000	0.1436	0.0000		0.0076	0.5328	0.5585	0.0000	0.0000	0.4242	0.6321	0.0024	0.3932		0.3416	0.0000	0.7962	0.0105	0.0175	0.6140		0.0000	0.0056		0.0000		0.6350	0.3826			0.6381	
Mertensiidae_sp_Washington_USA	0.8798				0.8155	0.4224	0.7789								0.1062			0.2467							0.7932		0.1667																				0.5209					0.0017					0.7487	0.7807			0.5451																0.6169			0.5306				0.0018																0.0867		0.4487							0.6510				0.7323							0.0593					0.7180	0.7073		0.9437
Hormiphora_californica	0.5725				0.0000	0.0017	0.0017	0.5959							0.0000	0.0041			0.4901		0.1267				0.4674			0.0213		0.5433					0.0029												0.0038	0.0113	0.0029			0.0017					0.0101	0.0053		0.0012		0.0027	0.1125								0.0000						0.0000	0.0000	0.3941	0.0017	0.5772	0.0000		0.0000	0.5828					0.0000								0.0000		0.0051	0.0025	0.2605			0.0079				0.3854	0.0000			0.0000							0.0016			0.0456		0.0017	0.0019		0.0019
