Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
Gene_0252	0 All_Taxa	41	0.0886	0.0132	0.0400	0.0426	0.0581	0.0417	0.0466	0.0128	0.0541	0.0660	0.0268	0.0447	0.0735	0.0191	0.0642	0.0731	0.0955	0.0539	0.0503	0.0353	0.3735	0.6265	0.5130	0.4870	0.1125	0.7697	0.1178	0.0605	0.0036	0.0015	0.0052	0.0039	0.0029	0.0025	0.0015	0.0014	0.0022	0.0027	0.0020	0.0035	0.0035	0.0019	0.0033	0.0045	0.0068	0.0031	0.0017	0.0031	0.0053	0.0053	0.0056	0.0056	0.0027	0.0083	0.0069	496.26563	760	1.00000	0.7304	0.2696	0.0000	0.0000	0.1509	0.0000	0.6060	0.0041	0.0186	0.0197	0.0228
Gene_0260	0 All_Taxa	38	0.0904	0.0223	0.0329	0.0414	0.0259	0.0516	0.0727	0.0097	0.0570	0.0672	0.0232	0.0520	0.0503	0.0252	0.0515	0.0811	0.1309	0.0526	0.0348	0.0275	0.3680	0.6320	0.5488	0.4512	0.1399	0.7270	0.1330	0.087	0.0066	0.0025	0.0033	0.0044	0.0037	0.0047	0.0065	0.0009	0.0044	0.0064	0.0029	0.0042	0.0035	0.0028	0.0061	0.0053	0.0070	0.0047	0.0036	0.0035	0.0078	0.0078	0.0080	0.0080	0.0031	0.0069	0.0057	565.70609	703	0.99995	0.8599	0.1401	0.0000	0.0000	0.0902	0.0000	0.5701	0.0000	0.0157	0.0210	0.0315
Gene_0281	0 All_Taxa	41	0.0608	0.0132	0.0332	0.0514	0.0317	0.0404	0.0864	0.0096	0.0506	0.0962	0.0243	0.0598	0.0479	0.0152	0.0416	0.1024	0.1045	0.0491	0.0376	0.0440	0.3224	0.6776	0.5965	0.4035	0.1826	0.6551	0.1622	0.1016	0.0094	0.0022	0.0042	0.0041	0.0040	0.0039	0.0057	0.0015	0.0062	0.0058	0.0047	0.0066	0.0055	0.0031	0.0054	0.0070	0.0073	0.0049	0.0046	0.0056	0.0111	0.0111	0.0114	0.0114	0.0056	0.0101	0.0068	549.607189999999	760	1.00000	0.8572	0.1428	0.0000	0.0000	0.0845	0.0000	0.5376	0.0036	0.0291	0.0255	0.0218
Gene_0295	0 All_Taxa	46	0.0461	0.0072	0.0743	0.0458	0.0277	0.0256	0.0976	0.0000	0.0407	0.1218	0.0434	0.0264	0.0689	0.0388	0.0607	0.0541	0.0931	0.0244	0.0431	0.0602	0.3467	0.6533	0.5101	0.4899	0.2193	0.7001	0.0806	0.0848	0.0054	0.0032	0.0043	0.0041	0.0044	0.0037	0.0061	0.0000	0.0045	0.0038	0.0055	0.0035	0.0070	0.0032	0.0059	0.0039	0.0062	0.0036	0.0029	0.0034	0.0122	0.0122	0.0122	0.0122	0.0047	0.0075	0.0039	239.496670000001	855	1.00000	0.9693	0.0307	0.0000	0.0000	0.0323	0.0000	0.4133	0.1000	0.2357	0.2786	0.3429
Gene_0303	0 All_Taxa	41	0.0399	0.0179	0.0329	0.0551	0.0559	0.0494	0.0384	0.0100	0.0546	0.0718	0.0183	0.0550	0.0668	0.0400	0.0660	0.0589	0.1133	0.0446	0.0582	0.0531	0.3588	0.6412	0.5415	0.4585	0.1102	0.7760	0.1138	0.0659	0.0039	0.0023	0.0018	0.0046	0.0034	0.0027	0.0033	0.0011	0.0038	0.0046	0.0021	0.0030	0.0044	0.0027	0.0042	0.0040	0.0041	0.0035	0.0033	0.0031	0.0070	0.0070	0.0070	0.0070	0.0033	0.0050	0.0032	328.82214	760	1.00000	0.8918	0.1082	0.0000	0.0000	0.0819	0.0000	0.5189	0.0050	0.0324	0.0374	0.0474
Gene_0317	0 All_Taxa	46	0.0996	0.0084	0.0449	0.0221	0.0515	0.0285	0.1657	0.0065	0.0357	0.1573	0.0303	0.0268	0.0457	0.0368	0.0531	0.0589	0.0668	0.0375	0.0110	0.0130	0.2804	0.7196	0.6290	0.3710	0.3230	0.5914	0.0856	0.0957	0.0095	0.0023	0.0039	0.0048	0.0047	0.0035	0.0079	0.0006	0.0054	0.0066	0.0052	0.0038	0.0056	0.0034	0.0064	0.0066	0.0054	0.0056	0.0027	0.0014	0.0098	0.0098	0.0108	0.0108	0.0063	0.0108	0.0077	324.922829999999	855	1.00000	0.9197	0.0803	0.0000	0.0000	0.0688	0.0000	0.4434	0.0958	0.1497	0.1377	0.1677
Gene_0320	0 All_Taxa	43	0.0318	0.0078	0.0447	0.0690	0.0479	0.0267	0.0946	0.0055	0.0507	0.0986	0.0189	0.0540	0.0522	0.0387	0.0563	0.0739	0.0826	0.0373	0.0651	0.0438	0.3039	0.6961	0.5992	0.4008	0.1932	0.6789	0.1279	0.1019	0.0049	0.0024	0.0048	0.0052	0.0052	0.0038	0.0065	0.0018	0.0074	0.0083	0.0031	0.0054	0.0069	0.0045	0.0057	0.0071	0.0062	0.0037	0.0052	0.0039	0.0082	0.0082	0.0092	0.0092	0.0084	0.0143	0.0104	538.32728	798	1.00000	0.9100	0.0900	0.0000	0.0000	0.0699	0.0000	0.4851	0.0187	0.0336	0.0448	0.0634
Gene_0328	0 All_Taxa	39	0.0711	0.0223	0.0477	0.0611	0.0396	0.0388	0.0505	0.0047	0.0661	0.0557	0.0236	0.0458	0.0825	0.0273	0.0500	0.0671	0.1137	0.0234	0.0680	0.0410	0.3721	0.6279	0.4977	0.5023	0.1063	0.7808	0.1129	0.1002	0.0086	0.0031	0.0053	0.0056	0.0052	0.0033	0.0065	0.0018	0.0050	0.0068	0.0037	0.0044	0.0066	0.0032	0.0076	0.0074	0.0051	0.0038	0.0049	0.0023	0.0126	0.0126	0.0077	0.0077	0.0043	0.0064	0.0052	610.13391	722	0.99901	0.8368	0.1632	0.0000	0.0000	0.1007	0.0000	0.5706	0.0167	0.0401	0.0535	0.1037
Gene_0330	0 All_Taxa	41	0.0548	0.0235	0.0600	0.0509	0.0432	0.0354	0.0544	0.0213	0.0676	0.0788	0.0235	0.0787	0.0651	0.0419	0.0506	0.0546	0.0677	0.0344	0.0443	0.0494	0.3116	0.6884	0.5633	0.4367	0.1332	0.7335	0.1333	0.0762	0.0062	0.0023	0.0030	0.0036	0.0044	0.0021	0.0041	0.0020	0.0039	0.0052	0.0030	0.0037	0.0052	0.0036	0.0066	0.0044	0.0042	0.0038	0.0024	0.0025	0.0074	0.0074	0.0082	0.0082	0.0048	0.0087	0.0052	457.81671	760	1.00000	0.8780	0.1220	0.0000	0.0000	0.0906	0.0000	0.5263	0.0000	0.0144	0.0096	0.0383
Gene_0334	0 All_Taxa	39	0.0747	0.0097	0.0188	0.0342	0.0359	0.0280	0.0849	0.0056	0.0508	0.0928	0.0251	0.0482	0.0556	0.0240	0.0521	0.1158	0.1203	0.0681	0.0306	0.0248	0.3332	0.6668	0.5924	0.4076	0.1777	0.6583	0.1640	0.0755	0.0064	0.0017	0.0021	0.0032	0.0036	0.0024	0.0065	0.0009	0.0043	0.0056	0.0021	0.0036	0.0040	0.0020	0.0046	0.0078	0.0046	0.0054	0.0028	0.0021	0.0074	0.0074	0.0092	0.0092	0.0077	0.0150	0.0076	889.209990000001	722	0.000019271	0.8755	0.1245	0.0000	0.0000	0.0750	0.0000	0.5507	0.0056	0.0237	0.0251	0.0447
Gene_0335	0 All_Taxa	41	0.0599	0.0169	0.0863	0.0841	0.0322	0.0320	0.0434	0.0173	0.0894	0.0579	0.0213	0.0749	0.0616	0.0371	0.0564	0.0574	0.0637	0.0280	0.0542	0.0261	0.2989	0.7011	0.5533	0.4467	0.1013	0.7664	0.1323	0.0772	0.0046	0.0021	0.0032	0.0062	0.0032	0.0033	0.0035	0.0020	0.0063	0.0041	0.0035	0.0035	0.0052	0.0038	0.0048	0.0041	0.0041	0.0042	0.0034	0.0020	0.0067	0.0067	0.0063	0.0063	0.0038	0.0067	0.0042	348.457709999999	760	1.00000	0.9426	0.0574	0.0000	0.0000	0.0499	0.0000	0.4915	0.0105	0.0351	0.0351	0.0491
Gene_0337	0 All_Taxa	42	0.0581	0.0299	0.0548	0.0623	0.0336	0.0273	0.0526	0.0073	0.0784	0.0568	0.0237	0.0460	0.0799	0.0329	0.0638	0.0461	0.1414	0.0372	0.0329	0.0352	0.3623	0.6377	0.5030	0.4970	0.1094	0.7985	0.0921	0.1111	0.0071	0.0047	0.0038	0.0063	0.0060	0.0029	0.0075	0.0024	0.0083	0.0080	0.0032	0.0040	0.0050	0.0052	0.0075	0.0062	0.0080	0.0056	0.0050	0.0044	0.0092	0.0092	0.0109	0.0109	0.0100	0.0113	0.0069	714.842249999999	779	0.95107	0.5731	0.4269	0.0000	0.0000	0.1591	0.0000	0.6833	0.0019	0.0057	0.0076	0.0171
Gene_0348	0 All_Taxa	55	0.0731	0.0275	0.0670	0.0536	0.0464	0.0231	0.0518	0.0129	0.0821	0.0533	0.0247	0.0604	0.0718	0.0210	0.0415	0.0488	0.1261	0.0272	0.0436	0.0441	0.3660	0.6340	0.4952	0.5048	0.1050	0.7858	0.1092	0.1113	0.0086	0.0024	0.0057	0.0061	0.0067	0.0051	0.0049	0.0030	0.0069	0.0069	0.0039	0.0044	0.0082	0.0037	0.0059	0.0057	0.0080	0.0049	0.0063	0.0041	0.0132	0.0132	0.0108	0.0108	0.0061	0.0082	0.0059	788.179220000002	1026	1.00000	0.7502	0.2498	0.0000	0.0000	0.1933	0.0000	0.4571	0.0189	0.0283	0.0358	0.0396
Gene_0349	0 All_Taxa	53	0.0517	0.0191	0.0819	0.0415	0.0354	0.0251	0.0385	0.0122	0.0584	0.0692	0.0297	0.0423	0.0975	0.0268	0.0796	0.0752	0.0940	0.0256	0.0386	0.0577	0.3635	0.6365	0.4571	0.5429	0.1077	0.7748	0.1175	0.0964	0.0062	0.0038	0.0057	0.0047	0.0035	0.0021	0.0055	0.0014	0.0063	0.0084	0.0035	0.0048	0.0060	0.0032	0.0070	0.0060	0.0059	0.0054	0.0031	0.0033	0.0096	0.0096	0.0090	0.0090	0.0057	0.0096	0.0059	529.363770000001	988	1.00000	0.9139	0.0861	0.0000	0.0000	0.0876	0.0000	0.3627	0.0029	0.0117	0.0175	0.0292
Gene_0350	0 All_Taxa	43	0.0803	0.0127	0.0863	0.0471	0.0404	0.0136	0.0349	0.0040	0.0534	0.0848	0.0602	0.0584	0.0672	0.0139	0.0654	0.0615	0.0779	0.0612	0.0463	0.0306	0.3647	0.6353	0.4818	0.5182	0.1197	0.7604	0.1199	0.0698	0.0046	0.0023	0.0038	0.0036	0.0038	0.0016	0.0038	0.0009	0.0038	0.0024	0.0078	0.0029	0.0050	0.0021	0.0049	0.0038	0.0027	0.0063	0.0021	0.0017	0.0049	0.0049	0.0054	0.0054	0.0032	0.0056	0.0050	376.44324	798	1.00000	0.8647	0.1353	0.0000	0.0000	0.1105	0.0000	0.5108	0.0045	0.0315	0.0270	0.0405
Gene_0351	0 All_Taxa	41	0.0600	0.0156	0.0655	0.0524	0.0394	0.0334	0.0407	0.0089	0.0444	0.0920	0.0107	0.0641	0.0864	0.0311	0.0914	0.0578	0.1083	0.0320	0.0252	0.0407	0.3453	0.6547	0.5028	0.4972	0.1327	0.7454	0.1219	0.0629	0.0044	0.0020	0.0044	0.0043	0.0028	0.0024	0.0044	0.0010	0.0041	0.0042	0.0023	0.0030	0.0038	0.0028	0.0042	0.0022	0.0037	0.0033	0.0019	0.0016	0.0049	0.0049	0.0044	0.0044	0.0028	0.0038	0.0033	291.603860000001	760	1.00000	0.9012	0.0988	0.0000	0.0000	0.0716	0.0000	0.5138	0.0236	0.0413	0.0560	0.0708
Gene_0360	0 All_Taxa	53	0.0697	0.0113	0.0781	0.0569	0.0395	0.0301	0.0610	0.0015	0.0595	0.0552	0.0353	0.0506	0.0881	0.0168	0.0684	0.0814	0.0746	0.0368	0.0471	0.0382	0.3348	0.6652	0.4990	0.5010	0.1163	0.7518	0.1319	0.0856	0.0058	0.0016	0.0040	0.0045	0.0059	0.0031	0.0035	0.0010	0.0057	0.0040	0.0028	0.0042	0.0057	0.0027	0.0059	0.0057	0.0061	0.0048	0.0042	0.0040	0.0100	0.0100	0.0092	0.0092	0.0036	0.0050	0.0048	612.07476	988	1.00000	0.8449	0.1551	0.0000	0.0000	0.1289	0.0000	0.4108	0.0000	0.0000	0.0017	0.0017
Gene_0376	0 All_Taxa	41	0.0765	0.0125	0.0766	0.0369	0.0272	0.0211	0.0548	0.0141	0.0606	0.0735	0.0246	0.0582	0.0725	0.0232	0.0559	0.0750	0.1091	0.0624	0.0403	0.0248	0.3454	0.6546	0.5055	0.4945	0.1284	0.7384	0.1332	0.0888	0.0058	0.0017	0.0043	0.0052	0.0039	0.0025	0.0068	0.0015	0.0052	0.0058	0.0038	0.0052	0.0057	0.0030	0.0056	0.0059	0.0064	0.0048	0.0028	0.0031	0.0074	0.0074	0.0089	0.0089	0.0058	0.0087	0.0051	324.379310000001	760	1.00000	0.9145	0.0855	0.0000	0.0000	0.0669	0.0000	0.5066	0.0505	0.1061	0.1364	0.1667
Gene_0399	0 All_Taxa	40	0.0595	0.0039	0.0541	0.0493	0.0420	0.0200	0.0533	0.0259	0.0679	0.0424	0.0601	0.0378	0.0686	0.0173	0.0710	0.0453	0.1186	0.0515	0.0595	0.0520	0.4466	0.5534	0.4307	0.5693	0.0957	0.8212	0.0831	0.0846	0.0072	0.0018	0.0042	0.0051	0.0034	0.0024	0.0032	0.0025	0.0055	0.0030	0.0045	0.0036	0.0050	0.0032	0.0057	0.0060	0.0063	0.0047	0.0038	0.0031	0.0074	0.0074	0.0077	0.0077	0.0031	0.0074	0.0068	368.56869	741	1.00000	0.9469	0.0531	0.0000	0.0000	0.0420	0.0000	0.5016	0.0952	0.1524	0.1857	0.2333
Gene_0406	0 All_Taxa	41	0.0443	0.0153	0.0756	0.0492	0.0303	0.0414	0.0250	0.0065	0.0495	0.0720	0.0175	0.0668	0.1063	0.0517	0.0636	0.0476	0.1003	0.0474	0.0429	0.0470	0.3221	0.6779	0.4960	0.5040	0.0970	0.7886	0.1145	0.0705	0.0033	0.0017	0.0032	0.0036	0.0038	0.0034	0.0036	0.0010	0.0059	0.0049	0.0025	0.0028	0.0054	0.0023	0.0045	0.0037	0.0046	0.0041	0.0032	0.0027	0.0064	0.0064	0.0061	0.0061	0.0033	0.0039	0.0029	231.98892	760	1.00000	0.9595	0.0405	0.0000	0.0000	0.0174	0.0000	0.4824	0.0820	0.1913	0.2022	0.2623
Gene_0414	0 All_Taxa	38	0.0947	0.0261	0.0378	0.0580	0.0384	0.0210	0.0504	0.0462	0.0734	0.0323	0.0245	0.0580	0.1128	0.0391	0.0656	0.0375	0.0912	0.0326	0.0256	0.0350	0.3827	0.6173	0.4666	0.5334	0.0826	0.8219	0.0955	0.0897	0.0073	0.0041	0.0034	0.0042	0.0050	0.0039	0.0028	0.0032	0.0063	0.0042	0.0026	0.0035	0.0064	0.0046	0.0059	0.0039	0.0061	0.0030	0.0042	0.0049	0.0137	0.0137	0.0128	0.0128	0.0043	0.0071	0.0045	333.09869	703	1.00000	0.8905	0.1095	0.0000	0.0000	0.0738	0.0000	0.5548	0.0000	0.0000	0.0054	0.0108
Gene_0420	0 All_Taxa	53	0.0660	0.0242	0.0395	0.0561	0.0463	0.0423	0.0421	0.0082	0.0470	0.0712	0.0210	0.0580	0.0655	0.0414	0.0668	0.0666	0.1248	0.0547	0.0394	0.0188	0.3450	0.6550	0.5499	0.4501	0.1133	0.7621	0.1246	0.1022	0.0055	0.0027	0.0046	0.0062	0.0057	0.0038	0.0051	0.0014	0.0079	0.0078	0.0033	0.0044	0.0069	0.0051	0.0063	0.0080	0.0064	0.0049	0.0028	0.0036	0.0077	0.0077	0.0099	0.0099	0.0081	0.0101	0.0067	752.483530000001	988	1.00000	0.7680	0.2320	0.0000	0.0000	0.1696	0.0000	0.4644	0.0151	0.0402	0.0402	0.0385
Gene_0422	0 All_Taxa	45	0.0650	0.0160	0.0594	0.0489	0.0344	0.0348	0.0464	0.0125	0.0619	0.0588	0.0231	0.0744	0.0775	0.0312	0.0706	0.0706	0.1068	0.0395	0.0380	0.0304	0.3464	0.6536	0.5168	0.4832	0.1051	0.7498	0.1450	0.0814	0.0064	0.0022	0.0038	0.0040	0.0044	0.0042	0.0051	0.0011	0.0038	0.0052	0.0038	0.0030	0.0039	0.0027	0.0060	0.0047	0.0071	0.0040	0.0025	0.0036	0.0071	0.0071	0.0074	0.0074	0.0055	0.0077	0.0050	509.06396	836	1.00000	0.7919	0.2081	0.0000	0.0000	0.1464	0.0000	0.5311	0.0053	0.0267	0.0303	0.0553
Gene_0424	0 All_Taxa	41	0.0598	0.0041	0.0302	0.0557	0.0474	0.0148	0.0506	0.0047	0.0960	0.0649	0.0327	0.0491	0.0732	0.0236	0.0785	0.0782	0.0942	0.0823	0.0528	0.0072	0.3300	0.6700	0.5666	0.4334	0.1156	0.7571	0.1273	0.0842	0.0077	0.0017	0.0044	0.0050	0.0066	0.0020	0.0045	0.0009	0.0063	0.0045	0.0026	0.0033	0.0054	0.0031	0.0061	0.0037	0.0048	0.0053	0.0036	0.0026	0.0117	0.0117	0.0108	0.0108	0.0048	0.0074	0.0046	457.657429999999	760	1.00000	0.9436	0.0564	0.0000	0.0000	0.0449	0.0000	0.4910	0.0042	0.0583	0.0625	0.0667
Gene_0428	0 All_Taxa	46	0.0597	0.0218	0.0395	0.0477	0.0373	0.0430	0.0531	0.0136	0.0659	0.0720	0.0257	0.0448	0.0580	0.0285	0.0618	0.0660	0.1345	0.0473	0.0449	0.0348	0.3750	0.6250	0.5274	0.4726	0.1250	0.7641	0.1109	0.0958	0.0056	0.0031	0.0040	0.0043	0.0041	0.0049	0.0080	0.0014	0.0062	0.0057	0.0034	0.0034	0.0044	0.0045	0.0063	0.0047	0.0102	0.0051	0.0040	0.0028	0.0119	0.0119	0.0115	0.0115	0.0059	0.0097	0.0057	761.18582	855	0.99038	0.6546	0.3454	0.0000	0.0000	0.2047	0.0000	0.6038	0.0012	0.0129	0.0211	0.0257
Gene_0435	0 All_Taxa	41	0.0582	0.0172	0.0675	0.0552	0.0390	0.0417	0.0538	0.0082	0.0372	0.0785	0.0268	0.0730	0.1032	0.0333	0.0613	0.0692	0.0722	0.0330	0.0342	0.0373	0.2982	0.7018	0.5312	0.4688	0.1322	0.7256	0.1422	0.082	0.0055	0.0027	0.0028	0.0046	0.0048	0.0033	0.0040	0.0022	0.0046	0.0057	0.0042	0.0048	0.0042	0.0034	0.0056	0.0044	0.0055	0.0039	0.0034	0.0024	0.0083	0.0083	0.0060	0.0060	0.0050	0.0073	0.0054	417.40452	760	1.00000	0.8850	0.1150	0.0000	0.0000	0.0811	0.0000	0.5226	0.0000	0.0035	0.0243	0.0278
Gene_0438	0 All_Taxa	40	0.0722	0.0175	0.0372	0.0443	0.0382	0.0419	0.0604	0.0055	0.0583	0.0503	0.0297	0.0567	0.0584	0.0329	0.0584	0.0698	0.1480	0.0548	0.0371	0.0284	0.3793	0.6207	0.5250	0.4750	0.1107	0.7628	0.1265	0.0913	0.0037	0.0029	0.0039	0.0062	0.0049	0.0034	0.0042	0.0015	0.0050	0.0045	0.0046	0.0037	0.0041	0.0060	0.0070	0.0046	0.0057	0.0053	0.0069	0.0032	0.0079	0.0079	0.0080	0.0080	0.0071	0.0079	0.0037	605.364100000001	741	0.99991	0.7791	0.2209	0.0000	0.0000	0.1177	0.0000	0.5899	0.0027	0.0217	0.0217	0.0271
Gene_0441	0 All_Taxa	38	0.0579	0.0189	0.0328	0.0498	0.0478	0.0379	0.0626	0.0076	0.0590	0.0726	0.0257	0.0588	0.0581	0.0232	0.0522	0.0777	0.1335	0.0389	0.0525	0.0327	0.3620	0.6380	0.5471	0.4529	0.1351	0.7284	0.1365	0.0761	0.0057	0.0030	0.0025	0.0030	0.0053	0.0033	0.0037	0.0011	0.0059	0.0040	0.0022	0.0037	0.0040	0.0021	0.0048	0.0047	0.0057	0.0039	0.0044	0.0032	0.0084	0.0084	0.0098	0.0098	0.0031	0.0071	0.0053	586.16121	703	0.99950	0.7446	0.2554	0.0000	0.0000	0.1223	0.0000	0.6277	0.0000	0.0000	0.0000	0.0000
Gene_0443	0 All_Taxa	40	0.0966	0.0199	0.0992	0.0450	0.0349	0.0177	0.0343	0.0077	0.0484	0.0762	0.0229	0.0652	0.1018	0.0107	0.0749	0.0520	0.0773	0.0389	0.0385	0.0380	0.3558	0.6442	0.4431	0.5569	0.1105	0.7723	0.1172	0.0893	0.0064	0.0030	0.0030	0.0048	0.0039	0.0035	0.0039	0.0016	0.0047	0.0065	0.0042	0.0043	0.0081	0.0033	0.0074	0.0050	0.0052	0.0044	0.0035	0.0030	0.0090	0.0090	0.0068	0.0068	0.0051	0.0085	0.0046	398.670219999999	741	1.00000	0.9423	0.0577	0.0000	0.0000	0.0472	0.0000	0.5041	0.0245	0.0539	0.0931	0.1716
Gene_0445	0 All_Taxa	43	0.0556	0.0154	0.0688	0.0488	0.0488	0.0256	0.0482	0.0098	0.0482	0.0553	0.0233	0.0817	0.0812	0.0142	0.0559	0.0840	0.1175	0.0340	0.0534	0.0301	0.3457	0.6543	0.5043	0.4957	0.1035	0.7308	0.1657	0.0946	0.0040	0.0037	0.0050	0.0057	0.0043	0.0036	0.0057	0.0020	0.0073	0.0058	0.0045	0.0056	0.0060	0.0043	0.0046	0.0051	0.0053	0.0052	0.0033	0.0032	0.0078	0.0078	0.0097	0.0097	0.0054	0.0085	0.0046	371.890270000001	798	1.00000	0.9391	0.0609	0.0000	0.0000	0.0421	0.0000	0.4687	0.0175	0.1170	0.1111	0.1462
Gene_0471	0 All_Taxa	41	0.1139	0.0297	0.0533	0.0317	0.0334	0.0249	0.0561	0.0056	0.0693	0.0425	0.0249	0.0484	0.0594	0.0259	0.0486	0.0934	0.1254	0.0443	0.0312	0.0381	0.3877	0.6123	0.4996	0.5004	0.0986	0.7596	0.1418	0.0959	0.0090	0.0036	0.0042	0.0050	0.0055	0.0023	0.0052	0.0014	0.0063	0.0071	0.0025	0.0049	0.0072	0.0025	0.0064	0.0064	0.0054	0.0051	0.0027	0.0036	0.0103	0.0103	0.0129	0.0129	0.0052	0.0089	0.0070	482.367840000001	760	1.00000	0.8762	0.1238	0.0000	0.0000	0.0819	0.0000	0.5273	0.0204	0.0408	0.0367	0.0408
Gene_0478	0 All_Taxa	42	0.0396	0.0457	0.0345	0.0556	0.0432	0.0337	0.0500	0.0138	0.0614	0.0745	0.0203	0.0484	0.0806	0.0369	0.0623	0.0599	0.1054	0.0543	0.0465	0.0335	0.3213	0.6787	0.5636	0.4364	0.1245	0.7671	0.1083	0.0751	0.0042	0.0028	0.0025	0.0036	0.0036	0.0035	0.0041	0.0009	0.0050	0.0045	0.0021	0.0044	0.0059	0.0033	0.0048	0.0032	0.0065	0.0046	0.0037	0.0026	0.0061	0.0061	0.0089	0.0089	0.0031	0.0056	0.0048	451.306080000001	779	1.00000	0.9191	0.0809	0.0000	0.0000	0.0646	0.0000	0.4921	0.0027	0.0267	0.0321	0.0267
Gene_0481	0 All_Taxa	39	0.0482	0.0075	0.0442	0.0535	0.0402	0.0356	0.0749	0.0065	0.0569	0.0860	0.0231	0.0623	0.0621	0.0393	0.0570	0.0797	0.0958	0.0338	0.0410	0.0523	0.3238	0.6762	0.5698	0.4302	0.1609	0.6971	0.1420	0.0715	0.0037	0.0012	0.0029	0.0036	0.0041	0.0024	0.0049	0.0011	0.0033	0.0063	0.0030	0.0044	0.0050	0.0022	0.0048	0.0048	0.0055	0.0034	0.0022	0.0024	0.0058	0.0058	0.0074	0.0074	0.0047	0.0093	0.0053	334.66748	722	1.00000	0.9458	0.0542	0.0000	0.0000	0.0374	0.0000	0.5146	0.0758	0.1480	0.1516	0.1733
Gene_0483	0 All_Taxa	39	0.0760	0.0090	0.0651	0.0605	0.0414	0.0130	0.0712	0.0049	0.0609	0.0903	0.0216	0.0575	0.0700	0.0233	0.0815	0.0504	0.0942	0.0245	0.0447	0.0401	0.3630	0.6370	0.5019	0.4981	0.1615	0.7307	0.1078	0.0766	0.0056	0.0019	0.0040	0.0048	0.0044	0.0023	0.0044	0.0006	0.0047	0.0038	0.0031	0.0042	0.0044	0.0024	0.0052	0.0058	0.0042	0.0039	0.0028	0.0042	0.0078	0.0078	0.0073	0.0073	0.0034	0.0051	0.0041	282.988500000001	722	1.00000	0.9375	0.0625	0.0000	0.0000	0.0471	0.0000	0.5189	0.1005	0.1534	0.1799	0.2063
Gene_0507	0 All_Taxa	41	0.0760	0.0178	0.0266	0.0431	0.0476	0.0244	0.0517	0.0100	0.0464	0.0594	0.0317	0.0459	0.0758	0.0301	0.0606	0.0569	0.1609	0.0417	0.0458	0.0476	0.4326	0.5674	0.4650	0.5350	0.1110	0.7862	0.1028	0.084	0.0059	0.0021	0.0029	0.0039	0.0039	0.0030	0.0044	0.0012	0.0053	0.0071	0.0032	0.0026	0.0048	0.0034	0.0065	0.0038	0.0087	0.0039	0.0039	0.0032	0.0079	0.0079	0.0087	0.0087	0.0045	0.0075	0.0042	532.198780000001	760	1.00000	0.7805	0.2195	0.0000	0.0000	0.1294	0.0000	0.5789	0.0056	0.0225	0.0338	0.0563
Gene_0509	0 All_Taxa	52	0.0574	0.0291	0.0656	0.0504	0.0399	0.0394	0.0327	0.0070	0.0574	0.0276	0.0369	0.0226	0.0924	0.0247	0.0844	0.0196	0.1602	0.0196	0.0854	0.0476	0.4789	0.5211	0.3631	0.6369	0.0603	0.8975	0.0422	0.1027	0.0080	0.0052	0.0045	0.0050	0.0038	0.0057	0.0041	0.0023	0.0054	0.0048	0.0035	0.0030	0.0085	0.0034	0.0083	0.0036	0.0093	0.0028	0.0077	0.0038	0.0151	0.0151	0.0127	0.0127	0.0052	0.0073	0.0042	542.43992	969	1.00000	0.8641	0.1359	0.0000	0.0000	0.1113	0.0000	0.4088	0.0151	0.0393	0.0483	0.0906
Gene_0511	0 All_Taxa	42	0.0717	0.0273	0.0272	0.0725	0.0269	0.0297	0.0598	0.0106	0.0714	0.0470	0.0206	0.0384	0.0554	0.0252	0.0571	0.0616	0.1664	0.0530	0.0365	0.0418	0.4047	0.5953	0.5127	0.4873	0.1069	0.7932	0.1000	0.0588	0.0040	0.0015	0.0022	0.0045	0.0030	0.0022	0.0025	0.0010	0.0055	0.0026	0.0020	0.0035	0.0039	0.0024	0.0037	0.0030	0.0028	0.0047	0.0015	0.0023	0.0056	0.0056	0.0060	0.0060	0.0037	0.0051	0.0026	209.44391	779	1.00000	0.9276	0.0724	0.0000	0.0000	0.0551	0.0000	0.4874	0.0039	0.0078	0.0117	0.0233
