Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
Gene_0128	0 All_Taxa	46	0.0480	0.0024	0.0354	0.0736	0.0061	0.0728	0.0891	0.0004	0.0659	0.1094	0.0370	0.0366	0.0305	0.0378	0.0439	0.0081	0.1123	0.0509	0.0513	0.0883	0.3812	0.6188	0.5529	0.4471	0.1985	0.7567	0.0448	0.1483	0.0069	0.0031	0.0038	0.0080	0.0060	0.0080	0.0094	0.0005	0.0071	0.0091	0.0059	0.0012	0.0095	0.0064	0.0123	0.0072	0.0149	0.0120	0.0082	0.0092	0.0199	0.0199	0.0159	0.0159	0.0115	0.0133	0.0068	362.31618	855	1.00000	0.9895	0.0105	0.0000	0.0000	0.0129	0.0000	0.3497	0.1481	0.3148	0.2963	0.3333
Gene_0129	0 All_Taxa	55	0.0581	0.0311	0.0620	0.0518	0.0463	0.0442	0.0315	0.0019	0.0689	0.0341	0.0122	0.0293	0.1050	0.0171	0.0866	0.0249	0.1166	0.0332	0.1115	0.0334	0.4205	0.5795	0.4125	0.5875	0.0656	0.8802	0.0543	0.1487	0.0119	0.0064	0.0062	0.0080	0.0064	0.0044	0.0063	0.0025	0.0105	0.0087	0.0059	0.0057	0.0132	0.0045	0.0123	0.0056	0.0120	0.0062	0.0080	0.0043	0.0175	0.0174	0.0123	0.0123	0.0088	0.0109	0.0069	423.050610000001	1026	1.00000	0.9988	0.0012	0.0000	0.0000	0.0017	0.0000	0.2153	0.2039	0.3301	0.4466	0.7573
Gene_0131	0 All_Taxa	57	0.0545	0.0106	0.0293	0.0427	0.0436	0.0399	0.0532	0.0049	0.0700	0.0616	0.0361	0.0485	0.0673	0.0306	0.0722	0.0835	0.1102	0.0603	0.0620	0.0189	0.3589	0.6411	0.5445	0.4555	0.1148	0.7532	0.1319	0.1479	0.0109	0.0041	0.0063	0.0078	0.0064	0.0066	0.0063	0.0021	0.0089	0.0082	0.0068	0.0060	0.0077	0.0061	0.0109	0.0101	0.0090	0.0095	0.0092	0.0053	0.0175	0.0175	0.0219	0.0219	0.0068	0.0135	0.0100	964.635359999998	1064	0.98646	0.7461	0.2539	0.0000	0.0000	0.2494	0.0000	0.3925	0.0060	0.0159	0.0159	0.0179
Gene_0135	0 All_Taxa	55	0.0695	0.0209	0.0500	0.0631	0.0371	0.0449	0.0244	0.0153	0.0802	0.0324	0.0418	0.0084	0.0940	0.0177	0.0830	0.0246	0.1503	0.0214	0.0929	0.0281	0.4809	0.5191	0.3750	0.6250	0.0568	0.9103	0.0330	0.1455	0.0105	0.0044	0.0072	0.0090	0.0059	0.0073	0.0064	0.0028	0.0141	0.0061	0.0067	0.0038	0.0098	0.0039	0.0115	0.0048	0.0097	0.0046	0.0112	0.0059	0.0181	0.0181	0.0164	0.0164	0.0047	0.0079	0.0055	710.87127	1026	1.00000	0.8849	0.1151	0.0000	0.0000	0.1249	0.0000	0.3047	0.0119	0.0158	0.0237	0.0988
Gene_0140	0 All_Taxa	53	0.0721	0.0144	0.0682	0.0401	0.0202	0.0518	0.0683	0.0027	0.0600	0.0669	0.0399	0.0713	0.0652	0.0211	0.0622	0.0559	0.1193	0.0287	0.0388	0.0328	0.3679	0.6321	0.4987	0.5013	0.1353	0.7375	0.1272	0.2079	0.0160	0.0056	0.0132	0.0102	0.0078	0.0095	0.0128	0.0028	0.0117	0.0150	0.0081	0.0123	0.0114	0.0072	0.0134	0.0132	0.0125	0.0104	0.0081	0.0063	0.0219	0.0219	0.0264	0.0264	0.0162	0.0165	0.0107	839.383600000001	988	0.99978	0.8726	0.1274	0.0000	0.0000	0.1158	0.0000	0.3393	0.0146	0.0511	0.0657	0.1022
Gene_0141	0 All_Taxa	40	0.0517	0.0755	0.0357	0.0571	0.0524	0.0263	0.0655	0.0135	0.0618	0.0834	0.0251	0.0727	0.0605	0.0188	0.0495	0.0752	0.0451	0.0382	0.0364	0.0555	0.2768	0.7232	0.6270	0.3730	0.1489	0.7031	0.1480	0.1209	0.0075	0.0023	0.0061	0.0117	0.0070	0.0036	0.0071	0.0011	0.0075	0.0089	0.0037	0.0074	0.0078	0.0045	0.0070	0.0058	0.0057	0.0063	0.0029	0.0073	0.0113	0.0113	0.0116	0.0116	0.0070	0.0107	0.0074	264.01565	741	1.00000	0.9726	0.0274	0.0000	0.0000	0.0087	0.0000	0.4443	0.0854	0.2195	0.2683	0.3171
Gene_0143	0 All_Taxa	65	0.0700	0.0252	0.0544	0.0649	0.0562	0.0380	0.0613	0.0069	0.0405	0.0400	0.0224	0.0579	0.0718	0.0428	0.0800	0.0427	0.1048	0.0281	0.0432	0.0489	0.3762	0.6238	0.4977	0.5023	0.1013	0.7981	0.1006	0.2096	0.0166	0.0084	0.0094	0.0119	0.0126	0.0089	0.0107	0.0021	0.0108	0.0096	0.0082	0.0102	0.0135	0.0109	0.0162	0.0084	0.0149	0.0093	0.0086	0.0084	0.0212	0.0212	0.0246	0.0246	0.0108	0.0160	0.0114	770.620990000001	1216	1.00000	0.9259	0.0741	0.0000	0.0000	0.1076	0.0000	0.1403	0.0063	0.0312	0.0312	0.0750
Gene_0144	0 All_Taxa	57	0.0627	0.0046	0.0330	0.0431	0.0758	0.0525	0.0339	0.0090	0.0511	0.0749	0.0419	0.0747	0.0764	0.0461	0.0540	0.0536	0.0775	0.0218	0.0831	0.0301	0.3583	0.6417	0.5322	0.4678	0.1088	0.7628	0.1283	0.1802	0.0116	0.0051	0.0069	0.0103	0.0104	0.0093	0.0085	0.0018	0.0111	0.0101	0.0106	0.0089	0.0131	0.0081	0.0126	0.0078	0.0121	0.0072	0.0075	0.0072	0.0193	0.0193	0.0213	0.0213	0.0073	0.0090	0.0080	577.746799999999	1064	1.00000	0.9220	0.0780	0.0000	0.0000	0.0861	0.0000	0.2493	0.0000	0.0560	0.0480	0.0880
Gene_0146	0 All_Taxa	54	0.0365	0.0164	0.0550	0.0582	0.0425	0.0381	0.0595	0.0245	0.0798	0.0475	0.0154	0.0665	0.0731	0.0378	0.0777	0.0482	0.0746	0.0637	0.0384	0.0468	0.3138	0.6862	0.5581	0.4419	0.1070	0.7784	0.1146	0.1512	0.0109	0.0051	0.0044	0.0094	0.0081	0.0069	0.0092	0.0029	0.0087	0.0072	0.0060	0.0082	0.0115	0.0065	0.0101	0.0084	0.0085	0.0081	0.0065	0.0047	0.0172	0.0172	0.0157	0.0157	0.0095	0.0136	0.0104	470.351529999999	1007	1.00000	0.9539	0.0461	0.0000	0.0000	0.0573	0.0000	0.2641	0.0472	0.0866	0.1417	0.1969
Gene_0152	0 All_Taxa	68	0.0466	0.0131	0.1400	0.0740	0.0182	0.0335	0.0411	0.0149	0.0512	0.0874	0.0237	0.0604	0.0887	0.0128	0.0496	0.0540	0.0610	0.0333	0.0491	0.0474	0.2924	0.7076	0.4790	0.5210	0.1285	0.7571	0.1144	0.2099	0.0083	0.0070	0.0157	0.0122	0.0089	0.0057	0.0130	0.0062	0.0124	0.0220	0.0056	0.0087	0.0107	0.0038	0.0113	0.0175	0.0105	0.0139	0.0081	0.0086	0.0181	0.0181	0.0239	0.0239	0.0178	0.0299	0.0168	557.940590000001	1273	1.00000	0.9694	0.0305	0.0002	0.0000	0.0250	0.0003	0.0583	0.0312	0.0729	0.0625	0.1562
Gene_0156	0 All_Taxa	50	0.0950	0.0067	0.0511	0.0553	0.0458	0.0199	0.0347	0.0010	0.0629	0.0619	0.0255	0.0449	0.0699	0.0078	0.0617	0.0856	0.1015	0.0814	0.0439	0.0434	0.3720	0.6280	0.5069	0.4931	0.0966	0.7729	0.1305	0.1629	0.0159	0.0022	0.0059	0.0109	0.0065	0.0045	0.0073	0.0010	0.0125	0.0162	0.0047	0.0075	0.0103	0.0031	0.0086	0.0096	0.0088	0.0132	0.0048	0.0093	0.0197	0.0197	0.0184	0.0184	0.0114	0.0205	0.0106	776.492620000001	931	0.99992	0.8455	0.1545	0.0000	0.0000	0.1382	0.0000	0.3961	0.0045	0.0135	0.0224	0.0224
Gene_0157	0 All_Taxa	42	0.0637	0.0396	0.0547	0.0655	0.0303	0.0406	0.0595	0.0055	0.0734	0.0629	0.0233	0.0561	0.0804	0.0387	0.0538	0.0574	0.0984	0.0364	0.0284	0.0311	0.3042	0.6958	0.5607	0.4393	0.1224	0.7640	0.1136	0.1285	0.0102	0.0071	0.0053	0.0065	0.0065	0.0069	0.0056	0.0021	0.0086	0.0087	0.0048	0.0070	0.0082	0.0036	0.0064	0.0067	0.0085	0.0065	0.0045	0.0049	0.0143	0.0143	0.0126	0.0126	0.0088	0.0114	0.0088	663.555079999999	779	0.99891	0.8000	0.2000	0.0000	0.0000	0.1154	0.0000	0.5200	0.0000	0.0147	0.0147	0.0441
Gene_0158	0 All_Taxa	42	0.0454	0.0075	0.0471	0.0398	0.0335	0.0581	0.0735	0.0238	0.0409	0.0681	0.0182	0.0814	0.0620	0.0370	0.0762	0.0827	0.0790	0.0265	0.0460	0.0535	0.3421	0.6579	0.5488	0.4512	0.1415	0.6944	0.1640	0.1117	0.0072	0.0030	0.0040	0.0053	0.0066	0.0050	0.0066	0.0020	0.0066	0.0070	0.0048	0.0056	0.0070	0.0032	0.0082	0.0064	0.0066	0.0072	0.0045	0.0049	0.0116	0.0116	0.0115	0.0115	0.0055	0.0089	0.0069	412.19622	779	1.00000	0.9620	0.0380	0.0000	0.0000	0.0217	0.0000	0.4228	0.1026	0.2115	0.2244	0.3269
Gene_0169	0 All_Taxa	58	0.0279	0.0036	0.0382	0.0664	0.0352	0.0461	0.0511	0.0170	0.0558	0.1113	0.0154	0.0301	0.0859	0.0296	0.0774	0.1056	0.0664	0.0397	0.0548	0.0424	0.3014	0.6986	0.5745	0.4255	0.1625	0.7018	0.1357	0.1872	0.0100	0.0037	0.0056	0.0127	0.0114	0.0080	0.0096	0.0022	0.0140	0.0187	0.0064	0.0063	0.0127	0.0081	0.0115	0.0129	0.0079	0.0103	0.0075	0.0077	0.0161	0.0161	0.0205	0.0205	0.0187	0.0210	0.0101	659.440789999998	1083	1.00000	0.9270	0.0730	0.0000	0.0000	0.0751	0.0000	0.2319	0.0312	0.0547	0.0938	0.1250
Gene_0171	0 All_Taxa	63	0.0360	0.0250	0.0517	0.0508	0.0549	0.0407	0.0454	0.0221	0.0464	0.0405	0.0112	0.0877	0.0733	0.0235	0.0673	0.1305	0.0902	0.0357	0.0428	0.0243	0.2940	0.7060	0.5811	0.4189	0.0859	0.6959	0.2182	0.1799	0.0093	0.0064	0.0086	0.0097	0.0110	0.0065	0.0073	0.0035	0.0118	0.0095	0.0065	0.0107	0.0137	0.0064	0.0117	0.0117	0.0106	0.0109	0.0077	0.0065	0.0163	0.0163	0.0153	0.0153	0.0078	0.0156	0.0127	642.46572	1178	1.00000	0.9548	0.0451	0.0001	0.0000	0.0612	0.0002	0.1407	0.0276	0.0966	0.1103	0.1448
Gene_0177	0 All_Taxa	46	0.0650	0.0221	0.0312	0.0564	0.0233	0.0524	0.0332	0.0280	0.0671	0.0241	0.0257	0.0234	0.0901	0.0483	0.0679	0.0293	0.1560	0.0225	0.0852	0.0488	0.4766	0.5234	0.4020	0.5980	0.0572	0.8901	0.0527	0.1562	0.0110	0.0046	0.0063	0.0071	0.0043	0.0076	0.0051	0.0069	0.0074	0.0050	0.0066	0.0042	0.0132	0.0091	0.0134	0.0052	0.0162	0.0053	0.0119	0.0061	0.0162	0.0162	0.0159	0.0159	0.0052	0.0082	0.0061	909.406450000001	855	0.095972	0.7737	0.2263	0.0000	0.0000	0.1666	0.0000	0.4916	0.0000	0.0093	0.0093	0.0467
Gene_0178	0 All_Taxa	44	0.0562	0.0200	0.0429	0.0517	0.0397	0.0422	0.0553	0.0116	0.0831	0.0470	0.0302	0.0551	0.0666	0.0325	0.0597	0.0520	0.1281	0.0452	0.0431	0.0377	0.3667	0.6333	0.5238	0.4762	0.1022	0.7907	0.1071	0.1043	0.0070	0.0033	0.0042	0.0058	0.0056	0.0030	0.0034	0.0013	0.0085	0.0049	0.0050	0.0043	0.0067	0.0048	0.0094	0.0036	0.0087	0.0050	0.0043	0.0054	0.0113	0.0113	0.0109	0.0109	0.0052	0.0080	0.0050	564.96745	817	1.00000	0.8616	0.1384	0.0000	0.0000	0.0902	0.0000	0.4584	0.0139	0.0390	0.0474	0.0501
Gene_0180	0 All_Taxa	59	0.0547	0.0245	0.0536	0.0634	0.0447	0.0375	0.0502	0.0102	0.1024	0.0647	0.0244	0.0748	0.0721	0.0291	0.0637	0.0223	0.0868	0.0248	0.0600	0.0363	0.3360	0.6640	0.5383	0.4617	0.1149	0.7881	0.0971	0.14	0.0088	0.0068	0.0051	0.0095	0.0070	0.0061	0.0056	0.0028	0.0096	0.0082	0.0056	0.0054	0.0087	0.0058	0.0101	0.0070	0.0103	0.0061	0.0065	0.0050	0.0179	0.0179	0.0183	0.0183	0.0088	0.0125	0.0064	598.849719999998	1102	1.00000	0.8797	0.1203	0.0000	0.0000	0.1443	0.0000	0.2585	0.0115	0.0308	0.0462	0.0500
Gene_0181	0 All_Taxa	52	0.0755	0.0337	0.0486	0.0553	0.0318	0.0360	0.0406	0.0081	0.0904	0.0571	0.0203	0.0453	0.0786	0.0211	0.0670	0.0610	0.0998	0.0479	0.0465	0.0353	0.3525	0.6475	0.5203	0.4797	0.0977	0.7959	0.1063	0.138	0.0099	0.0034	0.0065	0.0074	0.0071	0.0071	0.0072	0.0022	0.0133	0.0072	0.0057	0.0054	0.0087	0.0051	0.0098	0.0072	0.0078	0.0071	0.0074	0.0030	0.0123	0.0123	0.0130	0.0130	0.0082	0.0126	0.0070	695.96253	969	1.00000	0.8485	0.1515	0.0000	0.0000	0.1496	0.0000	0.3697	0.0066	0.0166	0.0265	0.0364
Gene_0208	0 All_Taxa	60	0.0722	0.0357	0.0724	0.0754	0.0371	0.0203	0.0703	0.0138	0.0606	0.0638	0.0183	0.0697	0.0725	0.0178	0.0394	0.0690	0.0958	0.0258	0.0190	0.0512	0.3097	0.6903	0.5454	0.4546	0.1341	0.7272	0.1387	0.1273	0.0091	0.0038	0.0050	0.0073	0.0076	0.0039	0.0066	0.0023	0.0079	0.0073	0.0049	0.0070	0.0095	0.0055	0.0075	0.0062	0.0090	0.0057	0.0034	0.0075	0.0152	0.0152	0.0103	0.0103	0.0093	0.0088	0.0083	471.76531	1121	1.00000	0.9149	0.0851	0.0000	0.0000	0.0965	0.0000	0.2158	0.0598	0.0769	0.0855	0.1026
Gene_0251	0 All_Taxa	51	0.0590	0.0225	0.0460	0.0566	0.0398	0.0447	0.0704	0.0046	0.0665	0.0527	0.0239	0.0552	0.0754	0.0204	0.0694	0.0662	0.1051	0.0367	0.0451	0.0398	0.3469	0.6531	0.5316	0.4684	0.1231	0.7555	0.1214	0.0923	0.0058	0.0030	0.0038	0.0044	0.0051	0.0055	0.0066	0.0018	0.0053	0.0057	0.0039	0.0043	0.0046	0.0038	0.0062	0.0046	0.0053	0.0051	0.0039	0.0035	0.0096	0.0096	0.0099	0.0099	0.0046	0.0084	0.0053	560.98141	950	1.00000	0.8180	0.1820	0.0000	0.0000	0.1529	0.0000	0.4041	0.0017	0.0121	0.0086	0.0138
Gene_0253	0 All_Taxa	60	0.0430	0.0086	0.0380	0.0418	0.0343	0.0558	0.0576	0.0069	0.0459	0.1328	0.0250	0.0473	0.0784	0.0246	0.0562	0.0809	0.0943	0.0517	0.0329	0.0443	0.3025	0.6975	0.5811	0.4189	0.1903	0.6815	0.1282	0.2075	0.0120	0.0047	0.0103	0.0106	0.0099	0.0076	0.0120	0.0028	0.0132	0.0199	0.0095	0.0114	0.0130	0.0060	0.0116	0.0117	0.0129	0.0118	0.0095	0.0069	0.0195	0.0195	0.0202	0.0202	0.0177	0.0278	0.0168	765.583819999999	1121	1.00000	0.9102	0.0898	0.0000	0.0000	0.0811	0.0000	0.2198	0.0000	0.0000	0.0000	0.0000
Gene_0257	0 All_Taxa	52	0.0638	0.0229	0.0432	0.0536	0.0348	0.0373	0.0420	0.0302	0.0702	0.0632	0.0226	0.0726	0.0637	0.0242	0.0489	0.0508	0.1355	0.0334	0.0568	0.0302	0.3880	0.6120	0.5050	0.4950	0.1052	0.7714	0.1234	0.1383	0.0106	0.0052	0.0075	0.0054	0.0067	0.0053	0.0060	0.0034	0.0087	0.0082	0.0040	0.0068	0.0090	0.0060	0.0085	0.0075	0.0101	0.0077	0.0063	0.0054	0.0120	0.0120	0.0152	0.0152	0.0080	0.0125	0.0081	699.02148	969	1.00000	0.8174	0.1825	0.0001	0.0000	0.1661	0.0001	0.3928	0.0258	0.0516	0.0516	0.1129
Gene_0268	0 All_Taxa	59	0.0444	0.0188	0.0798	0.0420	0.0545	0.0435	0.0792	0.0095	0.0679	0.1148	0.0087	0.0715	0.0653	0.0228	0.0540	0.0621	0.0684	0.0342	0.0355	0.0232	0.2437	0.7563	0.6112	0.3888	0.1940	0.6724	0.1336	0.2172	0.0135	0.0073	0.0099	0.0095	0.0118	0.0079	0.0214	0.0037	0.0185	0.0239	0.0068	0.0097	0.0095	0.0069	0.0123	0.0133	0.0102	0.0075	0.0073	0.0066	0.0242	0.0242	0.0339	0.0339	0.0328	0.0357	0.0132	986.6108	1102	0.99437	0.7956	0.2044	0.0000	0.0000	0.1104	0.0000	0.3294	0.0000	0.0178	0.0296	0.0592
Gene_0270	0 All_Taxa	50	0.0462	0.0259	0.0567	0.0504	0.0365	0.0426	0.0650	0.0109	0.0516	0.0606	0.0312	0.0652	0.0681	0.0188	0.0727	0.0605	0.0873	0.0420	0.0515	0.0563	0.3562	0.6438	0.5190	0.4810	0.1256	0.7487	0.1256	0.1219	0.0072	0.0048	0.0051	0.0072	0.0061	0.0043	0.0048	0.0025	0.0068	0.0067	0.0063	0.0066	0.0073	0.0045	0.0082	0.0067	0.0078	0.0067	0.0053	0.0067	0.0112	0.0112	0.0096	0.0096	0.0065	0.0096	0.0069	624.47448	931	1.00000	0.8503	0.1494	0.0004	0.0000	0.1196	0.0005	0.3927	0.0064	0.0255	0.0318	0.0478
Gene_0272	0 All_Taxa	52	0.0767	0.0073	0.0411	0.0707	0.0317	0.0429	0.1050	0.0009	0.0651	0.1130	0.0130	0.0461	0.0445	0.0134	0.0399	0.0881	0.0621	0.0419	0.0455	0.0509	0.2891	0.7109	0.6253	0.3747	0.2180	0.6478	0.1341	0.1796	0.0106	0.0039	0.0086	0.0108	0.0082	0.0058	0.0145	0.0011	0.0118	0.0142	0.0064	0.0082	0.0124	0.0060	0.0100	0.0112	0.0121	0.0093	0.0071	0.0077	0.0177	0.0177	0.0193	0.0193	0.0158	0.0215	0.0117	745.107589999998	969	1.00000	0.8422	0.1578	0.0000	0.0000	0.1348	0.0000	0.3744	0.0114	0.0286	0.0229	0.0171
Gene_0277	0 All_Taxa	50	0.0476	0.0500	0.1033	0.0973	0.0380	0.0260	0.1528	0.0127	0.0711	0.1223	0.0262	0.0046	0.0269	0.0519	0.0214	0.0180	0.0315	0.0310	0.0509	0.0163	0.2067	0.7933	0.6631	0.3369	0.2752	0.7022	0.0226	0.132	0.0097	0.0035	0.0055	0.0082	0.0048	0.0068	0.0098	0.0016	0.0097	0.0085	0.0048	0.0048	0.0066	0.0068	0.0072	0.0074	0.0070	0.0083	0.0065	0.0046	0.0120	0.0120	0.0126	0.0126	0.0118	0.0141	0.0092	359.237420000001	931	1.00000	0.9791	0.0209	0.0000	0.0000	0.0146	0.0000	0.3007	0.0824	0.4118	0.3294	0.3529
Gene_0278	0 All_Taxa	56	0.0555	0.0160	0.0323	0.0527	0.0345	0.0262	0.0620	0.0128	0.0764	0.0536	0.0266	0.0569	0.0703	0.0245	0.0734	0.0743	0.1375	0.0396	0.0412	0.0336	0.3806	0.6194	0.5167	0.4833	0.1156	0.7532	0.1312	0.1559	0.0132	0.0044	0.0047	0.0070	0.0103	0.0052	0.0086	0.0029	0.0132	0.0079	0.0052	0.0092	0.0100	0.0064	0.0111	0.0080	0.0082	0.0072	0.0086	0.0047	0.0159	0.0159	0.0196	0.0196	0.0077	0.0142	0.0110	1057.98646	1045	0.38305	0.7845	0.2155	0.0000	0.0000	0.1625	0.0000	0.3724	0.0000	0.0132	0.0079	0.0237
Gene_0281	0 All_Taxa	57	0.0685	0.0118	0.0228	0.0508	0.0317	0.0339	0.1128	0.0139	0.0454	0.1150	0.0187	0.0531	0.0466	0.0238	0.0417	0.0957	0.1031	0.0515	0.0389	0.0205	0.3053	0.6947	0.6253	0.3747	0.2278	0.6235	0.1487	0.1557	0.0117	0.0049	0.0068	0.0076	0.0066	0.0065	0.0112	0.0034	0.0097	0.0118	0.0062	0.0091	0.0072	0.0060	0.0087	0.0096	0.0074	0.0074	0.0061	0.0075	0.0154	0.0154	0.0155	0.0155	0.0115	0.0162	0.0105	752.159949999999	1064	1.00000	0.8784	0.1216	0.0000	0.0000	0.1000	0.0000	0.2847	0.0048	0.0905	0.0810	0.1048
Gene_0289	0 All_Taxa	52	0.0785	0.0259	0.0608	0.0500	0.0316	0.0527	0.0353	0.0146	0.0782	0.0259	0.0291	0.0150	0.1036	0.0131	0.0766	0.0334	0.1469	0.0285	0.0789	0.0215	0.4460	0.5540	0.3896	0.6104	0.0613	0.8903	0.0484	0.1391	0.0121	0.0054	0.0060	0.0069	0.0054	0.0067	0.0065	0.0042	0.0082	0.0052	0.0067	0.0044	0.0101	0.0041	0.0131	0.0043	0.0121	0.0049	0.0085	0.0042	0.0141	0.0141	0.0139	0.0139	0.0062	0.0082	0.0048	885.939210000001	969	0.97309	0.7725	0.2275	0.0000	0.0000	0.1829	0.0000	0.4261	0.0073	0.0121	0.0121	0.0485
Gene_0305	0 All_Taxa	64	0.0881	0.0175	0.0854	0.0377	0.0323	0.0167	0.0258	0.0066	0.0493	0.0585	0.0673	0.0790	0.0943	0.0295	0.0655	0.0550	0.0773	0.0237	0.0429	0.0474	0.3951	0.6049	0.4251	0.5749	0.0843	0.7816	0.1341	0.1533	0.0139	0.0052	0.0064	0.0058	0.0079	0.0044	0.0075	0.0020	0.0115	0.0116	0.0092	0.0078	0.0107	0.0053	0.0106	0.0068	0.0104	0.0071	0.0051	0.0041	0.0165	0.0165	0.0149	0.0149	0.0082	0.0125	0.0070	528.974229999998	1197	1.00000	0.9479	0.0521	0.0000	0.0000	0.0781	0.0000	0.1333	0.0167	0.0389	0.0556	0.0667
Gene_0311	0 All_Taxa	61	0.0790	0.0132	0.0823	0.0435	0.0239	0.0363	0.0506	0.0091	0.0589	0.0553	0.0360	0.0537	0.0900	0.0161	0.0645	0.0614	0.1146	0.0233	0.0563	0.0319	0.3914	0.6086	0.4363	0.5637	0.1060	0.7789	0.1151	0.1982	0.0149	0.0058	0.0081	0.0077	0.0080	0.0089	0.0097	0.0050	0.0111	0.0105	0.0094	0.0091	0.0157	0.0046	0.0150	0.0103	0.0170	0.0079	0.0126	0.0068	0.0201	0.0201	0.0199	0.0199	0.0094	0.0149	0.0128	812.170959999999	1140	1.00000	0.8809	0.1184	0.0007	0.0000	0.1311	0.0012	0.2324	0.0219	0.0383	0.0546	0.0656
Gene_0314	0 All_Taxa	41	0.1204	0.0168	0.0684	0.0538	0.0399	0.0293	0.0474	0.0087	0.0680	0.0553	0.0196	0.0665	0.0883	0.0233	0.0527	0.0521	0.0914	0.0351	0.0253	0.0377	0.3558	0.6442	0.4875	0.5125	0.1027	0.7787	0.1186	0.077	0.0070	0.0023	0.0039	0.0031	0.0041	0.0026	0.0038	0.0018	0.0050	0.0051	0.0028	0.0045	0.0050	0.0023	0.0052	0.0052	0.0037	0.0047	0.0025	0.0024	0.0077	0.0077	0.0097	0.0097	0.0036	0.0073	0.0050	445.65101	760	1.00000	0.8250	0.1745	0.0005	0.0000	0.1440	0.0006	0.5168	0.0157	0.0294	0.0352	0.0372
Gene_0315	0 All_Taxa	58	0.0767	0.0155	0.0230	0.0326	0.0416	0.0530	0.0846	0.0203	0.0586	0.1260	0.0178	0.0527	0.0509	0.0298	0.0253	0.1014	0.0644	0.0529	0.0508	0.0221	0.2774	0.7226	0.6486	0.3514	0.2106	0.6352	0.1542	0.1716	0.0129	0.0039	0.0067	0.0072	0.0076	0.0103	0.0132	0.0027	0.0108	0.0176	0.0057	0.0098	0.0095	0.0066	0.0069	0.0112	0.0073	0.0102	0.0060	0.0056	0.0152	0.0152	0.0166	0.0166	0.0158	0.0231	0.0127	787.66103	1083	1.00000	0.8364	0.1636	0.0000	0.0000	0.1409	0.0000	0.3070	0.0000	0.0083	0.0125	0.0125
Gene_0319	0 All_Taxa	49	0.0952	0.0167	0.0908	0.0778	0.0089	0.0293	0.0725	0.0119	0.0645	0.0443	0.0248	0.0232	0.1017	0.0066	0.0628	0.0288	0.0940	0.0450	0.0654	0.0359	0.3899	0.6101	0.4176	0.5824	0.1168	0.8312	0.0520	0.1673	0.0144	0.0045	0.0098	0.0120	0.0048	0.0062	0.0077	0.0052	0.0103	0.0062	0.0073	0.0054	0.0130	0.0045	0.0127	0.0064	0.0130	0.0058	0.0115	0.0065	0.0249	0.0249	0.0189	0.0189	0.0074	0.0107	0.0086	588.21226	912	1.00000	0.8934	0.1066	0.0000	0.0000	0.0987	0.0000	0.3746	0.0153	0.0534	0.0763	0.1145
Gene_0327	0 All_Taxa	59	0.0511	0.0234	0.0639	0.0483	0.0351	0.0410	0.0626	0.0212	0.0498	0.0661	0.0252	0.0570	0.0529	0.0353	0.0570	0.0765	0.1087	0.0289	0.0344	0.0616	0.3593	0.6407	0.5240	0.4760	0.1287	0.7378	0.1335	0.1549	0.0118	0.0043	0.0071	0.0088	0.0067	0.0057	0.0092	0.0040	0.0106	0.0096	0.0057	0.0090	0.0080	0.0059	0.0084	0.0075	0.0108	0.0089	0.0052	0.0077	0.0187	0.0187	0.0169	0.0169	0.0097	0.0155	0.0099	615.47592	1102	1.00000	0.8373	0.1627	0.0000	0.0000	0.1336	0.0000	0.2943	0.0000	0.0226	0.0090	0.0317
Gene_0328	0 All_Taxa	51	0.0734	0.0297	0.0515	0.0544	0.0378	0.0418	0.0483	0.0041	0.0588	0.0602	0.0224	0.0449	0.0887	0.0313	0.0544	0.0630	0.1107	0.0220	0.0579	0.0447	0.3676	0.6324	0.4922	0.5078	0.1085	0.7835	0.1079	0.1342	0.0111	0.0049	0.0054	0.0065	0.0060	0.0051	0.0100	0.0019	0.0077	0.0092	0.0048	0.0053	0.0099	0.0040	0.0113	0.0062	0.0072	0.0060	0.0071	0.0041	0.0162	0.0162	0.0155	0.0155	0.0051	0.0084	0.0058	718.69408	950	1.00000	0.9159	0.0841	0.0000	0.0000	0.0862	0.0000	0.3327	0.0148	0.0517	0.0590	0.1292
