	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0030	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0051	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0092	Gene_0094	Gene_0098	Gene_0101	Gene_0105	Gene_0120	Gene_0121	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0157	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0178	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0270	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0352	Gene_0363	Gene_0366	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0408	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0448	Gene_0450	Gene_0455	Gene_0457	Gene_0470	Gene_0484	Gene_0487	Gene_0498	Gene_0503	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0548	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0604	Gene_0608	Gene_0614	Gene_0615	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0628	Gene_0629	Gene_0631	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0661	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0677	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0775	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0848	Gene_0857	Gene_0863	Gene_0873	Gene_0874	Gene_0891	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0911	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989	Gene_1021	Gene_1033
Nanomia_bijuga	0.1106	0.0571	0.0776	0.1111			0.1385	0.0109	0.0926	0.3419	0.0082		0.0323	0.0154	0.3805	0.0754	0.0161	0.0333	0.0442	0.1822	0.0439		0.5850		0.1659	0.0154	0.0317	0.2159		0.6401	0.2944	0.1501	0.0906	0.5751	0.0359	0.0105		0.3076	0.1151	0.1274	0.0030	0.0741	0.0700	0.0461	0.0007	0.4240	0.0831		0.0652	0.0451	0.2254	0.1078	0.1165	0.1515	0.0466	0.5318	0.2966	0.5465	0.2335		0.4308	0.0144	0.2155	0.0645	0.1875	0.0521	0.1184	0.1745		0.0379	0.2943	0.0487	0.0515	0.1404	0.2172	0.2644	0.2609	0.4207		0.1989	0.0029			0.0059	0.1156	0.0584		0.0152	0.0499	0.1605	0.0860	0.5283	0.2406	0.1699	0.1699			0.1118	0.0762	0.5985	0.5376			0.0226	0.1338	0.2533	0.6092			0.0831	0.4558	0.4476	0.1583	0.3439	0.3053	0.1786	0.2814	0.0577		0.0715	0.1587		0.0651	0.3921	0.0367	0.5778	0.0261	0.0618	0.1321	0.0482	0.1343	0.0542	0.5084	0.0433	0.1039	0.3615	0.0274	0.2925	0.0102		0.2710	0.0207	0.1372	0.2837	0.0847	0.0632	0.0787			0.0485	0.2029	0.1295	0.0313	0.0894	0.0879	0.1441	0.2429	0.6753	0.5189		0.0246	0.0145	0.0166	0.1123	0.2568	0.0125	0.0094	0.4656	0.1568	0.0978		0.2319	0.0098	0.0266	0.4258	0.1349	0.0967		0.1617	0.3557	0.4674	0.2705	0.1133		0.0544		0.0038	0.4456	0.0514	0.1599	0.5379	0.1315	0.3275	0.0061	0.4014	0.1644	0.0913	0.0383	0.0325	0.3938	0.0545		0.0664	0.0857		0.2402	0.0332	0.1681	0.1022		
Kirkpatrickia_variolosa	0.0136	0.0571	0.1250	0.1111	0.1721		0.1372	0.3571	0.0722	0.0285	0.0221	0.1796	0.0210		0.2268	0.0754	0.0161	0.0453	0.0186	0.5604	0.0844	0.0918	0.1494	0.0374	0.1659	0.0696	0.0317		0.1544	0.2042	0.2328	0.3376	0.0906		0.0423	0.0105	0.0012	0.2539	0.0795	0.0325	0.0030	0.0678	0.0700		0.0097	0.1410	0.0272	0.2056	0.0652	0.0244	0.2263	0.0381	0.1203		0.0851	0.1042	0.0368	0.1793	0.0565		0.0607			0.1026	0.2032	0.0521	0.0528		0.1428	0.0226	0.1537	0.0841	0.0515	0.0836	0.2212	0.1255		0.3799	0.3020	0.0673	0.1387		0.0295	0.3181	0.4544	0.1976	0.0812	0.2385	0.0499		0.0860	0.0764	0.0680	0.0119	0.0959		0.1710		0.0545	0.1637	0.4180	0.2322		0.0226	0.0114	0.1098	0.2902	0.0906	0.1036	0.0831	0.0832	0.1675	0.0054		0.2317	0.1786	0.2390	0.0577		0.0653	0.0684	0.1202	0.0651	0.0971	0.0367	0.2938	0.0261	0.0548	0.4744	0.0366	0.0013	0.0542	0.1715	0.0433	0.0481	0.1548	0.0186	0.2337	0.0424	0.3066	0.0350	0.2549	0.0423	0.2268	0.0847	0.0571	0.0885	0.3595	0.0238	0.0182		0.1295	0.0836	0.0894	0.0156	0.1106	0.0791	0.2459	0.2641	0.5977	0.0735	0.0145	0.0166		0.0378	0.0125	0.0884	0.1310	0.0985	0.1834	0.1567	0.0943	0.0176	0.0266	0.1996	0.3028	0.3980		0.0812	0.2194	0.0080	0.1821	0.2886			0.0955		0.1194	0.0052	0.2004	0.0775	0.2883	0.1508	0.0251	0.1783	0.0449	0.0553	0.0383		0.0867	0.0804	0.4465	0.0566	0.0912	0.3265	0.1408		0.1681	0.1806		0.0329
Hyalonema_populiferum	0.1111	0.4048		0.0930			0.5318	0.4746	0.1721		0.0151		0.0057	0.0154		0.0681	0.0161	0.0272	0.2327		0.3142		0.3819	0.0679	0.5724	0.2572	0.0317	0.0387	0.3521	0.5563	0.2328		0.2127	0.1344	0.0551	0.0105	0.0012		0.4975		0.0030		0.2100	0.0461	0.0097	0.1366							0.4643	0.6266			0.3193		0.0861	0.2678		0.0144		0.3927		0.5923	0.1184	0.5457	0.4239				0.0515		0.6212		0.5595	0.5556	0.4308							0.0243			0.0339	0.3737	0.0806	0.0992	0.0680				0.4512		0.5545	0.4812		0.5246		0.0226		0.4003	0.5952	0.6544		0.0297	0.0206	0.5023		0.5595	0.1061	0.5780	0.4240	0.4970			0.4735		0.0712	0.1514	0.0204	0.5192	0.0221	0.4417	0.0627		0.0126	0.0410		0.3619		0.3235	0.0691	0.1063	0.3786		0.2148	0.5747	0.0906		0.0632	0.0083			0.0238				0.0836	0.4390				0.6118			0.0034	0.0145		0.4774	0.0557	0.0125		0.1345	0.0185	0.1272			0.0098	0.0266		0.5164	0.5772		0.0812	0.2225			0.4163		0.2110		0.0038			0.0575	0.0775			0.0251	0.4954	0.1612		0.0273	0.0100	0.3501		0.3204	0.0664			0.4336	0.0405				0.5692
Homo_sapiens	0.1160	0.0571	0.1184	0.1085	0.1898	0.2379	0.1385	0.3250	0.0609		0.1012	0.1839	0.0057	0.0154	0.1707	0.0754	0.0161	0.0333	0.0710	0.2033	0.0507	0.1620	0.1546	0.0679	0.1659	0.0663	0.0317	0.0341	0.1878	0.0515	0.2328	0.0791	0.0906	0.1513	0.0551	0.0105	0.0012	0.2539	0.1151	0.1274	0.0030	0.0741	0.0700	0.0461	0.0097	0.1545	0.1963	0.0188	0.0652	0.0451	0.2201	0.1161	0.1165	0.1515	0.0851	0.1820	0.0595	0.1825	0.1985	0.1462	0.1521	0.0209	0.2129	0.1073	0.2275	0.0521	0.1075	0.1745	0.1553	0.0384	0.1582	0.0767	0.0515	0.0836	0.2172	0.1289	0.3391	0.3454	0.1534	0.1989	0.1387	0.0988	0.1516	0.3181	0.1906	0.1908	0.0446	0.2385	0.0392	0.0674	0.0860	0.0967	0.0680	0.0783	0.1588	0.1096	0.1710	0.0497	0.0762	0.1637	0.1567	0.2227	0.1310	0.0226	0.1457	0.1300	0.2964	0.0667	0.1146	0.0775	0.0206	0.2039	0.1583	0.3282	0.2442	0.1772	0.2390	0.0499	0.1495	0.1285	0.1620	0.1386	0.0651	0.1514	0.0367		0.0261	0.0618	0.1321	0.1668	0.0578	0.0542	0.1649	0.0433	0.0988	0.1493	0.0186	0.0506	0.0424	0.2424	0.0324	0.1415	0.0906	0.2268	0.0847	0.0632	0.0982	0.2590	0.0238	0.0485	0.2029	0.1295	0.0836	0.0894	0.0879	0.1366	0.2429	0.2459	0.2641	0.2630	0.0945	0.0145	0.0166	0.1072	0.0378	0.0125	0.1242	0.1310	0.0985	0.0791	0.1567	0.0943	0.0098	0.0266	0.2137	0.1384	0.1786	0.2767	0.0786	0.2194	0.3413	0.3741	0.2886	0.2630	0.0782	0.0903		0.1239	0.0514	0.2066	0.0775	0.1315	0.1827	0.0061	0.2096	0.1778	0.0841	0.0383	0.0551	0.1401	0.1431	0.1871	0.0664	0.0912	0.1167	0.1410	0.0194	0.1681	0.2240	0.1985	0.3314
Mnemiopsis_leidyi	0.1093	0.1717	0.5171	0.5297	0.1789		0.1358				0.0523					0.0754	0.0672	0.3824	0.0500	0.1949	0.0507	0.0550	0.0608	0.3181		0.1200	0.3511			0.1593		0.4834	0.2127	0.0424	0.0551	0.0105	0.0012	0.2539	0.0746	0.1274			0.2740	0.0461	0.0305		0.0162			0.0446	0.2503	0.2878		0.1598	0.0303	0.1820	0.2966	0.2207	0.1625			0.0144	0.1011	0.0736	0.6026	0.0521			0.0219		0.1582	0.0635	0.2734		0.1505	0.4089		0.4059			0.1214	0.0667	0.4018	0.4856	0.0806	0.1881	0.0760		0.0339	0.0748	0.4114		0.5122			0.1382	0.6477	0.1992	0.4920	0.0400	0.2752			0.0305	0.2842	0.1012		0.0030	0.1374	0.0550	0.0159	0.6526	0.0634	0.3028	0.3109	0.1179	0.5536	0.4423	0.2419	0.0759	0.2360	0.0780	0.0270	0.1242	0.0285	0.6003	0.0261	0.4697	0.0299	0.2612	0.0182		0.1451	0.1119	0.5154		0.0186	0.0506	0.0424	0.6478	0.0013	0.0026	0.0083	0.2586		0.0022	0.0005	0.3041	0.0889	0.0485	0.3391	0.0719	0.0559	0.0938		0.1441	0.2002	0.4137	0.5632		0.0735				0.0378	0.0025		0.1069		0.0978	0.0552		0.0098	0.1810		0.0210	0.1137	0.1314	0.0760	0.2194			0.5673			0.1558	0.0038	0.0073	0.0514				0.0246	0.0251	0.1208	0.1080		0.0383	0.2983	0.4424	0.2628	0.0760				0.1079	0.0089		0.4979	0.0141	0.5336
Ministeria_vibrans	0.0328	0.0571	0.2513	0.1111	0.1885		0.1262	0.3211	0.0040	0.0161	0.1012	0.1711		0.0154		0.0754	0.0161	0.0333	0.0448		0.0507	0.2761	0.1546	0.0679	0.6310	0.0402	0.2105		0.1957		0.3138		0.0250		0.0295		0.0012	0.2539	0.1151	0.1274	0.0152	0.0741	0.0620	0.0461	0.0112			0.0005	0.0339	0.0451		0.0938	0.1165		0.0466	0.1182	0.0011		0.0210	0.1372	0.1007		0.2093	0.0168	0.0309	0.0521	0.2368	0.4282	0.3156			0.0841	0.1088	0.0999	0.2010		0.5401		0.1106	0.1306	0.4596	0.0460		0.3181	0.1056	0.5874	0.0383		0.0071		0.0860	0.4675	0.0618		0.0125	0.0786	0.1710	0.0541	0.0649		0.1401	0.1961	0.3925	0.0226	0.1188	0.2072		0.0946	0.1099	0.0803	0.0206		0.1980	0.1627	0.3123	0.1674	0.1316			0.3031	0.1959	0.2439	0.0589	0.4029	0.0285		0.0261	0.0618	0.1275		0.0213	0.0410	0.0463		0.0481	0.1276	0.0186	0.0310	0.0358		0.0324	0.3945	0.0906	0.3757	0.0078	0.0571	0.0353		0.0309	0.0375	0.0079		0.0778	0.0894	0.0448	0.0846	0.3116	0.2344		0.2554	0.0735	0.0145	0.0166	0.1020	0.0378	0.0125				0.1272			0.0176	0.0266	0.0653		0.5383	0.0115	0.0812			0.3791	0.4302			0.5380		0.0836	0.0514	0.3586	0.0775	0.0670		0.0251	0.0411	0.1778	0.0913	0.0383	0.0325	0.1401	0.4104		0.0664	0.1740	0.0779	0.1023	0.0405		0.5158		0.5310
Platygyra_carnosa	0.0887	0.0571	0.2461	0.1111	0.6208		0.1293	0.2479	0.0528		0.1012	0.5091	0.0210	0.0154	0.2187	0.0681	0.0161	0.0272	0.0396		0.0439	0.2360	0.0381		0.1659		0.0317	0.0295	0.6500		0.2328	0.0791	0.0906		0.0551	0.0105		0.4445	0.1151	0.1201	0.0030	0.2446	0.0700	0.2610	0.0007	0.1410		0.0188	0.0652	0.0382	0.3500	0.5580	0.1165		0.3294	0.1490	0.0898	0.2723	0.0796	0.2232	0.4365	0.0209	0.0457	0.2403	0.4448	0.0521	0.4226	0.1706		0.5575	0.1491	0.0214	0.0473	0.0836	0.1646	0.0449	0.2863	0.1782		0.0047		0.4322	0.0087	0.2520	0.4944	0.1771	0.0624	0.5734		0.0674	0.5130	0.4337	0.0680	0.0476	0.1693	0.1096	0.0450	0.0725	0.0762		0.1567	0.0661	0.1344	0.0288			0.2763	0.0488	0.1146	0.4618	0.0206		0.1507	0.4327	0.0054	0.0270	0.2038	0.0577		0.4610	0.2092	0.1386	0.0651	0.3486	0.0367	0.3323	0.0261	0.0618	0.0997		0.0578	0.0476		0.0433	0.2413	0.1167	0.0186	0.0310	0.0424	0.1275		0.1783	0.0336		0.0610	0.0632	0.4913	0.0733	0.0379	0.0071		0.0549		0.0894	0.0879	0.0121	0.2429	0.6560	0.5495		0.0875	0.2113	0.0166	0.4826	0.0378	0.0125	0.1038	0.1138		0.0334	0.0044	0.0986	0.0176	0.0030	0.1643		0.3565	0.4030	0.0786	0.1348	0.0935	0.0071	0.2479	0.2327	0.0303	0.1558	0.0038	0.1239	0.4409	0.1942		0.1315	0.5189	0.0251	0.2070	0.0515	0.0913	0.0383	0.0626	0.1401		0.4976	0.0074	0.1795	0.1320	0.4281	0.0405				0.1289
Periphylla_periphylla	0.1264	0.3031			0.6712			0.0681	0.0073	0.0161	0.2290		0.0057	0.0154	0.1146	0.2896	0.1884	0.0333	0.0710	0.4929	0.0439		0.1546	0.2479	0.2950		0.0317				0.1098	0.2022	0.3028	0.5945	0.0423	0.0105		0.2163	0.1151			0.0741			0.0097	0.4957		0.1928	0.1458	0.3894	0.5494		0.1220	0.6631	0.0808		0.2966	0.2723	0.1329		0.2365	0.0209	0.2278	0.2879		0.4479	0.4718	0.2188	0.1489	0.0079			0.0515		0.3546			0.4418	0.2558					0.5043		0.0584	0.0446	0.5316		0.0086	0.6146	0.6229	0.0680				0.3605	0.1031			0.4280			0.0226	0.3200	0.3888	0.2733				0.0206	0.5000		0.4725		0.5752	0.2390			0.5768						0.4089		0.0618			0.0213	0.2090				0.2202	0.0954	0.0604	0.0424	0.5864	0.0182		0.0486	0.4510	0.0100	0.0693	0.0190		0.0238	0.6034						0.0400	0.4157	0.6022	0.0789	0.5309		0.0145	0.0276		0.0200	0.0125				0.0209	0.5489		0.0176	0.0266	0.1396			0.4050	0.0812	0.2173	0.4471	0.4325	0.4440		0.0782		0.0038	0.6339		0.1631		0.0552	0.0610	0.0251	0.1220			0.0383	0.2532	0.3938	0.2148	0.5847		0.1132	0.1167	0.3673	0.0089		0.6441		
Oscarella_carmela	0.0840	0.0571	0.1250	0.1085	0.1803	0.2362	0.1399		0.0495		0.1012	0.1882	0.0210	0.0154	0.2268	0.0754	0.0161	0.0333	0.0710	0.0894	0.0439	0.1486	0.1546	0.0679	0.1659	0.0696	0.0317	0.0341	0.1907	0.2042	0.6020	0.0791	0.0660		0.0551	0.0105	0.0012	0.2539	0.1151		0.0030	0.0741	0.0700	0.0461	0.0201	0.1366			0.0652	0.0313	0.1827	0.1189	0.1203	0.1482	0.0851	0.1820	0.0898	0.1825	0.1452	0.1462	0.1349	0.0209	0.2155	0.1168	0.2251	0.0521	0.1712	0.1745	0.1303	0.1066	0.1491	0.0841	0.0515	0.0836	0.2212	0.1289	0.3391		0.1435	0.1737	0.1271	0.0988	0.1516	0.3150		0.1771	0.0383	0.2385	0.0499	0.0674	0.0860	0.0967	0.0680	0.0818	0.1064	0.1317	0.1609	0.0541	0.0762	0.1605	0.1534		0.1377	0.0226	0.1129	0.1415	0.2964	0.2122	0.1146	0.0831	0.0206	0.1993	0.0666	0.3173	0.3053	0.1786	0.2390	0.0577	0.1495	0.0969	0.1553	0.1340	0.0651	0.1405	0.0367	0.2938	0.0261		0.1321	0.1668	0.0521	0.0542	0.1715	0.0433	0.0988	0.1768	0.0186	0.0506	0.0424	0.2411	0.0182	0.1415		0.2268	0.0729	0.0632	0.1015	0.2528	0.0238	0.0485	0.0012	0.1261	0.0836	0.0894	0.0836	0.1441	0.1179	0.2440	0.2573	0.2496	0.0945	0.0145	0.0166	0.1020	0.0378	0.0125	0.1242	0.1310		0.0854	0.0907	0.1890	0.0098	0.0266	0.2031	0.1178	0.1786	0.2767	0.0812	0.2194	0.3413	0.3741	0.2886	0.3196		0.0955	0.0038	0.1239	0.0514	0.1412	0.0775	0.1315	0.1827	0.0251	0.2096	0.1778	0.0913	0.0383	0.0325	0.3938	0.1210	0.1871	0.0664	0.0912	0.0897		0.0300	0.1681	0.2240		0.3314
Latrunculia_apicalis	0.0418	0.0571	0.1066	0.1111	0.1898	0.2231	0.1385	0.1336	0.0187	0.0285	0.1012		0.0210	0.0154	0.2268	0.0754	0.0161	0.0453	0.0186	0.3579	0.0439	0.0784	0.1442	0.0445	0.1659	0.0696	0.0317		0.0432	0.4605	0.2328	0.0895	0.0906		0.0487	0.0105	0.0012	0.2539	0.1151	0.1274	0.0030	0.0678	0.0700		0.0201	0.1455		0.0188	0.0652	0.0037		0.1217	0.1203	0.4810	0.0851		0.0292	0.1793	0.0027	0.1494	0.5793		0.0589	0.1121	0.2251	0.0521	0.0310		0.0261	0.0990	0.0273	0.0841	0.0515	0.0966	0.2212	0.1272		0.3454	0.1501	0.1953	0.0722	0.4046	0.1516	0.3181	0.1806	0.1976	0.0760	0.2385	0.0499	0.0674	0.0860	0.0393	0.0680	0.0818	0.1169		0.1710	0.0366	0.0592	0.1637	0.1434	0.2227	0.1243	0.0226	0.1129	0.1242	0.2949	0.0906	0.1068	0.0803	0.0206	0.2039		0.3282	0.2442	0.1786	0.2316	0.0907	0.1350	0.1180	0.1553	0.0695	0.0651	0.0699	0.0367	0.2938	0.0261	0.0548	0.1043	0.0990	0.0465	0.0542	0.1715	0.0433	0.0988	0.1548	0.0186	0.0506	0.0424	0.3851	0.0043	0.0567	0.0906	0.2226	0.0847	0.0709	0.0820		0.0238	0.0403		0.1295	0.0836	0.0894	0.0189	0.3615	0.1445	0.2459	0.1086	0.2592	0.0945	0.0145	0.0166		0.0378	0.0125	0.1112	0.1310	0.0985	0.0854	0.1567	0.0943	0.0098	0.0266	0.1077	0.1278		0.1810	0.0812	0.2194			0.0795	0.2630		0.0955	0.0038	0.1150	0.0514	0.3462	0.0775	0.0094	0.1827	0.0061	0.1783	0.1080	0.2324	0.0383	0.0325	0.1401	0.1357	0.1841	0.0664	0.0912	0.4347	0.0468	0.1911	0.1681	0.2133	0.0248	0.1756
Rossella_fibulata	0.0039	0.0571	0.1250	0.1111	0.1898		0.0547	0.4265	0.0722	0.0038	0.0290		0.0210	0.0154	0.2103	0.0754	0.0161	0.0333	0.0657	0.2033	0.2939		0.1546	0.0679		0.0696	0.0317		0.3049	0.0126	0.1152		0.0250	0.3959	0.0551	0.0105	0.0012	0.2539	0.1111		0.0152	0.3759	0.0620		0.0201	0.1007	0.3588		0.0339	0.0244	0.2232		0.1203	0.1283		0.1820	0.0595	0.1825	0.0086	0.1303	0.1064	0.0144	0.5629		0.2226	0.0521	0.1075		0.0761	0.0990	0.1537	0.0656	0.0473	0.0836	0.2212	0.1289		0.3243		0.1989		0.0988	0.1325	0.3150	0.1606	0.1839	0.0697	0.2385	0.0339		0.0860		0.0680	0.0643	0.0819		0.1231	0.0541	0.1113	0.1637	0.1467	0.2155	0.1072	0.0226	0.1248		0.5643		0.1130	0.0831		0.0536	0.1430	0.3282		0.0270	0.2390	0.0577			0.3129	0.5342	0.0712	0.1514	0.0204	0.2938	0.0080	0.0151	0.0627		0.0157		0.0164	0.0433	0.0988				0.0424		0.0324		0.0336	0.1623	0.0255	0.0632	0.0917	0.3841	0.0309	0.0347	0.1961	0.1261	0.0836	0.0894	0.2181	0.1143	0.4423	0.2440	0.2209			0.0500	0.0166	0.0251	0.0378	0.0125	0.1242	0.3449	0.0985	0.3396	0.1364		0.0176	0.0266	0.4364	0.1384	0.1786	0.2748	0.0812	0.2203	0.4645	0.5007	0.2131	0.1152	0.0905	0.0955			0.0514	0.2066			0.1486	0.0251	0.1965	0.1711		0.0273	0.0325	0.1401		0.1871	0.0664	0.1464		0.0858			0.6708		0.5170
Lottia_gigantea	0.0838	0.0571	0.1250	0.1085	0.1789	0.2379	0.1317	0.3269	0.0268		0.1012	0.0858	0.0057		0.1707	0.0754	0.0161	0.0333	0.0657	0.2033	0.0439	0.1620	0.1546	0.0679	0.1659	0.0696	0.0317	0.0341	0.0727	0.2012	0.2328	0.0843	0.0004	0.1126	0.0551	0.0105	0.0012	0.5755	0.1151	0.1274		0.0616	0.0700	0.0461	0.0097	0.1231	0.1596	0.0252	0.0652	0.0451	0.2263	0.0632	0.1203	0.1515	0.0851	0.1820	0.0595	0.1825	0.0737	0.1494	0.0892	0.0209	0.1575	0.0502	0.2251	0.0521	0.1184	0.1745	0.1553	0.1066	0.0813	0.0841	0.0515	0.1096	0.1545	0.1188	0.3391	0.2142	0.1534	0.1989	0.0087	0.0988	0.1516	0.0370		0.0618	0.0446	0.2385	0.0196	0.0674	0.0860	0.0967	0.0680	0.0678		0.0409	0.1710	0.0541	0.0762	0.1637	0.1069	0.2227	0.1310	0.0226	0.1457	0.1300	0.2964	0.0667	0.1146	0.0691	0.0206	0.2039	0.1583	0.3282	0.2414	0.1786	0.2390	0.0577	0.1386	0.0083	0.1453	0.0227	0.0651	0.1514			0.0020	0.0618	0.0577	0.1160	0.0578	0.0542	0.1418	0.0433	0.0988	0.1439	0.0186	0.0506	0.0424	0.2411	0.0324	0.1415	0.0423	0.2142	0.0610		0.0646	0.2590	0.0238	0.0485	0.2029	0.1227	0.5152	0.0894	0.0879	0.1366	0.0540	0.2171	0.2482	0.2630	0.0316	0.0145	0.0166	0.1123	0.0378	0.0125	0.1242	0.1310	0.0985	0.0666	0.0146	0.0986	0.0098	0.0266	0.2102	0.1384	0.1241	0.2767	0.0812	0.2088	0.0355	0.3741	0.2886	0.2601	0.0062	0.0955	0.0038	0.1239	0.0024	0.1599	0.0775	0.1315	0.1827	0.0156	0.2096	0.3903	0.0913	0.0383	0.0626	0.1401	0.1468	0.1811	0.0664	0.0912	0.1167	0.0468	0.0405	0.1681	0.2097	0.2002	0.3314
Spongilla_alba	0.0715	0.0571	0.6803	0.1085				0.5768			0.1012		0.0210	0.0154	0.1905	0.3845	0.0161	0.4306	0.0652	0.3748	0.0439	0.3698	0.3662	0.1660	0.5021		0.0074		0.3432		0.1730	0.0322	0.1307		0.0487			0.6132	0.3513	0.0836	0.0274			0.2137	0.0097	0.1321	0.0390	0.0188	0.0652	0.0451	0.3781	0.1457	0.1203	0.1515	0.0466	0.0352		0.3304	0.1388	0.1144	0.1521		0.0563	0.1026	0.2749	0.2146	0.1184		0.2406	0.0455	0.1812	0.0841	0.0515		0.6152			0.2835	0.4440			0.0988	0.5278	0.1904			0.5152	0.5346		0.0674	0.0860	0.0764		0.0818	0.5615			0.0541	0.0715			0.4813					0.6339	0.0906			0.0206	0.0262			0.5508			0.2001		0.1180	0.4601	0.1386							0.0164			0.3603	0.5579		0.0988	0.1548		0.0310	0.1944		0.0324	0.1415	0.0336		0.0691	0.0571	0.4946		0.0238		0.1213		0.5211	0.0458	0.2009		0.2946			0.5767			0.1592	0.1851		0.0125	0.0387	0.1587	0.0877			0.0900	0.0098	0.0266	0.5212		0.3097		0.0222			0.5614	0.4302		0.3315	0.0040			0.0514	0.0513	0.0124			0.0251	0.0817	0.5332	0.0913	0.0383	0.0727	0.1401	0.1247			0.0912	0.3320	0.0910	0.0405			0.4653	
Salpingoeca_rosetta	0.0607	0.0274	0.1197	0.1085		0.1865	0.1385	0.1284	0.0438	0.0408	0.1012	0.1882	0.0057		0.1542	0.0608	0.0161	0.0333	0.0762	0.1822	0.0439	0.1553	0.1546	0.0679	0.1073	0.0598	0.0005		0.1907	0.1671	0.2240	0.0895	0.0906	0.1489		0.0105	0.0085	0.2460		0.0179	0.0152	0.0616	0.0700	0.0461	0.0201	0.3029	0.0897	0.0188	0.0574		0.2721	0.0715	0.1203	0.1482	0.0680		0.0238		0.1334		0.4308	0.0262	0.0519	0.1073	0.2251	0.0521		0.1706	0.0989	0.0990		0.0841	0.0515	0.3449	0.1727	0.0476		0.3305	0.1468	0.2076	0.1388	0.0781		0.2963		0.2017	0.0634	0.1376	0.0018	0.0674	0.0111	0.0933	0.0680	0.0608	0.0504		0.1282	0.0541	0.0261	0.1637	0.1954	0.0156	0.1377		0.1218	0.0660	0.2887	0.0667	0.0833	0.0405	0.0206	0.1902	0.1292	0.2883	0.2358	0.1772	0.2149	0.0577	0.0263	0.0399	0.1252	0.1340	0.0589	0.0264	0.0123	0.2938	0.0261	0.0059	0.1321		0.0439	0.0410	0.1451	0.0433		0.1330	0.0165	0.0212	0.0424	0.1143	0.0013	0.1100	0.0147	0.0887		0.0571	0.2210	0.2436	0.0238	0.0430	0.1666	0.1295	0.0545	0.0938	0.0879	0.0660	0.1945	0.2421	0.2527	0.2477	0.0945	0.0145		0.0508	0.0557	0.0125	0.1144	0.1276	0.0985	0.0272	0.2240	0.2018	0.0098	0.0313	0.2208	0.1242	0.0759	0.2394	0.0709	0.1073	0.3268	0.3575	0.2695	0.1602	0.0902	0.0982	0.0038		0.0052	0.1507			0.1303	0.0061	0.1939	0.1013	0.0913	0.0273		0.1353	0.1468	0.0940	0.0582	0.0912	0.1167	0.0413	0.0405	0.0335	0.2169	0.1855	0.3021
