	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0098	Gene_0105	Gene_0120	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0450	Gene_0455	Gene_0470	Gene_0487	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0608	Gene_0614	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0629	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0857	Gene_0873	Gene_0874	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989
Pleurobrachia_atlantica	0.0223	0.0571	0.2013	0.1111	0.1776	0.1358	0.3250	0.0301	0.0161	0.1012	0.0057		0.2169		0.0161	0.0272	0.0500			0.1486	0.5433	0.0549	0.6075	0.0728	0.1011	0.1593		0.0242		0.0105	0.0012	0.2499	0.1151	0.4017	0.0274	0.0616	0.0700		0.0264			0.0652	0.0451		0.1165	0.1018	0.0723	0.0872		0.1433		0.1349	0.0144	0.1970	0.0692	0.1862	0.0035			0.3156				0.0118		0.3020		0.1485	0.1127	0.0762	0.1478	0.4825	0.0806		0.0760	0.0464	0.0738	0.0726		0.0680	0.2539	0.1317		0.0141	0.0604	0.0305	0.1457	0.7115	0.2964	0.0667			0.0030	0.3157	0.2992	0.2010	0.1786	0.3569	0.0421	0.0969	0.1223	0.0589	0.1514	0.0285	0.5711		0.1781	0.0149	0.1440	0.1583		0.0024		0.0186	0.3121	0.0424	0.0069	0.4879	0.0906		0.0571				0.0485	0.1100	0.3857	0.0501	0.0938	0.0922		0.1799	0.2572	0.5166	0.2761	0.0307			0.0961	0.0025	0.1242		0.0559	0.0729	0.0463		0.0098	0.2031			0.1696		0.5393			0.1157		0.1194		0.1820	0.0775	0.1336	0.5252	0.0061	0.4458	0.1612	0.0697	0.0943	0.0051	0.1401	0.1062	0.0051	0.0582	0.0912		0.0468	0.0089		0.1491
Nematostella_vectensis	0.0438	0.0232	0.1145	0.1111	0.1762	0.1385		0.0187	0.0161	0.1012	0.0057	0.0154	0.1278	0.0872	0.0066	0.0333	0.0710	0.1741	0.0462	0.0483	0.1546	0.0679	0.1659	0.0728	0.0161	0.1982	0.0457	0.0405	0.1057	0.0105	0.0012	0.2539	0.1151	0.1238		0.0616	0.0620	0.0553	0.0882	0.2001		0.0652	0.0382	0.2380	0.1165	0.0522	0.0851	0.1820	0.0294	0.1825	0.2292		0.0144	0.1416	0.1216	0.2251	0.0521	0.0267	0.1745	0.1553		0.0219		0.0515	0.0980	0.1949			0.0867	0.0762	0.1516	0.0931	0.1656	0.2931	0.0446	0.0071	0.0297	0.2643	0.0933	0.0680	0.0818	0.1317		0.0766	0.1567	0.0226	0.1457	0.1386	0.2964	0.0707	0.1146	0.0692	0.0206	0.1583	0.3282	0.2456	0.1786		0.0343		0.1587	0.0651		0.0367		0.0221	0.1182	0.0601	0.0468	0.1451	0.0509	0.0988	0.1343	0.0186	0.0310	0.0424	0.0069		0.0423		0.0632	0.3322	0.0425	0.0185	0.0485	0.2506	0.1363	0.0836	0.2337	0.0879	0.1151	0.0976	0.1822	0.0393	0.0036	0.0145	0.0140	0.1034	0.0378	0.0125	0.4817	0.1310	0.0932	0.0666	0.1567	0.0797	0.0176	0.2208	0.1786	0.2767	0.3810	0.3326	0.3741	0.3086		0.0193	0.0038	0.1239		0.0850		0.1336	0.3566	0.0251	0.2070	0.1279	0.0913	0.0328	0.0100	0.1401	0.1468		0.0664	0.0248	0.1167	0.0468	0.0194	0.1681	0.0683
Sympagella_nux	0.0264	0.0571	0.1250	0.1111	0.3565	0.1372	0.3230	0.0495	0.0038	0.0965	0.0210	0.0154	0.2136		0.0161	0.0333	0.0605		0.0530	0.1486	0.1546	0.0679	0.1503	0.0696	0.0317	0.1832		0.0250		0.0105	0.0012	0.2539	0.1111		0.0152	0.0741	0.0620	0.0553	0.0160			0.0261	0.0244		0.1165	0.1283	0.0723	0.1820		0.0954	0.0430	0.1121	0.0144	0.1064	0.2927	0.1900	0.0521			0.0219	0.0990		0.0571	0.0473		0.2212		0.1989			0.1363	0.3150	0.1706	0.1847	0.0760	0.0178				0.0680	0.0643			0.1734	0.1467	0.0226	0.1248	0.1415	0.2902	0.0707	0.1130		0.0206	0.2652	0.2026	0.2456	0.1255	0.1986	0.0577	0.1180	0.1453		0.1514	0.0204			0.0627	0.0134	0.0336	0.1123		0.1347	0.1180	0.1042	0.0506	0.0424	0.0324		0.0779	0.0205	0.0571		0.0928		0.0347	0.1961	0.1261	0.0836	0.0894	0.0879		0.4544		0.2232		0.0145		0.0162	0.0378	0.0125	0.1242	0.0414	0.0985	0.0791	0.1364		0.0098	0.2208	0.1786	0.3382	0.2194	0.5080	0.3202		0.1251	0.0796	0.0185			0.2131	0.0775		0.1400	0.0251	0.1965	0.1711	0.0913	0.0273	0.0325	0.1401	0.0767	0.1871	0.0664	0.0912		0.0692	0.0089	0.1681	0.6708
Hydra_viridissima	0.0011	0.0571		0.1111			0.0527	0.0552	0.0161	0.1012	0.0057				0.0161	0.0333	0.0652		0.0462	0.4500	0.1546	0.0679	0.1659	0.0696	0.0317	0.2958		0.2701		0.0105	0.0012	0.2024			0.0030	0.4884	0.2180		0.0048			0.0652	0.0382		0.1489		0.3978		0.0900	0.1051		0.1178	0.0209	0.2102	0.1641		0.0521	0.1251		0.1553				0.0515		0.2151		0.0205							0.0446	0.0499		0.0565	0.0959	0.0680		0.3285			0.4978	0.0226				0.0906					0.5504		0.1529		0.0577		0.1520			0.0367	0.4833		0.2614		0.0468			0.3936			0.0310	0.0424			0.0273	0.3143	0.0632	0.1010			0.0485			0.0836	0.0894	0.0879				0.2618		0.2113			0.0378	0.0125	0.4523			0.0334			0.0098	0.4046			0.3261							0.1239		0.4018			0.1741	0.0061	0.3048	0.6362	0.0913	0.0383		0.1304	0.4436		0.1631	0.0912	0.1167	0.1187		0.3102	0.6708
Strongylocentrotus_purpuratus	0.0104	0.0571	0.1250	0.1085	0.0413		0.1978	0.0779		0.0709	0.0057	0.0154	0.2268	0.2997	0.0161	0.0089	0.0861	0.1320	0.0462	0.1453	0.2829	0.0679	0.1268	0.0252	0.0317	0.2042	0.0509	0.0906	0.0610		0.0012	0.2778	0.2406		0.0030	0.0678	0.0700	0.0553	0.1194		0.0102	0.0652	0.0451	0.2442		0.0455	0.0851	0.0872	0.2358	0.1825	0.2028	0.1521	0.0262	0.2155	0.1498	0.2275	0.0521	0.1251	0.1745	0.1594	0.0990	0.1757	0.0756	0.0346		0.2212	0.1367	0.0658	0.1387	0.1038	0.1347	0.1990	0.1656		0.0446	0.0339	0.0738	0.0940	0.0933	0.0186	0.0643	0.0719	0.1670	0.0766	0.0504	0.0226	0.0633	0.1467		0.0468	0.1146	0.0804	0.0206	0.1109	0.4001	0.3262	0.0004	0.0820	0.0577	0.0759	0.5470	0.0651	0.3540	0.0204		0.0221	0.1321	0.0714	0.0271	0.0692	0.0698	0.3631				0.0424	0.0324	0.1607	0.0906	0.2297	0.3209		0.2590	0.0185	0.0485	0.0987	0.0007	0.0778	0.0894	0.0879	0.2489		0.2572	0.2641	0.1013	0.0145	0.1398	0.1034	0.1318		0.1242	0.1310	0.2685	0.0978	0.1567	0.0754	0.0098	0.1114	0.1786	0.1928	0.2173	0.0080	0.5209	0.3086		0.1880	0.0038			0.2131	0.0775	0.1336	0.1126	0.0061	0.2096		0.0913	0.0383	0.0626		0.0730	0.1841	0.2123	0.0912	0.1167	0.1187	0.0405		0.1527
Mortierella_verticillata	0.0852	0.0571	0.1250		0.1803	0.1372	0.3269	0.0438	0.0038	0.0407	0.0057	0.0154	0.1575	0.0872	0.0161	0.0089	0.0657	0.2079	0.0462	0.1286	0.1546	0.0679	0.1659	0.0434	0.0317	0.1952	0.0509	0.0496	0.0802	0.0105	0.0012	0.2440	0.1151	0.1238	0.0030	0.0741	0.0620	0.0553	0.0056		0.0231	0.0105	0.0451	0.2473	0.1165	0.1482	0.0851	0.1820	0.0445	0.1793		0.1121		0.1047	0.0597	0.2202	0.0521	0.0486	0.1745	0.1303	0.1066	0.1531	0.0756	0.0473	0.1077	0.2212	0.1367	0.1917	0.1358	0.1107	0.1516	0.3119	0.1856	0.0038	0.0383	0.0285	0.0665	0.0940	0.0899	0.0680	0.0678	0.1317	0.1695	0.0766	0.1168	0.0226	0.1278	0.1386	0.2716	0.0747	0.1083	0.0804	0.0206	0.1552	0.3119	0.2456	0.1716	0.1968	0.0577	0.0969	0.1624	0.0528	0.1297	0.0285	0.2847	0.0040	0.1275	0.0077	0.0336	0.1715	0.0509	0.0988	0.1071	0.0186	0.0408	0.0424	0.0013	0.1562	0.0906	0.2004	0.0571	0.0782	0.2590	0.0256	0.0403	0.1825	0.1261	0.0778	0.0894	0.0879	0.1488	0.2429	0.2784	0.1052	0.0945	0.0307	0.0140	0.0778	0.0336	0.0125	0.0688	0.1310	0.0985	0.0729	0.1567	0.0711	0.0098	0.2137	0.1786	0.2787	0.2173	0.3413	0.3723		0.3503	0.0193	0.0185	0.0970	0.0164	0.2131	0.0775	0.1336	0.0830	0.0061	0.1965	0.1645	0.0913	0.0383	0.0400	0.1256	0.1468	0.1721	0.0664	0.0691	0.1167	0.1410	0.0405	0.1681	0.1973
Hemithiris_psittacea	0.0223	0.0571	0.1250	0.0414		0.1385	0.1047	0.0211		0.1012	0.0057		0.2202	0.0872	0.0161	0.0333	0.0710	0.2140	0.0462	0.0449	0.1546	0.0679	0.1659	0.0696	0.0317		0.0405	0.0250	0.0802	0.0105	0.0012	0.2539	0.1151	0.0441	0.0030	0.0741	0.0620	0.0553	0.0160	0.5308		0.0652	0.0451		0.1203	0.1515	0.0723	0.0596	0.0900	0.5433	0.0280	0.1521	0.0144	0.2155	0.1073	0.2251	0.0521	0.1251	0.1745	0.2406	0.1066	0.1094	0.0719	0.0515	0.1077	0.2212	0.1169	0.1989		0.1107	0.1516			0.1984	0.0446	0.0499	0.0738	0.0833	0.0967	0.0680	0.0643	0.1317	0.0158	0.0766	0.1667	0.0226	0.1397	0.0695	0.5101	0.0946	0.1146	0.0804	0.0030			0.2442	0.1786	0.0042	0.0577	0.0548	0.0989	0.0651	0.1514	0.1422		0.0221	0.1321	0.0190	0.0468	0.1649		0.0988	0.1017	0.0186		0.0424	0.0125	0.1607	0.0297	0.2464	0.0632	0.1108	0.0590	0.0185	0.0458	0.0692	0.1295	0.0836	0.0590	0.0879	0.3493	0.0444	0.2784	0.0973	0.0735	0.0145	0.0140	0.1034	0.0378	0.0125	0.0615	0.1310	0.5238	0.0978	0.1529	0.0754	0.0176	0.2208	0.1786	0.2276	0.2732	0.2268		0.4327	0.2671	0.0771	0.0038		0.0626	0.3894			0.0309	0.0251	0.2096	0.1745		0.0052		0.1401	0.0804	0.1871	0.0664	0.0912	0.1167		0.2227	0.1681	0.2240
Physalia_physalis	0.0896	0.0571	0.1224	0.0749	0.2134	0.6019	0.4708	0.0495	0.0161	0.1012		0.0154	0.4366		0.0161	0.0333	0.0710	0.0242	0.0462	0.0182	0.1546	0.0679	0.1659	0.5677	0.0317	0.2042		0.0250				0.3334	0.1151	0.0952		0.0741	0.0700	0.0553	0.0160	0.1642	0.0295	0.1614	0.0382		0.1165	0.1515	0.0167	0.6283	0.0464	0.1825	0.1286	0.1292	0.0209	0.0431	0.1073	0.1851	0.0521	0.1372	0.2502	0.1553	0.0232	0.0943		0.1637				0.1989	0.1329		0.5850	0.3119	0.0706		0.1756	0.0499	0.1614	0.0619	0.0967	0.0680	0.0678			0.0766	0.0559	0.0226	0.1457	0.2303		0.2719	0.5708		0.0206	0.0909	0.4761	0.1298	0.2899		0.0577	0.1074	0.1520	0.0651	0.4029	0.0285	0.0325	0.0221	0.2198	0.0601	0.2756	0.0034	0.0509	0.2971	0.1343	0.0274	0.0310	0.0424	0.0324	0.1607	0.2069	0.3059	0.0632	0.1010	0.5564		0.0485	0.5069	0.1329	0.0138	0.3603	0.0879		0.4932	0.2784	0.2641	0.0735	0.0145	0.0140	0.1034	0.0378	0.0125	0.1983		0.0985	0.0791	0.1885		0.0098	0.2208	0.1760	0.4011	0.2859		0.4252	0.0352		0.0650		0.4904	0.0626	0.1696	0.0775	0.0496	0.1741	0.0251	0.0347		0.0913	0.0383	0.0325	0.1401	0.1468	0.0069	0.0566	0.0857		0.0084	0.0405	0.5513	0.3821
Ephydatia_muelleri	0.0872	0.0571	0.1250	0.1085	0.1163	0.1399	0.3269	0.0495		0.1012		0.0154	0.2235		0.0161	0.0333	0.0291	0.0729		0.1620	0.1598	0.0445	0.1659	0.0696	0.0317	0.1982		0.0250			0.0012	0.2539	0.1151			0.0678	0.0540	0.0553				0.0652	0.0451	0.2473	0.1165	0.1515	0.0851	0.1646	0.0597	0.1760		0.1521		0.2129	0.1121	0.2251	0.0521			0.1447	0.1066	0.1712		0.0515	0.1077	0.2151		0.1989	0.1387		0.1516	0.3181	0.5094	0.1984	0.0760	0.0499	0.0585		0.0967	0.0680	0.0783		0.1670		0.1567	0.0226	0.1278	0.1127	0.2933	0.0906	0.1068	0.0804	0.0206	0.1674	0.3210	0.2470	0.1772	0.2005	0.0577	0.0969	0.1553	0.0651	0.1514	0.0285	0.3050	0.0221	0.1321	0.0601	0.0468	0.0100	0.0509	0.0988		0.0186		0.0424	0.0324		0.0400	0.2422	0.0571		0.1205	0.0185	0.0458	0.1916	0.1261	0.0836	0.0894	0.0879	0.1563	0.2429	0.2784	0.2641		0.0145	0.0140	0.1034	0.0378		0.1209	0.1310		0.0791	0.1516	0.0711	0.0098	0.2208	0.1786	0.2689	0.2194	0.1051	0.3741		0.2729	0.0771	0.0038			0.1882	0.0775	0.0725	0.1696	0.0061	0.2096	0.1778		0.0383	0.0100	0.1401	0.1173	0.1811	0.0664	0.0912	0.1167	0.1410		0.1681	0.2151
Amphimedon_queenslandica	0.0266	0.0571	0.2316	0.1085	0.0091	0.1248	0.3269	0.0073	0.0285	0.0965	0.0057	0.0154	0.2136		0.0161	0.0333	0.0023	0.0138	0.0462	0.1185	0.0504	0.2420	0.1659	0.0696	0.0317	0.1653	0.0509	0.0906	0.0802	0.0105	0.0012	0.2122	0.1774	0.0216	0.0030	0.0616	0.0700	0.1258	0.0056	0.1822	0.0231	0.0652	0.0451	0.1227	0.0874	0.1515	0.0851	0.1768	0.0597		0.1909	0.1178	0.0209	0.3017	0.3451	0.2226	0.0521	0.1251	0.5320	0.1553	0.1066	0.1305	0.0682	0.0515	0.1077		0.1301		0.0925	0.1038	0.0850	0.2807	0.1906		0.0697	0.0499	0.0738	0.0940	0.0967	0.0680	0.0678	0.0653	0.0597	0.0143	0.1124	0.0226	0.1129	0.0199	0.2500	0.0906	0.1068	0.0804	0.0206	0.0007	0.2902	0.2470	0.1786	0.1931	0.0577			0.0651	0.4356		0.2600	0.0101	0.1321	0.0544	0.0007	0.0793	0.0595	0.0988	0.0723	0.0186	0.0506	0.0424	0.0294	0.1607	0.0336	0.2557	0.0571		0.1902	0.0256	0.0485	0.0420		0.5094	0.0458		0.1563	0.0565	0.2630	0.2618	0.0945	0.0145	0.0140	0.1034	0.0378	0.0125	0.1112	0.1310	0.0985	0.0791	0.0197	0.0754	0.0098	0.1643	0.1331	0.0449	0.1590		0.1955	0.3086	0.2584	0.0891	0.0038	0.1150		0.2131	0.0823	0.0878	0.1741	0.0061	0.2096	0.0648		0.0383	0.0100	0.1401	0.4325	0.0760	0.0664	0.0912	0.4293	0.0637	0.0300	0.1681	0.2062
Pseudospongosorites_suberitoides	0.0481			0.6615					0.0285	0.1407	0.0057	0.0154	0.5950	0.4529	0.0161		0.2327		0.2781			0.0666		0.1232	0.0317				0.1377	0.0105		0.5100	0.1655			0.4884		0.4093	0.0257		0.0231	0.5129	0.3963	0.5159	0.4335		0.2525		0.0294	0.5852	0.1199				0.0311	0.5783	0.0521	0.1032		0.6114	0.5194			0.0515								0.4171		0.0448	0.0309	0.3351		0.0940	0.0384				0.4224			0.0802				0.1604	0.6287		0.0030						0.1220	0.4399	0.4534	0.0099		0.2072		0.0221		0.4936	0.1243		0.3371	0.0433		0.0186		0.1221	0.0575	0.3618			0.5344					0.6815		0.1199					0.5678	0.6541		0.0145	0.0140		0.0604	0.0025				0.3709	0.5387		0.0098				0.6072					0.0891	0.0038							0.0061	0.0646			0.0383		0.1401			0.0664	0.2569	0.0130		0.0089		
Rhizopus_oryzae	0.0039	0.0571	0.1250	0.3669	0.1898	0.1372	0.2845	0.3255	0.0161		0.0210	0.0154	0.1179	0.0442	0.0142	0.0333	0.0285		0.0484		0.1546	0.3005	0.0255	0.0303	0.0777	0.1683	0.0301	0.3848	0.2211	0.0105	0.0012		0.0598	0.2047	0.1555	0.0741			0.0056		0.0295	0.0208		0.0137		0.0356	0.0851	0.0665	0.0370	0.1793			0.0209	0.0352		0.0662	0.0521	0.1099	0.1745	0.0219	0.1066	0.1094	0.1790	0.0473	0.1077	0.1545	0.1367		0.1011	0.1038	0.6499		0.1856	0.0303	0.0697	0.0339	0.0738	0.0940	0.0933	0.0495		0.1317	0.1670	0.0766	0.0371	0.0226	0.1129	0.1242	0.1432	0.0747	0.1083	0.0748	0.0206			0.2344		0.1968		0.0443	0.1658	0.1313			0.0392		0.0395	0.1094		0.1220	0.0509		0.1755	0.0340	0.1553	0.0234	0.1080	0.0976	0.0906	0.1678	0.0770	0.3452	0.1698	0.0256	0.0347	0.1032	0.1295	0.0778	0.3647	0.0879	0.0968	0.1775	0.1572	0.1836	0.2132	0.0307	0.0250	0.1479	0.4800	0.0125	0.0265	0.0827	0.1515	0.0459	0.0463	0.0834	0.0098	0.1749		0.1431	0.2173		0.2765		0.3445	0.0891	0.0185	0.0925		0.0516	0.0290		0.3908	0.0061	0.2096		0.3547	0.2379		0.1401	0.1357	0.2483	0.0664	0.1298	0.1167	0.0858	0.0405	0.0456	0.0683
Bolinopsis_infundibulum	0.0393			0.0749	0.1680	0.7365	0.5132		0.0161	0.0082	0.0077				0.0161	0.0272	0.3112			0.3196			0.6075		0.2886	0.6162				0.0105	0.0012		0.0470	0.0879	0.0274	0.0741	0.3780		0.0264				0.0451	0.3290			0.0303	0.1820		0.4691			0.0209		0.0213	0.5856	0.0521				0.6186			0.0877		0.4778							0.1994				0.0738	0.0833		0.0618	0.1490	0.0586		0.3836		0.0186				0.1843			0.0159			0.2286								0.0853	0.3005	0.0161	0.3448					0.0836		0.0186		0.0424	0.0268		0.1816		0.0083				0.0458		0.4501	0.0836	0.2948	0.2957	0.1563			0.1325	0.0525	0.0307				0.0025				0.0978	0.5793		0.0176		0.1746		0.4487			0.4345			0.0038		0.0164	0.4888	0.0775	0.2175		0.0251	0.6076			0.0383	0.1404				0.3598	0.2403		0.4612	0.0089		0.6530
Sycon_coactum	0.0109	0.1421	0.2671	0.2972	0.1898	0.0231	0.3019	0.0130	0.1567	0.1012		0.0154			0.0161			0.0644		0.1386	0.2673	0.0679		0.0696	0.0317			0.0242				0.2281	0.0588			0.0616	0.0780		0.0056		0.0295	0.0652	0.0451	0.3602	0.1165		0.0210	0.1990	0.0900	0.1760		0.1349		0.2155	0.0264	0.2251	0.0521		0.1745	0.1553		0.4940	0.5185	0.0431				0.1989	0.0492		0.0392		0.1856		0.0257	0.0499				0.0680	0.0056	0.0830	0.6214			0.0226	0.1427	0.1415	0.3182	0.0946	0.1146		0.0206	0.1537	0.1809	0.1212				0.5031	0.1486	0.0651	0.1514	0.0367	0.0100		0.0997	0.0544		0.1682	0.0509	0.0836		0.0186		0.0424	0.0043	0.4879	0.0336		0.0632		0.1595		0.0485	0.1961		0.0094	0.0894			0.1833		0.2334		0.0145	0.0140	0.1034	0.0468	0.0125	0.1242	0.1310	0.0985	0.0978	0.4017	0.0491	0.0098	0.4506	0.1201	0.2767	0.2194	0.0022				0.1278		0.0970			0.0775		0.1650	0.0061	0.0216	0.1778	0.0913	0.4258		0.1401	0.3956	0.1721	0.0664	0.0912	0.1482	0.1410	0.0194	0.1681	0.2115
Monosiga_ovata	0.0272	0.0571			0.5132				0.2061					0.2194		0.0210	0.0710	0.2309			0.1390	0.0679		0.0467	0.0317		0.0533					0.3592		0.2339		0.1946				0.1676					0.1088		0.0295					0.2536	0.0209						0.3911			0.1818	0.0756		0.3858			0.3910						0.0508						0.0680				0.0766			0.5797					0.0692	0.0206		0.3946		0.5375	0.4402			0.0951				0.3909						0.0267		0.2081				0.0069	0.1562						0.0026	0.0458		0.1295				0.2043		0.2274	0.5518				0.0778	0.0378	0.0125				0.0416			0.0098	0.3940						0.3459	0.3793			0.0061	0.0164				0.4523	0.0061	0.2160	0.3039			0.0100	0.1401			0.0254			0.0029	0.0016		
Hormathia_digitata	0.0321			0.5711		0.1385			0.0161		0.0210	0.0154		0.1464	0.0085	0.0333	0.2903			0.3531		0.0679	0.1307	0.5906	0.0074				0.0802		0.0012	0.3116	0.2525		0.0030	0.0741	0.2340		0.0264	0.1911	0.1372				0.1220			0.2180	0.2585		0.1286	0.1292	0.0209		0.3546							0.0686		0.0515				0.4594	0.1821		0.0485	0.0183		0.4774		0.0071	0.0738		0.3391				0.2234			0.0226	0.3707	0.4522		0.0946	0.5849		0.0030						0.2783	0.1074	0.0487	0.0651					0.1688		0.0468	0.0395		0.0988				0.0424	0.0324					0.3941		0.0185		0.2778	0.5586	0.1722					0.5254							0.0125		0.2897	0.3749			0.3581	0.0176		0.2058		0.4698				0.4981			0.1239		0.1409	0.0775		0.0511	0.0251	0.0593		0.0194		0.0325	0.1401		0.6387	0.4664	0.3895	0.3644			0.5552	
Petromyzon_marinus	0.0220				0.1871	0.0630		0.0187		0.1407		0.0587	0.2268			0.0333	0.0500	0.0982	0.0530	0.0922			0.1659	0.0546							0.0012		0.1151	0.0508		0.0491	0.0700		0.0160				0.0451	0.1982	0.1165			0.1182		0.1825		0.1521	0.0209			0.3235	0.1257	0.1251	0.1725		0.1066	0.1667				0.0798	0.2725	0.1989		0.1038	0.0562			0.0098		0.0339		0.2055	0.0967		0.0748	0.0653	0.5257	0.0766	0.1102		0.1457	0.0666	0.2592	0.0906	0.1130		0.0064		0.0377	0.2704	0.1934	0.0976		0.0969	0.1587						0.3448	0.0601			0.0509	0.0430		0.1217			0.0324		0.0423	0.4063			0.2590						0.0894	0.3475		0.2429	0.2784			0.0145		0.0966			0.1983	0.1310	0.0985		0.1567	0.0190	0.0176	0.1996			0.0935	0.0080		0.4188	0.0700		0.0038		0.0626			0.1336	0.0488			0.4568						0.3564	0.0664	0.0912					0.2240
Aiptasia_pallida	0.0450			0.1085			0.3019	0.0722			0.0057	0.0154			0.0900	0.0333	0.0710	0.4039				0.0679		0.0663	0.0317	0.2042			0.0417	0.0105	0.0012	0.2539		0.1238	0.0274	0.0741	0.0700	0.0553	0.0048	0.1956	0.0231		0.0382	0.2442	0.1203		0.3294	0.1820	0.0900			0.1464	0.0209	0.2129	0.1216	0.2251	0.0521	0.1251		0.1553		0.5076		0.5561		0.2172		0.5997	0.1387		0.1516		0.1906	0.1813		0.5276		0.0940	0.0967	0.0557	0.0783	0.1317	0.1619			0.0226	0.6931	0.1357		0.0946		0.0495	0.0206			0.2456	0.1786			0.0443	0.1587	0.0651	0.4573	0.0367	0.1747	0.0221	0.1321	0.0601	0.0468		0.0509	0.0988			0.0310	0.0490	0.0324		0.0336			0.1010		0.0185	0.0485	0.2006	0.1363	0.0836			0.1563		0.2784	0.5825	0.0945	0.0145	0.0140		0.0378	0.0125			0.0985	0.0978	0.5742	0.0797	0.0176	0.2208				0.3413	0.5320			0.0193	0.2462	0.2214		0.2131	0.0775	0.0115	0.1696	0.0251	0.2070			0.0383		0.0722	0.1468	0.1481		0.0912	0.1167	0.1189	0.0405	0.1681	0.2240
Aurelia_aurita	0.0085	0.0571		0.5633		0.1385		0.0722	0.0161		0.1657		0.5884	0.0953	0.0161	0.0333	0.3950	0.1910	0.0462	0.1286	0.4964	0.0679	0.1659		0.0317				0.0674		0.0012	0.4782		0.1238		0.0572	0.0700	0.0553	0.0056	0.2797			0.0451		0.5682		0.0808	0.4904	0.0464	0.1825	0.0075		0.0144	0.0167	0.1784		0.0521	0.1251		0.1428		0.0641	0.0756	0.0515	0.1077		0.5432	0.1953	0.1532		0.1516	0.3181			0.0446	0.0446		0.0940					0.3796					0.1438		0.0906		0.5881	0.0206	0.7194		0.2456								0.0367		0.0221			0.0468	0.0593	0.0509		0.1538	0.0011	0.0506	0.0424	0.0099	0.1021						0.0185				0.0836	0.0894		0.1563			0.2641	0.0945	0.0145			0.0378	0.0125			0.0985				0.0021		0.5253	0.4855							0.0038		0.0626		0.0775		0.1513	0.0251	0.5241	0.0515	0.0913	0.0383			0.1320	0.2994	0.0664			0.1189			
Priapulus_caudatus	0.0707	0.3158	0.0211	0.1085	0.6181		0.0700	0.0722		0.1012	0.0057	0.0154	0.6247	0.3289	0.0161	0.0333	0.0762		0.3119			0.0679	0.5607		0.0317				0.1954		0.0012	0.6032	0.4501	0.1828	0.0030	0.3321		0.0553	0.0056	0.0062	0.0295	0.0652	0.2928		0.0566	0.5439	0.0851				0.0134		0.0209	0.5998	0.2355			0.1251		0.1594	0.5804	0.2361		0.0515	0.1077		0.2758			0.1107	0.1516	0.5168			0.0760	0.0071	0.1541	0.3980	0.0967	0.2653		0.1117		0.0766	0.2552	0.0226	0.1099	0.0401	0.5596		0.1671	0.0804	0.1162	0.0359			0.5794	0.6162	0.0577	0.0969	0.1520	0.0651	0.1514	0.0367		0.2791	0.0623	0.0190					0.3060	0.0428	0.3318	0.0424						0.0066		0.0185	0.0430			0.0836	0.0894				0.5928	0.5939		0.0145	0.0250		0.0378	0.0125			0.0985	0.0978		0.0754	0.0176			0.2184	0.5882						0.0038		0.0626	0.2279		0.0115		0.0251	0.3361		0.1677	0.0383	0.0626	0.3938						0.1410			
