Basefrequencies
File	Taxon	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	p(gap)	p(Ambiguity) [X]	RCFV Value (taxon specific)	Absolute Deviation (A)	Absolute Deviation (V)	Absolute Deviation (L)	Absolute Deviation (I)	Absolute Deviation (P)	Absolute Deviation (M)	Absolute Deviation (F)	Absolute Deviation (W)	Absolute Deviation (G)	Absolute Deviation (S)	Absolute Deviation (T)	Absolute Deviation (C)	Absolute Deviation (N)	Absolute Deviation (Q)	Absolute Deviation (Y)	Absolute Deviation (D)	Absolute Deviation (E)	Absolute Deviation (K)	Absolute Deviation (R)	Absolute Deviation (H)	Absolute Deviation (Hydrophobic)	Absolute Deviation (Hydrophilic)	Absolute Deviation (Polar)	Absolute Deviation (Nonpolar)	Absolute Deviation (Positive)	Absolute Deviation (Neutral)	Absolute Deviation (Negative)	Absolute Deviation (Gap)	Absolute Deviation (Ambiguity) [X]	p_uninformative sites
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Abylopsis_tetragona	0.0650	0.0218	0.0529	0.0514	0.0403	0.0361	0.0511	0.0126	0.0659	0.0704	0.0271	0.0565	0.0737	0.0246	0.0611	0.0661	0.1003	0.0377	0.0483	0.0371	0.3515	0.6485	0.5219	0.4781	0.1215	0.7559	0.1226	0.1493	0.1296	0.0006	0.0038	0.0010	0.0005	0.0007	0.0028	0.0005	0.0043	0.0006	0.0025	0.0053	0.0014	0.0029	0.0004	0.0008	0.0017	0.0032	0.0046	0.0013	0.0003	0.0022	0.0129	0.0129	0.0118	0.0118	0.0020	0.0087	0.0067	0.0364	0.1467	0.2789
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Lottia_gigantea	0.0620	0.0214	0.0517	0.0528	0.0405	0.0390	0.0498	0.0134	0.0618	0.0712	0.0251	0.0546	0.0676	0.0238	0.0714	0.0631	0.1040	0.0393	0.0491	0.0384	0.3633	0.6367	0.5174	0.4826	0.1211	0.7612	0.1177	0.0410	0.0252	0.0007	0.0068	0.0006	0.0007	0.0007	0.0030	0.0024	0.0056	0.0002	0.0016	0.0061	0.0006	0.0010	0.0057	0.0016	0.0086	0.0002	0.0009	0.0003	0.0011	0.0009	0.0011	0.0011	0.0073	0.0073	0.0016	0.0034	0.0018	0.0719	0.2511	0.0662
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Sycon_ciliatum	0.0788	0.0215	0.0527	0.0510	0.0324	0.0349	0.0595	0.0132	0.0665	0.0553	0.0259	0.0519	0.0776	0.0260	0.0536	0.0588	0.1101	0.0418	0.0477	0.0408	0.3700	0.6300	0.4997	0.5003	0.1148	0.7745	0.1106	0.0362	0.1412	0.0009	0.0100	0.0007	0.0003	0.0011	0.0051	0.0017	0.0041	0.0000	0.0031	0.0098	0.0002	0.0017	0.0043	0.0006	0.0092	0.0041	0.0052	0.0028	0.0003	0.0015	0.0056	0.0056	0.0104	0.0104	0.0047	0.0099	0.0053	0.0767	0.1351	0.1774
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Capsaspora_owczarzaki	0.0926	0.0167	0.0516	0.0541	0.0334	0.0326	0.0644	0.0124	0.0624	0.0493	0.0248	0.0527	0.0782	0.0259	0.0566	0.0570	0.1081	0.0392	0.0483	0.0399	0.3826	0.6174	0.4877	0.5123	0.1137	0.7766	0.1096	0.0298	0.0475	0.0013	0.0238	0.0041	0.0008	0.0020	0.0041	0.0040	0.0090	0.0008	0.0010	0.0158	0.0009	0.0009	0.0049	0.0005	0.0062	0.0059	0.0032	0.0002	0.0003	0.0006	0.0182	0.0182	0.0224	0.0224	0.0058	0.0120	0.0063	0.0831	0.2288	0.0772
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Crella_elegans	0.0676	0.0219	0.0521	0.0492	0.0342	0.0367	0.0584	0.0127	0.0652	0.0691	0.0276	0.0527	0.0751	0.0259	0.0584	0.0622	0.1064	0.0400	0.0448	0.0399	0.3575	0.6425	0.5153	0.4847	0.1274	0.7577	0.1149	0.2167	0.4821	0.0005	0.0012	0.0011	0.0003	0.0029	0.0033	0.0001	0.0030	0.0005	0.0018	0.0040	0.0019	0.0009	0.0018	0.0005	0.0044	0.0007	0.0015	0.0010	0.0032	0.0006	0.0069	0.0069	0.0052	0.0052	0.0079	0.0069	0.0010	0.1038	0.2058	0.6988
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Tethya_wilhelma	0.0651	0.0233	0.0616	0.0518	0.0345	0.0366	0.0597	0.0139	0.0524	0.0751	0.0250	0.0592	0.0757	0.0228	0.0567	0.0684	0.0931	0.0410	0.0440	0.0399	0.3378	0.6622	0.5249	0.4751	0.1348	0.7376	0.1277	0.0321	0.8322	0.0012	0.0037	0.0025	0.0092	0.0003	0.0030	0.0000	0.0043	0.0007	0.0110	0.0100	0.0007	0.0056	0.0024	0.0026	0.0061	0.0055	0.0118	0.0020	0.0040	0.0006	0.0266	0.0266	0.0148	0.0148	0.0153	0.0270	0.0118	0.0808	0.5559	0.8643
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Drosophila_melanogaster	0.0728	0.0208	0.0515	0.0535	0.0386	0.0381	0.0579	0.0139	0.0584	0.0608	0.0242	0.0512	0.0713	0.0257	0.0625	0.0617	0.1071	0.0426	0.0472	0.0401	0.3680	0.6320	0.5092	0.4908	0.1187	0.7685	0.1129	0.0121	0.0327	0.0005	0.0040	0.0000	0.0009	0.0014	0.0011	0.0015	0.0025	0.0007	0.0050	0.0043	0.0015	0.0024	0.0020	0.0003	0.0003	0.0012	0.0022	0.0036	0.0008	0.0008	0.0036	0.0036	0.0009	0.0009	0.0008	0.0039	0.0030	0.1008	0.2436	0.0448
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Spizellomyces_punctatus	0.0779	0.0154	0.0538	0.0548	0.0338	0.0356	0.0620	0.0150	0.0585	0.0575	0.0242	0.0536	0.0747	0.0250	0.0599	0.0630	0.1088	0.0379	0.0480	0.0407	0.3744	0.6256	0.4971	0.5029	0.1195	0.7639	0.1166	0.0334	0.0805	0.0008	0.0091	0.0054	0.0014	0.0027	0.0037	0.0010	0.0066	0.0018	0.0049	0.0076	0.0015	0.0000	0.0014	0.0004	0.0029	0.0001	0.0039	0.0011	0.0000	0.0014	0.0100	0.0100	0.0130	0.0130	0.0000	0.0007	0.0007	0.0795	0.1958	0.1139
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Acropora_digitifera	0.0659	0.0206	0.0518	0.0493	0.0379	0.0352	0.0555	0.0128	0.0625	0.0674	0.0249	0.0522	0.0748	0.0265	0.0597	0.0673	0.1058	0.0400	0.0500	0.0399	0.3591	0.6409	0.5143	0.4857	0.1229	0.7576	0.1194	0.1067	0.2122	0.0004	0.0029	0.0002	0.0006	0.0028	0.0004	0.0014	0.0001	0.0004	0.0009	0.0023	0.0008	0.0014	0.0015	0.0011	0.0031	0.0044	0.0009	0.0010	0.0020	0.0006	0.0053	0.0053	0.0042	0.0042	0.0034	0.0070	0.0035	0.0062	0.0641	0.3189
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Amoebidium_parasiticum	0.0813	0.0200	0.0573	0.0546	0.0324	0.0374	0.0610	0.0143	0.0552	0.0559	0.0277	0.0532	0.0802	0.0259	0.0520	0.0625	0.1061	0.0388	0.0440	0.0403	0.3655	0.6345	0.4970	0.5030	0.1169	0.7674	0.1157	0.0358	0.0928	0.0011	0.0125	0.0008	0.0049	0.0025	0.0051	0.0008	0.0056	0.0011	0.0082	0.0092	0.0020	0.0004	0.0069	0.0005	0.0108	0.0004	0.0012	0.0002	0.0040	0.0010	0.0011	0.0011	0.0131	0.0131	0.0026	0.0028	0.0002	0.0771	0.1835	0.1287
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Lithobius_forficatus	0.0697	0.0210	0.0505	0.0522	0.0381	0.0357	0.0546	0.0134	0.0596	0.0657	0.0249	0.0541	0.0740	0.0246	0.0631	0.0640	0.1055	0.0409	0.0481	0.0404	0.3650	0.6350	0.5105	0.4895	0.1203	0.7616	0.1181	0.1215	0.1066	0.0003	0.0009	0.0002	0.0019	0.0001	0.0006	0.0009	0.0008	0.0002	0.0038	0.0006	0.0008	0.0005	0.0007	0.0008	0.0003	0.0011	0.0006	0.0019	0.0001	0.0011	0.0006	0.0006	0.0004	0.0004	0.0008	0.0030	0.0022	0.0086	0.1697	0.2281
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Daphnia_pulex	0.0694	0.0200	0.0510	0.0516	0.0381	0.0362	0.0555	0.0139	0.0629	0.0620	0.0257	0.0520	0.0700	0.0249	0.0641	0.0625	0.1091	0.0416	0.0493	0.0404	0.3718	0.6282	0.5072	0.4928	0.1174	0.7681	0.1145	0.0181	0.0753	0.0004	0.0006	0.0008	0.0014	0.0005	0.0006	0.0004	0.0001	0.0007	0.0005	0.0031	0.0000	0.0016	0.0033	0.0005	0.0013	0.0004	0.0042	0.0026	0.0013	0.0011	0.0074	0.0074	0.0029	0.0029	0.0021	0.0035	0.0014	0.0948	0.2010	0.0934
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Latrunculia_apicalis	0.0669	0.0215	0.0512	0.0501	0.0340	0.0362	0.0555	0.0135	0.0681	0.0633	0.0260	0.0521	0.0740	0.0264	0.0597	0.0619	0.1128	0.0405	0.0469	0.0395	0.3652	0.6348	0.5096	0.4904	0.1188	0.7672	0.1139	0.0627	0.1773	0.0005	0.0019	0.0007	0.0012	0.0020	0.0035	0.0004	0.0001	0.0003	0.0047	0.0018	0.0003	0.0015	0.0007	0.0010	0.0031	0.0010	0.0079	0.0015	0.0011	0.0002	0.0008	0.0008	0.0005	0.0005	0.0007	0.0026	0.0020	0.0502	0.0990	0.2401
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Agalma_elegans	0.0617	0.0215	0.0496	0.0491	0.0419	0.0383	0.0495	0.0125	0.0660	0.0714	0.0258	0.0546	0.0708	0.0243	0.0698	0.0644	0.1035	0.0377	0.0508	0.0369	0.3609	0.6391	0.5187	0.4813	0.1209	0.7601	0.1190	0.1308	0.1525	0.0008	0.0071	0.0007	0.0028	0.0030	0.0044	0.0017	0.0059	0.0007	0.0026	0.0063	0.0001	0.0010	0.0025	0.0011	0.0070	0.0015	0.0014	0.0013	0.0028	0.0024	0.0035	0.0035	0.0086	0.0086	0.0014	0.0045	0.0031	0.0179	0.1238	0.2833
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Nanomia_bijuga	0.0645	0.0213	0.0517	0.0493	0.0436	0.0367	0.0477	0.0126	0.0676	0.0711	0.0261	0.0556	0.0713	0.0237	0.0686	0.0635	0.1010	0.0370	0.0497	0.0375	0.3600	0.6400	0.5170	0.4830	0.1188	0.7622	0.1190	0.2240	0.1858	0.0008	0.0043	0.0005	0.0007	0.0028	0.0061	0.0001	0.0077	0.0006	0.0042	0.0060	0.0004	0.0020	0.0020	0.0017	0.0058	0.0006	0.0039	0.0020	0.0017	0.0018	0.0044	0.0044	0.0069	0.0069	0.0007	0.0024	0.0031	0.1111	0.0905	0.4098
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Bolocera_tuediae	0.0658	0.0210	0.0528	0.0514	0.0396	0.0385	0.0504	0.0103	0.0597	0.0692	0.0260	0.0537	0.0736	0.0267	0.0670	0.0639	0.0991	0.0413	0.0478	0.0423	0.3583	0.6417	0.5154	0.4846	0.1195	0.7629	0.1176	0.0624	0.7515	0.0006	0.0030	0.0002	0.0004	0.0007	0.0021	0.0019	0.0050	0.0029	0.0037	0.0041	0.0003	0.0001	0.0003	0.0013	0.0042	0.0010	0.0058	0.0023	0.0002	0.0030	0.0061	0.0061	0.0053	0.0053	0.0000	0.0017	0.0017	0.0505	0.4752	0.8140
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Eunicella_verrucosa	0.0661	0.0201	0.0513	0.0514	0.0384	0.0368	0.0520	0.0137	0.0655	0.0702	0.0252	0.0534	0.0735	0.0246	0.0631	0.0658	0.1037	0.0376	0.0498	0.0378	0.3595	0.6405	0.5157	0.4843	0.1222	0.7586	0.1192	0.0653	0.1196	0.0004	0.0027	0.0007	0.0011	0.0007	0.0009	0.0002	0.0034	0.0005	0.0021	0.0051	0.0005	0.0002	0.0002	0.0008	0.0003	0.0029	0.0012	0.0014	0.0018	0.0015	0.0049	0.0049	0.0056	0.0056	0.0027	0.0060	0.0033	0.0476	0.1567	0.1849
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Ministeria_vibrans	0.0912	0.0194	0.0545	0.0581	0.0300	0.0317	0.0675	0.0127	0.0641	0.0480	0.0255	0.0542	0.0782	0.0276	0.0511	0.0600	0.1080	0.0354	0.0449	0.0379	0.3714	0.6286	0.4959	0.5041	0.1155	0.7704	0.1141	0.1455	0.2173	0.0015	0.0224	0.0014	0.0021	0.0060	0.0075	0.0049	0.0121	0.0005	0.0007	0.0171	0.0002	0.0006	0.0049	0.0022	0.0117	0.0029	0.0031	0.0036	0.0031	0.0014	0.0070	0.0070	0.0142	0.0142	0.0040	0.0058	0.0018	0.0326	0.0590	0.3628
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Mortierella_verticillata	0.0783	0.0160	0.0534	0.0562	0.0364	0.0363	0.0539	0.0140	0.0613	0.0596	0.0265	0.0553	0.0727	0.0242	0.0639	0.0617	0.1032	0.0401	0.0484	0.0388	0.3731	0.6269	0.5008	0.4992	0.1135	0.7695	0.1170	0.0277	0.0309	0.0006	0.0095	0.0048	0.0010	0.0041	0.0011	0.0003	0.0015	0.0008	0.0021	0.0055	0.0008	0.0017	0.0006	0.0012	0.0011	0.0012	0.0017	0.0011	0.0004	0.0005	0.0087	0.0087	0.0093	0.0093	0.0060	0.0049	0.0011	0.0852	0.2454	0.0587
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Hemithiris_psittacea	0.0672	0.0202	0.0533	0.0538	0.0390	0.0376	0.0538	0.0137	0.0621	0.0661	0.0269	0.0546	0.0749	0.0253	0.0651	0.0620	0.1005	0.0380	0.0478	0.0379	0.3591	0.6409	0.5126	0.4874	0.1199	0.7635	0.1167	0.0906	0.1281	0.0004	0.0016	0.0006	0.0009	0.0017	0.0015	0.0010	0.0016	0.0005	0.0013	0.0010	0.0012	0.0010	0.0016	0.0001	0.0023	0.0009	0.0044	0.0010	0.0002	0.0014	0.0053	0.0053	0.0025	0.0025	0.0004	0.0011	0.0008	0.0223	0.1482	0.2187
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Physalia_physalis	0.0624	0.0196	0.0519	0.0476	0.0427	0.0382	0.0514	0.0126	0.0670	0.0715	0.0255	0.0543	0.0678	0.0243	0.0705	0.0660	0.1008	0.0370	0.0510	0.0379	0.3607	0.6393	0.5196	0.4804	0.1229	0.7568	0.1203	0.2025	0.1564	0.0009	0.0064	0.0012	0.0005	0.0045	0.0052	0.0016	0.0040	0.0006	0.0036	0.0064	0.0002	0.0007	0.0055	0.0011	0.0077	0.0031	0.0041	0.0020	0.0030	0.0014	0.0037	0.0037	0.0095	0.0095	0.0034	0.0078	0.0044	0.0896	0.1199	0.3589
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Pseudospongosorites_suberitoides	0.0641	0.0191	0.0530	0.0532	0.0336	0.0376	0.0587	0.0126	0.0571	0.0706	0.0278	0.0584	0.0736	0.0256	0.0624	0.0645	0.0990	0.0396	0.0460	0.0434	0.3553	0.6447	0.5181	0.4819	0.1293	0.7478	0.1229	0.1610	0.6189	0.0007	0.0047	0.0017	0.0006	0.0011	0.0039	0.0010	0.0033	0.0006	0.0063	0.0055	0.0021	0.0048	0.0003	0.0002	0.0004	0.0016	0.0059	0.0006	0.0020	0.0041	0.0091	0.0091	0.0080	0.0080	0.0098	0.0168	0.0070	0.0481	0.3426	0.7799
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Rhizopus_oryzae	0.0714	0.0158	0.0523	0.0553	0.0396	0.0385	0.0538	0.0131	0.0624	0.0647	0.0262	0.0560	0.0691	0.0246	0.0674	0.0660	0.1007	0.0374	0.0452	0.0405	0.3646	0.6354	0.5140	0.4860	0.1186	0.7595	0.1219	0.1090	0.1815	0.0006	0.0026	0.0050	0.0001	0.0032	0.0021	0.0019	0.0016	0.0001	0.0010	0.0004	0.0005	0.0024	0.0042	0.0008	0.0046	0.0031	0.0042	0.0016	0.0028	0.0012	0.0002	0.0002	0.0039	0.0039	0.0009	0.0051	0.0060	0.0039	0.0948	0.2905
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Ephydatia_muelleri	0.0716	0.0215	0.0509	0.0517	0.0324	0.0361	0.0549	0.0135	0.0640	0.0621	0.0250	0.0510	0.0773	0.0263	0.0549	0.0630	0.1139	0.0418	0.0477	0.0402	0.3669	0.6331	0.5049	0.4951	0.1170	0.7689	0.1140	0.0257	0.1333	0.0006	0.0028	0.0007	0.0015	0.0004	0.0051	0.0005	0.0005	0.0003	0.0006	0.0030	0.0007	0.0026	0.0040	0.0009	0.0079	0.0001	0.0090	0.0028	0.0003	0.0009	0.0025	0.0025	0.0052	0.0052	0.0025	0.0043	0.0019	0.0872	0.1430	0.1590
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Amphimedon_queenslandica	0.0613	0.0205	0.0511	0.0524	0.0366	0.0383	0.0550	0.0132	0.0723	0.0649	0.0236	0.0530	0.0704	0.0254	0.0665	0.0635	0.1087	0.0379	0.0458	0.0396	0.3589	0.6411	0.5196	0.4804	0.1199	0.7636	0.1165	0.0863	0.0747	0.0006	0.0075	0.0003	0.0013	0.0003	0.0009	0.0017	0.0004	0.0000	0.0089	0.0002	0.0021	0.0006	0.0029	0.0000	0.0037	0.0006	0.0038	0.0011	0.0022	0.0003	0.0055	0.0055	0.0095	0.0095	0.0004	0.0010	0.0006	0.0266	0.2016	0.1610
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Monosiga_ovata	0.1012	0.0196	0.0613	0.0543	0.0305	0.0300	0.0607	0.0119	0.0576	0.0538	0.0263	0.0535	0.0790	0.0266	0.0567	0.0552	0.0960	0.0360	0.0437	0.0461	0.3819	0.6181	0.4777	0.5223	0.1145	0.7768	0.1087	0.1401	0.6217	0.0018	0.0324	0.0012	0.0089	0.0022	0.0070	0.0066	0.0053	0.0013	0.0058	0.0113	0.0006	0.0001	0.0057	0.0012	0.0061	0.0077	0.0089	0.0030	0.0043	0.0068	0.0175	0.0175	0.0324	0.0324	0.0050	0.0122	0.0072	0.0272	0.3454	0.7618
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Sycon_coactum	0.0783	0.0210	0.0513	0.0506	0.0324	0.0346	0.0616	0.0135	0.0648	0.0561	0.0257	0.0525	0.0777	0.0265	0.0532	0.0596	0.1104	0.0422	0.0477	0.0403	0.3692	0.6308	0.5018	0.4982	0.1177	0.7702	0.1121	0.1020	0.2819	0.0009	0.0095	0.0002	0.0011	0.0015	0.0051	0.0020	0.0062	0.0003	0.0014	0.0090	0.0000	0.0011	0.0044	0.0011	0.0096	0.0033	0.0055	0.0032	0.0003	0.0010	0.0048	0.0048	0.0083	0.0083	0.0018	0.0056	0.0038	0.0109	0.0056	0.3839
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Bolinopsis_infundibulum	0.0627	0.0214	0.0542	0.0557	0.0410	0.0359	0.0494	0.0124	0.0599	0.0727	0.0272	0.0582	0.0748	0.0245	0.0668	0.0594	0.1043	0.0393	0.0441	0.0362	0.3537	0.6463	0.5173	0.4827	0.1221	0.7604	0.1175	0.1522	0.5579	0.0008	0.0061	0.0006	0.0018	0.0036	0.0035	0.0007	0.0060	0.0008	0.0035	0.0076	0.0015	0.0046	0.0015	0.0009	0.0040	0.0035	0.0006	0.0003	0.0039	0.0031	0.0107	0.0107	0.0072	0.0072	0.0026	0.0042	0.0016	0.0393	0.2816	0.7100
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Hormathia_digitata	0.0639	0.0212	0.0486	0.0513	0.0384	0.0402	0.0519	0.0126	0.0600	0.0695	0.0272	0.0515	0.0727	0.0274	0.0664	0.0614	0.1057	0.0369	0.0506	0.0427	0.3690	0.6310	0.5097	0.4903	0.1214	0.7656	0.1129	0.1450	0.5584	0.0007	0.0049	0.0004	0.0038	0.0008	0.0009	0.0036	0.0035	0.0006	0.0034	0.0044	0.0015	0.0021	0.0006	0.0020	0.0036	0.0015	0.0008	0.0021	0.0026	0.0034	0.0046	0.0046	0.0004	0.0004	0.0019	0.0010	0.0030	0.0321	0.2821	0.7034
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Petromyzon_marinus	0.0794	0.0217	0.0555	0.0503	0.0326	0.0346	0.0650	0.0140	0.0616	0.0524	0.0248	0.0499	0.0782	0.0273	0.0513	0.0608	0.1144	0.0392	0.0472	0.0397	0.3708	0.6292	0.4954	0.5046	0.1174	0.7719	0.1107	0.0909	0.4325	0.0012	0.0106	0.0009	0.0031	0.0018	0.0049	0.0020	0.0096	0.0008	0.0018	0.0127	0.0009	0.0037	0.0049	0.0019	0.0115	0.0021	0.0095	0.0002	0.0008	0.0004	0.0064	0.0064	0.0147	0.0147	0.0021	0.0073	0.0052	0.0220	0.1562	0.5235
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Aurelia_aurita	0.0642	0.0204	0.0519	0.0489	0.0392	0.0379	0.0534	0.0134	0.0589	0.0762	0.0263	0.0533	0.0717	0.0236	0.0670	0.0691	0.0994	0.0354	0.0534	0.0362	0.3600	0.6400	0.5164	0.4836	0.1296	0.7480	0.1224	0.1044	0.5112	0.0009	0.0046	0.0004	0.0005	0.0032	0.0017	0.0013	0.0020	0.0002	0.0045	0.0111	0.0006	0.0003	0.0016	0.0018	0.0042	0.0062	0.0055	0.0036	0.0054	0.0031	0.0044	0.0044	0.0063	0.0063	0.0101	0.0166	0.0065	0.0085	0.2349	0.6156
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Aiptasia_pallida	0.0661	0.0192	0.0497	0.0520	0.0397	0.0356	0.0542	0.0139	0.0615	0.0712	0.0260	0.0540	0.0700	0.0251	0.0666	0.0634	0.1020	0.0394	0.0505	0.0398	0.3649	0.6351	0.5154	0.4846	0.1254	0.7572	0.1174	0.0679	0.3828	0.0005	0.0027	0.0016	0.0027	0.0001	0.0022	0.0010	0.0012	0.0007	0.0019	0.0061	0.0003	0.0004	0.0033	0.0003	0.0038	0.0005	0.0029	0.0004	0.0025	0.0005	0.0005	0.0005	0.0053	0.0053	0.0059	0.0074	0.0015	0.0450	0.1065	0.4506
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Beroe_abyssicola	0.0612	0.0225	0.0517	0.0532	0.0408	0.0370	0.0488	0.0129	0.0689	0.0686	0.0251	0.0540	0.0754	0.0254	0.0663	0.0598	0.1056	0.0377	0.0477	0.0374	0.3562	0.6438	0.5167	0.4833	0.1174	0.7689	0.1137	0.1232	0.1751	0.0006	0.0076	0.0017	0.0007	0.0011	0.0033	0.0004	0.0066	0.0003	0.0055	0.0035	0.0006	0.0004	0.0021	0.0000	0.0035	0.0031	0.0007	0.0013	0.0003	0.0019	0.0082	0.0082	0.0066	0.0066	0.0021	0.0043	0.0022	0.0103	0.1012	0.2983
Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Priapulus_caudatus	0.0704	0.0203	0.0566	0.0553	0.0356	0.0348	0.0596	0.0135	0.0586	0.0670	0.0279	0.0535	0.0735	0.0237	0.0626	0.0643	0.0993	0.0394	0.0451	0.0389	0.3577	0.6423	0.5122	0.4878	0.1266	0.7556	0.1178	0.1836	0.4372	0.0006	0.0016	0.0005	0.0042	0.0032	0.0019	0.0018	0.0042	0.0003	0.0048	0.0019	0.0022	0.0001	0.0002	0.0017	0.0002	0.0014	0.0056	0.0004	0.0029	0.0004	0.0067	0.0067	0.0021	0.0021	0.0071	0.0090	0.0019	0.0707	0.1609	0.6208
