Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
vata	0 All_Taxa	74	0.0694	0.0108	0.0843	0.0593	0.0323	0.0421	0.0509	0.0106	0.0735	0.0526	0.0324	0.0522	0.0794	0.0146	0.0634	0.0740	0.0796	0.0341	0.0361	0.0483	0.3398	0.6602	0.4964	0.5036	0.1035	0.7703	0.1262	0.0705	0.0049	0.0018	0.0037	0.0042	0.0037	0.0027	0.0036	0.0008	0.0048	0.0038	0.0032	0.0039	0.0044	0.0027	0.0052	0.0037	0.0038	0.0041	0.0024	0.0030	0.0064	0.0064	0.0072	0.0072	0.0039	0.0057	0.0038	353.336569999998	1387	1.00000	0.9486	0.0003	0.0000	0.0511	0.0005	0.0000	0.0883	0.0000	0.0000	0.0000	0.0000
nsf1	0 All_Taxa	65	0.0651	0.0116	0.0669	0.0427	0.0312	0.0280	0.0811	0.0003	0.0446	0.0782	0.0326	0.0718	0.0650	0.0137	0.0673	0.0832	0.1086	0.0351	0.0283	0.0448	0.3469	0.6531	0.5212	0.4788	0.1593	0.6857	0.1550	0.2301	0.0017	0.0005	0.0008	0.0009	0.0009	0.0005	0.0010	0.0001	0.0013	0.0011	0.0007	0.0010	0.0010	0.0006	0.0010	0.0012	0.0009	0.0010	0.0006	0.0005	0.0051	0.0051	0.0060	0.0060	0.0032	0.0056	0.0043	6683.21451000003	1216	0	0.9833	0.0002	0.0000	0.0165	0.0002	0.0000	1.8253	0.0132	0.0288	0.0314	0.0210
rpl1	0 All_Taxa	74	0.0628	0.0187	0.0455	0.0392	0.0560	0.0213	0.0403	0.0048	0.0590	0.1461	0.0283	0.0518	0.0756	0.0203	0.0537	0.0464	0.1172	0.0423	0.0338	0.0369	0.3374	0.6626	0.5415	0.4585	0.1864	0.7154	0.0982	0.1154	0.0085	0.0040	0.0055	0.0061	0.0077	0.0039	0.0048	0.0002	0.0105	0.0068	0.0043	0.0064	0.0075	0.0044	0.0080	0.0061	0.0061	0.0061	0.0039	0.0048	0.0109	0.0109	0.0098	0.0098	0.0062	0.0120	0.0070	420.347039999999	1387	1.00000	0.9923	0.0001	0.0000	0.0077	0.0002	0.0000	0.0464	0.1163	0.3116	0.3349	0.4698
tribe1381	0 All_Taxa	66	0.0803	0.0241	0.0435	0.0440	0.0303	0.0179	0.0647	0.0050	0.0466	0.0685	0.0232	0.0704	0.0880	0.0301	0.0863	0.0603	0.0967	0.0240	0.0410	0.0553	0.3878	0.6122	0.4808	0.5192	0.1332	0.7361	0.1307	0.2169	0.0052	0.0025	0.0029	0.0038	0.0045	0.0031	0.0041	0.0007	0.0049	0.0066	0.0042	0.0051	0.0060	0.0031	0.0070	0.0048	0.0058	0.0035	0.0040	0.0032	0.0132	0.0132	0.0120	0.0120	0.0094	0.0124	0.0084	1692.21677	1235	0.000000000000000069341	0.9650	0.0007	0.0000	0.0342	0.0009	0.0000	0.4747	0.0270	0.0856	0.0902	0.0542
rpl37a	0 All_Taxa	72	0.0449	0.0515	0.1024	0.0915	0.0380	0.0291	0.1610	0.0133	0.0733	0.1304	0.0276	0.0029	0.0217	0.0544	0.0236	0.0147	0.0293	0.0281	0.0482	0.0140	0.2009	0.7991	0.6750	0.3250	0.2914	0.6909	0.0177	0.1721	0.0114	0.0044	0.0082	0.0106	0.0083	0.0113	0.0139	0.0025	0.0138	0.0127	0.0077	0.0043	0.0077	0.0104	0.0089	0.0054	0.0097	0.0107	0.0076	0.0030	0.0187	0.0187	0.0211	0.0211	0.0159	0.0193	0.0076	468.71868	1349	1.00000	0.9892	0.0038	0.0000	0.0070	0.0063	0.0000	0.0750	0.0494	0.2346	0.1852	0.2346
rps15	0 All_Taxa	72	0.0442	0.0072	0.0766	0.0463	0.0259	0.0298	0.0983	0.0001	0.0445	0.1171	0.0431	0.0275	0.0690	0.0386	0.0599	0.0557	0.0912	0.0245	0.0433	0.0572	0.3391	0.6609	0.5153	0.4847	0.2154	0.7015	0.0831	0.1342	0.0083	0.0040	0.0063	0.0077	0.0066	0.0066	0.0094	0.0002	0.0075	0.0075	0.0072	0.0057	0.0089	0.0062	0.0098	0.0069	0.0089	0.0062	0.0054	0.0052	0.0175	0.0175	0.0157	0.0157	0.0080	0.0120	0.0062	483.97539	1349	1.00000	0.9781	0.0006	0.0000	0.0213	0.0011	0.0000	0.0855	0.0942	0.1522	0.1667	0.2101
rpl6	0 All_Taxa	76	0.0473	0.0039	0.0649	0.0634	0.0230	0.0431	0.0640	0.0008	0.0559	0.0868	0.0138	0.0490	0.0955	0.0194	0.0613	0.0233	0.1362	0.0457	0.0454	0.0573	0.3621	0.6379	0.4775	0.5225	0.1508	0.7769	0.0723	0.2012	0.0185	0.0049	0.0076	0.0100	0.0088	0.0081	0.0105	0.0014	0.0143	0.0145	0.0069	0.0081	0.0174	0.0060	0.0171	0.0088	0.0131	0.0099	0.0095	0.0061	0.0218	0.0218	0.0248	0.0248	0.0130	0.0175	0.0126	788.96269	1425	1.00000	0.9741	0.0015	0.0000	0.0243	0.0026	0.0000	0.0385	0.0333	0.0667	0.1000	0.1833
rps5	0 All_Taxa	74	0.0977	0.0186	0.0535	0.0435	0.0591	0.0217	0.0929	0.0097	0.0684	0.0790	0.0219	0.0429	0.0731	0.0227	0.0782	0.0544	0.0806	0.0290	0.0244	0.0287	0.3412	0.6588	0.5321	0.4679	0.1719	0.7308	0.0973	0.0939	0.0080	0.0033	0.0033	0.0070	0.0037	0.0038	0.0043	0.0016	0.0081	0.0053	0.0047	0.0038	0.0061	0.0032	0.0069	0.0038	0.0057	0.0045	0.0036	0.0029	0.0102	0.0102	0.0098	0.0098	0.0049	0.0059	0.0030	262.060429999999	1387	1.00000	0.9831	0.0009	0.0000	0.0160	0.0016	0.0000	0.0552	0.0532	0.0691	0.0691	0.0904
tribe1099	0 All_Taxa	71	0.0685	0.0096	0.0599	0.0500	0.0442	0.0163	0.0482	0.0000	0.0574	0.0656	0.0145	0.0894	0.0605	0.0254	0.1192	0.0751	0.0827	0.0255	0.0446	0.0435	0.3730	0.6270	0.5067	0.4933	0.1137	0.7217	0.1645	0.1748	0.0123	0.0023	0.0075	0.0119	0.0097	0.0053	0.0071	0.0000	0.0121	0.0107	0.0077	0.0104	0.0140	0.0062	0.0115	0.0113	0.0127	0.0089	0.0062	0.0073	0.0185	0.0185	0.0143	0.0143	0.0087	0.0121	0.0097	514.51407	1330	1.00000	0.9794	0.0000	0.0000	0.0206	0.0000	0.0000	0.0969	0.0000	0.0541	0.0270	0.0721
mcm	0 All_Taxa	62	0.0803	0.0184	0.0620	0.0671	0.0332	0.0325	0.0679	0.0002	0.0652	0.0612	0.0275	0.0660	0.0733	0.0274	0.0616	0.0607	0.0925	0.0290	0.0325	0.0415	0.3361	0.6639	0.5286	0.4714	0.1292	0.7442	0.1267	0.268900000000001	0.0012	0.0007	0.0010	0.0013	0.0015	0.0007	0.0010	0.0001	0.0012	0.0012	0.0010	0.0009	0.0014	0.0007	0.0016	0.0012	0.0017	0.0011	0.0010	0.0008	0.0059	0.0059	0.0074	0.0074	0.0051	0.0076	0.0037	11835.2531600001	1159	0	0.9737	0.0006	0.0000	0.0257	0.0005	0.0000	3.1025	0.0302	0.0340	0.0321	0.0265
rps25	0 All_Taxa	68	0.0622	0.0040	0.0554	0.0416	0.0309	0.0411	0.0720	0.0121	0.0709	0.1815	0.0072	0.0379	0.0779	0.0189	0.0510	0.0454	0.1246	0.0241	0.0142	0.0271	0.2983	0.7017	0.5684	0.4316	0.2535	0.6631	0.0833	0.1587	0.0109	0.0049	0.0099	0.0072	0.0069	0.0077	0.0090	0.0008	0.0110	0.0097	0.0075	0.0061	0.0126	0.0060	0.0086	0.0073	0.0141	0.0091	0.0048	0.0046	0.0164	0.0164	0.0149	0.0149	0.0091	0.0122	0.0068	457.010110000001	1273	1.00000	0.9901	0.0007	0.0000	0.0092	0.0012	0.0000	0.1256	0.0353	0.2588	0.2941	0.3647
rpl22	0 All_Taxa	69	0.0369	0.0109	0.0374	0.0610	0.0575	0.0561	0.0555	0.0086	0.0511	0.1398	0.0102	0.0619	0.0710	0.0147	0.0579	0.0633	0.1015	0.0311	0.0533	0.0202	0.2885	0.7115	0.6031	0.3969	0.1953	0.6794	0.1253	0.1826	0.0130	0.0017	0.0095	0.0120	0.0128	0.0082	0.0081	0.0031	0.0131	0.0120	0.0037	0.0115	0.0123	0.0066	0.0102	0.0100	0.0130	0.0104	0.0067	0.0050	0.0175	0.0175	0.0169	0.0169	0.0122	0.0156	0.0094	526.31561	1292	1.00000	0.9756	0.0005	0.0000	0.0240	0.0008	0.0000	0.1258	0.0000	0.0000	0.0211	0.0316
pyrdehydroe1b	0 All_Taxa	64	0.0950	0.0285	0.0853	0.0523	0.0238	0.0291	0.0442	0.0091	0.0464	0.0431	0.0150	0.0501	0.0870	0.0232	0.0665	0.0662	0.0794	0.0390	0.0591	0.0576	0.3817	0.6183	0.4460	0.5540	0.0873	0.7964	0.1163	0.1752	0.0048	0.0025	0.0033	0.0032	0.0027	0.0030	0.0028	0.0016	0.0039	0.0025	0.0034	0.0029	0.0051	0.0019	0.0054	0.0036	0.0041	0.0029	0.0027	0.0017	0.0107	0.0107	0.0099	0.0099	0.0041	0.0073	0.0053	1473.80144	1197	0.000000063389	0.9580	0.0001	0.0000	0.0419	0.0002	0.0000	0.5244	0.0563	0.0781	0.1094	0.1094
rpl25	0 All_Taxa	74	0.0976	0.0013	0.0254	0.0649	0.0471	0.0367	0.0711	0.0002	0.0396	0.1520	0.0124	0.0643	0.0815	0.0205	0.0823	0.0239	0.0758	0.0235	0.0247	0.0551	0.3482	0.6518	0.5448	0.4552	0.2231	0.6887	0.0882	0.1515	0.0112	0.0022	0.0027	0.0099	0.0081	0.0068	0.0098	0.0004	0.0107	0.0130	0.0050	0.0075	0.0105	0.0090	0.0092	0.0059	0.0082	0.0079	0.0056	0.0078	0.0171	0.0171	0.0140	0.0140	0.0133	0.0152	0.0068	638.19907	1387	1.00000	0.9905	0.0011	0.0000	0.0084	0.0020	0.0000	0.0481	0.0656	0.2541	0.2951	0.3525
tribe1007	0 All_Taxa	71	0.0391	0.0190	0.0642	0.0392	0.0478	0.0425	0.0582	0.0182	0.0795	0.0645	0.0320	0.0932	0.0580	0.0107	0.0535	0.0609	0.1208	0.0410	0.0203	0.0375	0.3214	0.6786	0.5565	0.4435	0.1228	0.7232	0.1541	0.1079	0.0053	0.0032	0.0054	0.0073	0.0060	0.0035	0.0052	0.0011	0.0085	0.0062	0.0041	0.0080	0.0075	0.0024	0.0065	0.0062	0.0072	0.0064	0.0039	0.0040	0.0103	0.0103	0.0074	0.0074	0.0050	0.0095	0.0072	368.275439999999	1330	1.00000	0.9567	0.0013	0.0000	0.0420	0.0021	0.0000	0.1179	0.0000	0.0000	0.0000	0.0000
psmb	0 All_Taxa	66	0.0772	0.0143	0.1026	0.0599	0.0404	0.0591	0.0525	0.0157	0.0728	0.0436	0.0264	0.0635	0.0812	0.0129	0.0653	0.0373	0.0849	0.0215	0.0400	0.0290	0.3385	0.6615	0.4777	0.5223	0.0960	0.8032	0.1008	0.527099999999999	0.0019	0.0013	0.0016	0.0020	0.0019	0.0022	0.0019	0.0004	0.0027	0.0017	0.0019	0.0018	0.0023	0.0011	0.0029	0.0018	0.0025	0.0015	0.0021	0.0011	0.0147	0.0147	0.0122	0.0122	0.0066	0.0107	0.0078	16795.7389	1235	0	0.9928	0.0002	0.0000	0.0070	0.0002	0.0000	3.1100	0.0222	0.0722	0.0889	0.0444
rpl23a	0 All_Taxa	76	0.1124	0.0186	0.1081	0.0286	0.0634	0.0175	0.0686	0.0086	0.0465	0.1040	0.0265	0.0328	0.1035	0.0031	0.0720	0.0330	0.0598	0.0105	0.0311	0.0513	0.3618	0.6382	0.4265	0.5735	0.1725	0.7617	0.0658	0.132	0.0123	0.0045	0.0087	0.0074	0.0046	0.0051	0.0041	0.0020	0.0086	0.0068	0.0077	0.0044	0.0100	0.0040	0.0112	0.0042	0.0087	0.0039	0.0077	0.0057	0.0175	0.0175	0.0155	0.0155	0.0074	0.0080	0.0043	393.531159999998	1425	1.00000	0.9802	0.0002	0.0000	0.0196	0.0004	0.0000	0.0325	0.1395	0.2016	0.2558	0.3178
tribe495	0 All_Taxa	72	0.1103	0.0125	0.0578	0.0529	0.0394	0.0337	0.0590	0.0007	0.0926	0.0772	0.0413	0.0455	0.0599	0.0118	0.0762	0.0607	0.0840	0.0327	0.0392	0.0127	0.3643	0.6357	0.5180	0.4820	0.1362	0.7577	0.1061	0.1392	0.0118	0.0039	0.0069	0.0083	0.0071	0.0069	0.0072	0.0011	0.0100	0.0079	0.0059	0.0080	0.0086	0.0039	0.0110	0.0073	0.0070	0.0062	0.0079	0.0027	0.0139	0.0139	0.0142	0.0142	0.0079	0.0101	0.0078	654.001520000001	1349	1.00000	0.9738	0.0018	0.0000	0.0244	0.0028	0.0000	0.0895	0.0446	0.0848	0.0893	0.1295
rpl30	0 All_Taxa	74	0.0587	0.0207	0.0880	0.0701	0.0521	0.0586	0.0550	0.0000	0.0870	0.0908	0.0221	0.0358	0.0504	0.0215	0.0846	0.0399	0.1083	0.0171	0.0135	0.0258	0.3130	0.6870	0.5485	0.4515	0.1457	0.7786	0.0757	0.1525	0.0114	0.0090	0.0064	0.0144	0.0076	0.0074	0.0078	0.0000	0.0152	0.0080	0.0041	0.0061	0.0082	0.0037	0.0089	0.0053	0.0099	0.0079	0.0061	0.0055	0.0182	0.0182	0.0138	0.0138	0.0054	0.0070	0.0039	361.148089999997	1387	1.00000	0.9984	0.0004	0.0000	0.0011	0.0008	0.0000	0.0405	0.1579	0.4000	0.4737	0.6526
mcm	0 All_Taxa	62	0.0803	0.0184	0.0620	0.0671	0.0332	0.0325	0.0679	0.0002	0.0652	0.0612	0.0275	0.0660	0.0733	0.0274	0.0616	0.0607	0.0925	0.0290	0.0325	0.0415	0.3361	0.6639	0.5286	0.4714	0.1292	0.7442	0.1267	0.268900000000001	0.0012	0.0007	0.0010	0.0013	0.0015	0.0007	0.0010	0.0001	0.0012	0.0012	0.0010	0.0009	0.0014	0.0007	0.0016	0.0012	0.0017	0.0011	0.0010	0.0008	0.0059	0.0059	0.0074	0.0074	0.0051	0.0076	0.0037	11835.2531600001	1159	0	0.9737	0.0006	0.0000	0.0257	0.0005	0.0000	3.1025	0.0302	0.0340	0.0321	0.0265
pace2	0 All_Taxa	62	0.0681	0.0123	0.0527	0.0777	0.0452	0.0486	0.0276	0.0089	0.0770	0.0430	0.0423	0.0559	0.0989	0.0112	0.0673	0.0506	0.0859	0.0296	0.0560	0.0411	0.3697	0.6303	0.4788	0.5212	0.0706	0.8229	0.1065	0.268	0.0048	0.0023	0.0019	0.0041	0.0024	0.0020	0.0023	0.0004	0.0040	0.0029	0.0028	0.0024	0.0037	0.0018	0.0039	0.0032	0.0037	0.0020	0.0024	0.0015	0.0086	0.0086	0.0093	0.0093	0.0054	0.0078	0.0063	2839.04797000001	1159	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075590	0.9693	0.0007	0.0000	0.0300	0.0008	0.0000	1.0378	0.0562	0.0822	0.1081	0.1209
rpl27	0 All_Taxa	75	0.0542	0.0175	0.1264	0.0301	0.0330	0.0433	0.0812	0.0081	0.0322	0.1278	0.0129	0.0257	0.0886	0.0780	0.0465	0.0220	0.0580	0.0274	0.0414	0.0456	0.2667	0.7333	0.5183	0.4817	0.2090	0.7433	0.0477	0.1377	0.0082	0.0062	0.0028	0.0090	0.0059	0.0081	0.0085	0.0012	0.0074	0.0087	0.0048	0.0054	0.0100	0.0080	0.0086	0.0052	0.0107	0.0085	0.0067	0.0036	0.0175	0.0175	0.0141	0.0141	0.0086	0.0111	0.0067	434.12559	1406	1.00000	0.9876	0.0006	0.0000	0.0119	0.0011	0.0000	0.0381	0.1704	0.2222	0.2593	0.3333
l12e	0 All_Taxa	73	0.0973	0.0520	0.0617	0.0243	0.0352	0.0207	0.0380	0.0096	0.0334	0.1113	0.0212	0.0738	0.0941	0.0308	0.0444	0.0764	0.1265	0.0288	0.0100	0.0105	0.3196	0.6804	0.5246	0.4754	0.1493	0.7005	0.1502	0.4481	0.0056	0.0020	0.0024	0.0035	0.0037	0.0026	0.0038	0.0012	0.0046	0.0041	0.0030	0.0030	0.0046	0.0038	0.0048	0.0037	0.0036	0.0035	0.0028	0.0030	0.0144	0.0144	0.0152	0.0152	0.0112	0.0170	0.0103	6780.92216000001	1368	0	0.9929	0.0001	0.0000	0.0070	0.0001	0.0000	0.4940	0.0345	0.2241	0.1638	0.1379
ef2	0 All_Taxa	54	0.0770	0.0217	0.0673	0.0434	0.0287	0.0223	0.0504	0.0107	0.0666	0.0499	0.0245	0.0448	0.0969	0.0247	0.0640	0.0752	0.1061	0.0398	0.0419	0.0440	0.3683	0.6317	0.4676	0.5324	0.1003	0.7796	0.1200	0.2259	0.0027	0.0012	0.0016	0.0018	0.0019	0.0012	0.0022	0.0005	0.0032	0.0024	0.0015	0.0013	0.0035	0.0014	0.0043	0.0026	0.0024	0.0021	0.0015	0.0015	0.0084	0.0084	0.0075	0.0075	0.0033	0.0063	0.0042	3681.54872999999	1007	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020787	0.9104	0.0009	0.0000	0.0887	0.0007	0.0000	1.5486	0.0275	0.0486	0.0296	0.0317
hsp70	0 All_Taxa	70	0.0883	0.0061	0.0792	0.0668	0.0434	0.0179	0.0413	0.0017	0.0593	0.0839	0.0247	0.0626	0.0866	0.0074	0.0636	0.0751	0.0746	0.0510	0.0315	0.0351	0.3195	0.6805	0.5147	0.4853	0.1252	0.7371	0.1377	0.1329	0.0035	0.0009	0.0022	0.0023	0.0025	0.0019	0.0021	0.0000	0.0035	0.0029	0.0024	0.0028	0.0029	0.0013	0.0032	0.0027	0.0025	0.0030	0.0013	0.0011	0.0055	0.0055	0.0063	0.0063	0.0030	0.0048	0.0038	1345.78698	1311	0.24621	0.9687	0.0010	0.0000	0.0303	0.0013	0.0000	0.2373	0.0918	0.1718	0.1854	0.2007
nsf1	0 All_Taxa	65	0.0651	0.0116	0.0669	0.0427	0.0312	0.0280	0.0811	0.0003	0.0446	0.0782	0.0326	0.0718	0.0650	0.0137	0.0673	0.0832	0.1086	0.0351	0.0283	0.0448	0.3469	0.6531	0.5212	0.4788	0.1593	0.6857	0.1550	0.2301	0.0017	0.0005	0.0008	0.0009	0.0009	0.0005	0.0010	0.0001	0.0013	0.0011	0.0007	0.0010	0.0010	0.0006	0.0010	0.0012	0.0009	0.0010	0.0006	0.0005	0.0051	0.0051	0.0060	0.0060	0.0032	0.0056	0.0043	6683.21451000003	1216	0	0.9833	0.0002	0.0000	0.0165	0.0002	0.0000	1.8253	0.0132	0.0288	0.0314	0.0210
rpl32	0 All_Taxa	75	0.0550	0.0048	0.0480	0.0335	0.0665	0.0260	0.1310	0.0085	0.0567	0.1315	0.0284	0.0301	0.0686	0.0331	0.0562	0.0519	0.0619	0.0332	0.0365	0.0388	0.2853	0.7147	0.5982	0.4018	0.2625	0.6555	0.0820	0.1662	0.0110	0.0047	0.0070	0.0093	0.0098	0.0051	0.0144	0.0014	0.0109	0.0143	0.0064	0.0081	0.0090	0.0084	0.0077	0.0087	0.0103	0.0073	0.0063	0.0063	0.0173	0.0173	0.0155	0.0155	0.0153	0.0153	0.0088	495.975400000001	1406	1.00000	0.9721	0.0003	0.0000	0.0276	0.0006	0.0000	0.0532	0.0000	0.0000	0.0000	0.0000
psma	0 All_Taxa	68	0.0926	0.0120	0.0616	0.0626	0.0252	0.0367	0.0622	0.0049	0.0530	0.0744	0.0137	0.0524	0.0962	0.0219	0.0588	0.0923	0.0812	0.0408	0.0299	0.0277	0.3089	0.6911	0.5333	0.4667	0.1365	0.7188	0.1447	0.422600000000001	0.0018	0.0007	0.0014	0.0018	0.0015	0.0012	0.0016	0.0003	0.0022	0.0016	0.0011	0.0013	0.0020	0.0010	0.0020	0.0023	0.0015	0.0011	0.0009	0.0010	0.0106	0.0106	0.0092	0.0092	0.0079	0.0115	0.0059	13359.4623799999	1273	0	0.9852	0.0006	0.0000	0.0142	0.0006	0.0000	1.9033	0.0256	0.0385	0.0427	0.0171
l12e	0 All_Taxa	73	0.0973	0.0520	0.0617	0.0243	0.0352	0.0207	0.0380	0.0096	0.0334	0.1113	0.0212	0.0738	0.0941	0.0308	0.0444	0.0764	0.1265	0.0288	0.0100	0.0105	0.3196	0.6804	0.5246	0.4754	0.1493	0.7005	0.1502	0.4481	0.0056	0.0020	0.0024	0.0035	0.0037	0.0026	0.0038	0.0012	0.0046	0.0041	0.0030	0.0030	0.0046	0.0038	0.0048	0.0037	0.0036	0.0035	0.0028	0.0030	0.0144	0.0144	0.0152	0.0152	0.0112	0.0170	0.0103	6780.92216000001	1368	0	0.9929	0.0001	0.0000	0.0070	0.0001	0.0000	0.4940	0.0345	0.2241	0.1638	0.1379
l12e	0 All_Taxa	73	0.0973	0.0520	0.0617	0.0243	0.0352	0.0207	0.0380	0.0096	0.0334	0.1113	0.0212	0.0738	0.0941	0.0308	0.0444	0.0764	0.1265	0.0288	0.0100	0.0105	0.3196	0.6804	0.5246	0.4754	0.1493	0.7005	0.1502	0.4481	0.0056	0.0020	0.0024	0.0035	0.0037	0.0026	0.0038	0.0012	0.0046	0.0041	0.0030	0.0030	0.0046	0.0038	0.0048	0.0037	0.0036	0.0035	0.0028	0.0030	0.0144	0.0144	0.0152	0.0152	0.0112	0.0170	0.0103	6780.92216000001	1368	0	0.9929	0.0001	0.0000	0.0070	0.0001	0.0000	0.4940	0.0345	0.2241	0.1638	0.1379
rpl3	0 All_Taxa	76	0.0578	0.0176	0.0844	0.0618	0.0222	0.0249	0.0767	0.0144	0.0476	0.1329	0.0265	0.0358	0.0781	0.0453	0.0551	0.0518	0.0542	0.0281	0.0434	0.0416	0.2930	0.7070	0.5446	0.4554	0.2096	0.7028	0.0876	0.0996	0.0070	0.0036	0.0039	0.0057	0.0039	0.0031	0.0047	0.0024	0.0065	0.0071	0.0044	0.0049	0.0075	0.0044	0.0064	0.0049	0.0063	0.0052	0.0034	0.0044	0.0113	0.0113	0.0091	0.0091	0.0062	0.0082	0.0048	493.455779999998	1425	1.00000	0.9582	0.0003	0.0000	0.0415	0.0006	0.0000	0.0542	0.0000	0.0000	0.0000	0.0000
xpb	0 All_Taxa	72	0.0624	0.0225	0.0441	0.0531	0.0387	0.0448	0.0650	0.0120	0.0686	0.0687	0.0255	0.0500	0.0689	0.0237	0.0616	0.0591	0.0981	0.0468	0.0480	0.0384	0.3461	0.6539	0.5410	0.4590	0.1337	0.7572	0.1091	0.1024	0.0067	0.0030	0.0045	0.0053	0.0066	0.0041	0.0069	0.0021	0.0080	0.0057	0.0043	0.0042	0.0061	0.0043	0.0059	0.0046	0.0047	0.0067	0.0047	0.0037	0.0093	0.0093	0.0085	0.0085	0.0053	0.0081	0.0043	592.69514	1349	1.00000	0.8650	0.0006	0.0000	0.1344	0.0010	0.0000	0.1912	0.0000	0.0000	0.0000	0.0000
tribe896	0 All_Taxa	72	0.0463	0.0081	0.0378	0.0499	0.0305	0.0551	0.0736	0.0167	0.0446	0.0372	0.0181	0.0692	0.0852	0.0264	0.0505	0.0849	0.0968	0.0364	0.0712	0.0614	0.3611	0.6389	0.5158	0.4842	0.1108	0.7351	0.1541	0.1435	0.0094	0.0052	0.0047	0.0076	0.0064	0.0085	0.0054	0.0015	0.0097	0.0059	0.0065	0.0059	0.0130	0.0052	0.0122	0.0062	0.0107	0.0079	0.0076	0.0042	0.0179	0.0179	0.0123	0.0123	0.0064	0.0108	0.0071	599.677660000002	1349	1.00000	0.9750	0.0000	0.0000	0.0250	0.0000	0.0000	0.0883	0.0591	0.1129	0.1667	0.2581
tribe508	0 All_Taxa	72	0.0950	0.0209	0.0926	0.0428	0.0431	0.0206	0.0362	0.0230	0.0594	0.0673	0.0145	0.0376	0.1061	0.0192	0.0761	0.0794	0.0649	0.0367	0.0339	0.0306	0.3380	0.6620	0.4632	0.5368	0.1035	0.7796	0.1169	0.138	0.0107	0.0048	0.0065	0.0081	0.0075	0.0034	0.0045	0.0027	0.0087	0.0120	0.0048	0.0078	0.0086	0.0045	0.0090	0.0093	0.0074	0.0077	0.0053	0.0047	0.0144	0.0144	0.0145	0.0145	0.0116	0.0159	0.0092	535.883789999999	1349	1.00000	0.9480	0.0011	0.0000	0.0509	0.0020	0.0000	0.1136	0.0000	0.0000	0.0000	0.0000
ef2	0 All_Taxa	54	0.0770	0.0217	0.0673	0.0434	0.0287	0.0223	0.0504	0.0107	0.0666	0.0499	0.0245	0.0448	0.0969	0.0247	0.0640	0.0752	0.1061	0.0398	0.0419	0.0440	0.3683	0.6317	0.4676	0.5324	0.1003	0.7796	0.1200	0.2259	0.0027	0.0012	0.0016	0.0018	0.0019	0.0012	0.0022	0.0005	0.0032	0.0024	0.0015	0.0013	0.0035	0.0014	0.0043	0.0026	0.0024	0.0021	0.0015	0.0015	0.0084	0.0084	0.0075	0.0075	0.0033	0.0063	0.0042	3681.54872999999	1007	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020787	0.9104	0.0009	0.0000	0.0887	0.0007	0.0000	1.5486	0.0275	0.0486	0.0296	0.0317
pace5	0 All_Taxa	71	0.0570	0.0197	0.0429	0.0633	0.0435	0.0180	0.0641	0.0051	0.0467	0.1103	0.0252	0.0510	0.0929	0.0126	0.0770	0.0837	0.0768	0.0530	0.0300	0.0273	0.2984	0.7016	0.5658	0.4342	0.1744	0.6909	0.1347	0.1464	0.0085	0.0031	0.0058	0.0108	0.0107	0.0037	0.0099	0.0008	0.0086	0.0121	0.0061	0.0091	0.0100	0.0044	0.0096	0.0084	0.0089	0.0067	0.0055	0.0038	0.0137	0.0137	0.0116	0.0116	0.0071	0.0128	0.0093	578.164860000001	1330	1.00000	0.9451	0.0001	0.0000	0.0548	0.0002	0.0000	0.1285	0.0000	0.0000	0.0000	0.0000
