Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
Gene_0143	0 All_Taxa	65	0.0700	0.0252	0.0544	0.0649	0.0562	0.0380	0.0613	0.0069	0.0405	0.0400	0.0224	0.0579	0.0718	0.0428	0.0800	0.0427	0.1048	0.0281	0.0432	0.0489	0.3762	0.6238	0.4977	0.5023	0.1013	0.7981	0.1006	0.2096	0.0166	0.0084	0.0094	0.0119	0.0126	0.0089	0.0107	0.0021	0.0108	0.0096	0.0082	0.0102	0.0135	0.0109	0.0162	0.0083	0.0149	0.0093	0.0086	0.0084	0.0212	0.0212	0.0246	0.0246	0.0108	0.0160	0.0114	770.620990000001	1216	1.00000	0.9259	0.0741	0.0000	0.0000	0.1076	0.0000	0.1403	0.0063	0.0312	0.0312	0.0750
Gene_0144	0 All_Taxa	57	0.0627	0.0046	0.0330	0.0431	0.0758	0.0525	0.0339	0.0090	0.0511	0.0749	0.0419	0.0747	0.0764	0.0461	0.0540	0.0536	0.0775	0.0218	0.0831	0.0301	0.3583	0.6417	0.5322	0.4678	0.1088	0.7628	0.1283	0.1802	0.0116	0.0051	0.0069	0.0103	0.0104	0.0093	0.0085	0.0018	0.0111	0.0101	0.0106	0.0089	0.0131	0.0081	0.0126	0.0078	0.0121	0.0072	0.0075	0.0072	0.0193	0.0193	0.0213	0.0213	0.0073	0.0090	0.0080	577.746799999999	1064	1.00000	0.9220	0.0780	0.0000	0.0000	0.0861	0.0000	0.2493	0.0000	0.0560	0.0480	0.0880
Gene_0146	0 All_Taxa	45	0.0378	0.0152	0.0552	0.0589	0.0407	0.0387	0.0608	0.0246	0.0815	0.0470	0.0150	0.0646	0.0721	0.0383	0.0780	0.0470	0.0750	0.0646	0.0382	0.0467	0.3152	0.6848	0.5575	0.4425	0.1078	0.7805	0.1117	0.1318	0.0098	0.0040	0.0043	0.0079	0.0069	0.0061	0.0079	0.0028	0.0078	0.0065	0.0051	0.0067	0.0103	0.0059	0.0088	0.0074	0.0070	0.0072	0.0056	0.0040	0.0144	0.0144	0.0139	0.0139	0.0085	0.0123	0.0080	416.71451	836	1.00000	0.9447	0.0553	0.0000	0.0000	0.0546	0.0000	0.3927	0.0472	0.1024	0.1575	0.1969
Gene_0152	0 All_Taxa	60	0.0462	0.0130	0.1396	0.0744	0.0193	0.0342	0.0423	0.0136	0.0519	0.0856	0.0234	0.0612	0.0890	0.0127	0.0498	0.0528	0.0599	0.0339	0.0496	0.0478	0.2902	0.7098	0.4812	0.5188	0.1279	0.7582	0.1140	0.1795	0.0072	0.0058	0.0132	0.0105	0.0077	0.0051	0.0116	0.0040	0.0113	0.0185	0.0048	0.0073	0.0091	0.0032	0.0105	0.0150	0.0084	0.0122	0.0070	0.0070	0.0151	0.0151	0.0205	0.0205	0.0145	0.0250	0.0146	469.537879999999	1121	1.00000	0.9734	0.0264	0.0002	0.0000	0.0163	0.0003	0.1656	0.0417	0.1042	0.0938	0.2188
Gene_0156	0 All_Taxa	37	0.0955	0.0061	0.0509	0.0558	0.0456	0.0212	0.0338	0.0008	0.0620	0.0642	0.0250	0.0456	0.0697	0.0076	0.0620	0.0847	0.1015	0.0835	0.0430	0.0417	0.3694	0.6306	0.5100	0.4900	0.0980	0.7717	0.1303	0.1306	0.0124	0.0015	0.0045	0.0092	0.0053	0.0029	0.0058	0.0006	0.0109	0.0148	0.0041	0.0060	0.0073	0.0023	0.0065	0.0080	0.0069	0.0112	0.0036	0.0071	0.0153	0.0153	0.0139	0.0139	0.0100	0.0166	0.0080	617.399709999999	684	0.96744	0.7999	0.2001	0.0000	0.0000	0.1208	0.0000	0.5772	0.0045	0.0179	0.0269	0.0224
Gene_0158	0 All_Taxa	35	0.0480	0.0080	0.0472	0.0415	0.0333	0.0570	0.0748	0.0237	0.0411	0.0652	0.0182	0.0824	0.0608	0.0379	0.0746	0.0841	0.0778	0.0266	0.0449	0.0528	0.3400	0.6600	0.5519	0.4481	0.1400	0.6934	0.1666	0.0915	0.0055	0.0028	0.0033	0.0043	0.0054	0.0045	0.0050	0.0016	0.0053	0.0052	0.0040	0.0047	0.0062	0.0024	0.0068	0.0057	0.0054	0.0059	0.0032	0.0044	0.0104	0.0104	0.0100	0.0100	0.0044	0.0080	0.0058	328.70386	646	1.00000	0.9577	0.0423	0.0000	0.0000	0.0210	0.0000	0.5212	0.1154	0.2179	0.2372	0.3269
Gene_0169	0 All_Taxa	58	0.0279	0.0036	0.0382	0.0664	0.0352	0.0461	0.0511	0.0170	0.0558	0.1113	0.0154	0.0301	0.0859	0.0296	0.0774	0.1056	0.0664	0.0397	0.0548	0.0424	0.3014	0.6986	0.5745	0.4255	0.1625	0.7018	0.1357	0.1872	0.0100	0.0037	0.0056	0.0127	0.0114	0.0080	0.0096	0.0022	0.0140	0.0187	0.0064	0.0063	0.0127	0.0081	0.0115	0.0129	0.0079	0.0103	0.0075	0.0077	0.0161	0.0161	0.0205	0.0205	0.0187	0.0210	0.0101	659.440789999998	1083	1.00000	0.9270	0.0730	0.0000	0.0000	0.0751	0.0000	0.2319	0.0312	0.0547	0.0938	0.1250
Gene_0171	0 All_Taxa	63	0.0360	0.0250	0.0517	0.0508	0.0549	0.0407	0.0454	0.0221	0.0464	0.0405	0.0112	0.0877	0.0733	0.0235	0.0673	0.1305	0.0902	0.0357	0.0428	0.0243	0.2940	0.7060	0.5811	0.4189	0.0859	0.6959	0.2182	0.1799	0.0093	0.0064	0.0086	0.0097	0.0110	0.0065	0.0073	0.0035	0.0118	0.0095	0.0065	0.0107	0.0137	0.0064	0.0117	0.0117	0.0106	0.0109	0.0077	0.0065	0.0163	0.0163	0.0153	0.0153	0.0078	0.0156	0.0127	642.46572	1178	1.00000	0.9548	0.0451	0.0001	0.0000	0.0612	0.0002	0.1407	0.0276	0.0966	0.1103	0.1448
Gene_0177	0 All_Taxa	41	0.0665	0.0210	0.0312	0.0555	0.0236	0.0532	0.0323	0.0297	0.0672	0.0246	0.0262	0.0233	0.0910	0.0485	0.0678	0.0295	0.1524	0.0221	0.0856	0.0487	0.4770	0.5230	0.4009	0.5991	0.0569	0.8903	0.0528	0.1421	0.0097	0.0040	0.0055	0.0064	0.0041	0.0068	0.0045	0.0059	0.0066	0.0046	0.0062	0.0041	0.0120	0.0084	0.0129	0.0049	0.0141	0.0048	0.0112	0.0056	0.0149	0.0149	0.0146	0.0146	0.0047	0.0077	0.0057	811.16385	760	0.096624	0.7527	0.2473	0.0000	0.0000	0.1554	0.0000	0.5591	0.0000	0.0093	0.0093	0.0467
Gene_0180	0 All_Taxa	59	0.0547	0.0245	0.0536	0.0634	0.0447	0.0375	0.0502	0.0102	0.1024	0.0647	0.0244	0.0748	0.0721	0.0291	0.0637	0.0223	0.0868	0.0248	0.0600	0.0363	0.3360	0.6640	0.5383	0.4617	0.1149	0.7881	0.0971	0.14	0.0088	0.0068	0.0051	0.0095	0.0070	0.0061	0.0056	0.0028	0.0096	0.0082	0.0056	0.0054	0.0087	0.0058	0.0101	0.0070	0.0103	0.0061	0.0065	0.0050	0.0179	0.0179	0.0183	0.0183	0.0088	0.0125	0.0064	598.849719999998	1102	1.00000	0.8797	0.1203	0.0000	0.0000	0.1443	0.0000	0.2585	0.0115	0.0308	0.0462	0.0500
Gene_0181	0 All_Taxa	52	0.0755	0.0337	0.0486	0.0553	0.0318	0.0360	0.0406	0.0081	0.0904	0.0571	0.0203	0.0453	0.0786	0.0211	0.0670	0.0610	0.0998	0.0479	0.0465	0.0353	0.3525	0.6475	0.5203	0.4797	0.0977	0.7959	0.1063	0.138	0.0099	0.0034	0.0065	0.0074	0.0071	0.0072	0.0072	0.0022	0.0133	0.0072	0.0057	0.0054	0.0087	0.0051	0.0098	0.0072	0.0078	0.0071	0.0074	0.0030	0.0123	0.0123	0.0130	0.0130	0.0082	0.0126	0.0070	695.962529999999	969	1.00000	0.8485	0.1515	0.0000	0.0000	0.1496	0.0000	0.3697	0.0066	0.0166	0.0265	0.0364
Gene_0208	0 All_Taxa	60	0.0722	0.0357	0.0724	0.0754	0.0371	0.0203	0.0703	0.0138	0.0606	0.0638	0.0183	0.0697	0.0725	0.0178	0.0394	0.0690	0.0958	0.0258	0.0190	0.0512	0.3097	0.6903	0.5454	0.4546	0.1341	0.7272	0.1387	0.1273	0.0091	0.0038	0.0050	0.0073	0.0076	0.0039	0.0066	0.0023	0.0079	0.0073	0.0049	0.0070	0.0095	0.0055	0.0075	0.0062	0.0090	0.0057	0.0034	0.0075	0.0152	0.0152	0.0103	0.0103	0.0093	0.0088	0.0083	471.76531	1121	1.00000	0.9149	0.0851	0.0000	0.0000	0.0965	0.0000	0.2158	0.0598	0.0769	0.0855	0.1026
Gene_0251	0 All_Taxa	51	0.0590	0.0225	0.0460	0.0566	0.0398	0.0447	0.0704	0.0046	0.0665	0.0527	0.0239	0.0552	0.0754	0.0204	0.0694	0.0662	0.1051	0.0367	0.0451	0.0398	0.3469	0.6531	0.5316	0.4684	0.1231	0.7555	0.1214	0.0923	0.0058	0.0030	0.0038	0.0044	0.0051	0.0055	0.0066	0.0018	0.0053	0.0057	0.0039	0.0044	0.0046	0.0038	0.0062	0.0046	0.0053	0.0051	0.0039	0.0035	0.0096	0.0096	0.0099	0.0099	0.0046	0.0084	0.0053	560.98141	950	1.00000	0.8180	0.1820	0.0000	0.0000	0.1529	0.0000	0.4041	0.0017	0.0121	0.0086	0.0138
Gene_0253	0 All_Taxa	52	0.0447	0.0077	0.0381	0.0392	0.0328	0.0565	0.0568	0.0067	0.0435	0.1346	0.0239	0.0488	0.0813	0.0242	0.0544	0.0821	0.0959	0.0527	0.0317	0.0442	0.3015	0.6985	0.5791	0.4209	0.1915	0.6776	0.1310	0.1759	0.0102	0.0039	0.0088	0.0080	0.0069	0.0072	0.0111	0.0027	0.0111	0.0177	0.0084	0.0097	0.0105	0.0049	0.0101	0.0106	0.0102	0.0108	0.0077	0.0060	0.0174	0.0174	0.0180	0.0180	0.0160	0.0231	0.0136	646.68058	969	1.00000	0.9100	0.0900	0.0000	0.0000	0.0716	0.0000	0.3240	0.0000	0.0000	0.0000	0.0000
Gene_0257	0 All_Taxa	52	0.0638	0.0229	0.0432	0.0536	0.0348	0.0373	0.0420	0.0302	0.0702	0.0632	0.0226	0.0726	0.0637	0.0242	0.0489	0.0508	0.1355	0.0334	0.0568	0.0302	0.3880	0.6120	0.5050	0.4950	0.1052	0.7714	0.1234	0.1383	0.0106	0.0052	0.0076	0.0054	0.0067	0.0053	0.0060	0.0034	0.0087	0.0082	0.0040	0.0068	0.0090	0.0060	0.0085	0.0075	0.0101	0.0077	0.0063	0.0054	0.0120	0.0120	0.0152	0.0152	0.0080	0.0125	0.0081	699.10945	969	1.00000	0.8174	0.1825	0.0001	0.0000	0.1661	0.0001	0.3928	0.0258	0.0516	0.0516	0.1129
Gene_0268	0 All_Taxa	53	0.0451	0.0196	0.0791	0.0413	0.0530	0.0439	0.0794	0.0097	0.0686	0.1158	0.0087	0.0714	0.0642	0.0229	0.0550	0.0615	0.0677	0.0344	0.0347	0.0237	0.2448	0.7552	0.6119	0.3881	0.1953	0.6718	0.1329	0.1973	0.0126	0.0066	0.0087	0.0088	0.0106	0.0073	0.0200	0.0036	0.0175	0.0203	0.0061	0.0087	0.0083	0.0064	0.0114	0.0120	0.0091	0.0068	0.0064	0.0061	0.0227	0.0227	0.0306	0.0306	0.0299	0.0332	0.0114	905.83476	988	0.97043	0.7913	0.2087	0.0000	0.0000	0.0991	0.0000	0.4008	0.0000	0.0237	0.0296	0.0592
Gene_0272	0 All_Taxa	52	0.0767	0.0073	0.0411	0.0707	0.0317	0.0429	0.1050	0.0009	0.0651	0.1130	0.0130	0.0461	0.0445	0.0134	0.0399	0.0881	0.0621	0.0419	0.0455	0.0509	0.2891	0.7109	0.6253	0.3747	0.2180	0.6478	0.1341	0.1796	0.0106	0.0039	0.0086	0.0108	0.0082	0.0058	0.0145	0.0011	0.0118	0.0142	0.0064	0.0082	0.0124	0.0060	0.0100	0.0112	0.0121	0.0093	0.0071	0.0077	0.0177	0.0177	0.0193	0.0193	0.0158	0.0215	0.0118	745.107589999999	969	1.00000	0.8422	0.1578	0.0000	0.0000	0.1348	0.0000	0.3744	0.0114	0.0286	0.0229	0.0171
Gene_0277	0 All_Taxa	50	0.0476	0.0500	0.1033	0.0973	0.0380	0.0260	0.1528	0.0127	0.0711	0.1223	0.0262	0.0046	0.0269	0.0519	0.0214	0.0180	0.0315	0.0310	0.0509	0.0163	0.2067	0.7933	0.6631	0.3369	0.2752	0.7022	0.0226	0.132	0.0097	0.0035	0.0055	0.0082	0.0048	0.0068	0.0098	0.0016	0.0097	0.0085	0.0048	0.0048	0.0066	0.0068	0.0072	0.0074	0.0070	0.0083	0.0065	0.0046	0.0120	0.0120	0.0126	0.0126	0.0118	0.0141	0.0092	359.237420000001	931	1.00000	0.9791	0.0209	0.0000	0.0000	0.0146	0.0000	0.3007	0.0824	0.4118	0.3294	0.3529
Gene_0278	0 All_Taxa	56	0.0555	0.0160	0.0323	0.0527	0.0345	0.0262	0.0620	0.0128	0.0764	0.0536	0.0266	0.0569	0.0703	0.0245	0.0734	0.0743	0.1375	0.0396	0.0412	0.0336	0.3806	0.6194	0.5167	0.4833	0.1156	0.7532	0.1312	0.1559	0.0132	0.0044	0.0047	0.0070	0.0103	0.0052	0.0086	0.0029	0.0132	0.0079	0.0052	0.0092	0.0100	0.0064	0.0111	0.0080	0.0082	0.0072	0.0086	0.0047	0.0159	0.0159	0.0196	0.0196	0.0077	0.0142	0.0110	1057.98646	1045	0.38305	0.7845	0.2155	0.0000	0.0000	0.1625	0.0000	0.3724	0.0000	0.0132	0.0079	0.0237
Gene_0281	0 All_Taxa	57	0.0685	0.0118	0.0228	0.0508	0.0317	0.0339	0.1128	0.0139	0.0454	0.1150	0.0187	0.0531	0.0466	0.0238	0.0417	0.0957	0.1031	0.0515	0.0389	0.0205	0.3053	0.6947	0.6253	0.3747	0.2278	0.6235	0.1487	0.1557	0.0117	0.0049	0.0068	0.0076	0.0066	0.0065	0.0112	0.0034	0.0097	0.0118	0.0062	0.0091	0.0072	0.0060	0.0087	0.0096	0.0074	0.0074	0.0061	0.0075	0.0154	0.0154	0.0155	0.0155	0.0115	0.0162	0.0105	752.159949999999	1064	1.00000	0.8784	0.1216	0.0000	0.0000	0.1000	0.0000	0.2847	0.0048	0.0905	0.0810	0.1048
Gene_0289	0 All_Taxa	52	0.0785	0.0259	0.0608	0.0500	0.0316	0.0527	0.0353	0.0146	0.0782	0.0259	0.0291	0.0150	0.1036	0.0131	0.0766	0.0334	0.1469	0.0285	0.0789	0.0215	0.4460	0.5540	0.3896	0.6104	0.0613	0.8903	0.0484	0.1391	0.0121	0.0054	0.0060	0.0069	0.0054	0.0067	0.0065	0.0042	0.0082	0.0052	0.0067	0.0044	0.0101	0.0041	0.0131	0.0043	0.0121	0.0049	0.0085	0.0042	0.0141	0.0141	0.0139	0.0139	0.0062	0.0082	0.0048	885.939210000001	969	0.97309	0.7725	0.2275	0.0000	0.0000	0.1829	0.0000	0.4261	0.0073	0.0121	0.0121	0.0485
Gene_0305	0 All_Taxa	64	0.0881	0.0175	0.0854	0.0377	0.0323	0.0167	0.0258	0.0066	0.0493	0.0585	0.0673	0.0790	0.0943	0.0295	0.0655	0.0550	0.0773	0.0237	0.0429	0.0474	0.3951	0.6049	0.4251	0.5749	0.0843	0.7816	0.1341	0.1533	0.0139	0.0052	0.0064	0.0058	0.0079	0.0044	0.0075	0.0020	0.0115	0.0116	0.0092	0.0078	0.0107	0.0053	0.0106	0.0068	0.0104	0.0071	0.0051	0.0041	0.0165	0.0165	0.0149	0.0149	0.0082	0.0125	0.0070	528.974229999998	1197	1.00000	0.9479	0.0521	0.0000	0.0000	0.0781	0.0000	0.1333	0.0167	0.0389	0.0556	0.0667
Gene_0311	0 All_Taxa	51	0.0791	0.0132	0.0823	0.0435	0.0227	0.0365	0.0498	0.0091	0.0587	0.0565	0.0360	0.0530	0.0902	0.0162	0.0618	0.0619	0.1171	0.0234	0.0568	0.0322	0.3921	0.6079	0.4355	0.5645	0.1063	0.7788	0.1149	0.1673	0.0131	0.0048	0.0070	0.0068	0.0063	0.0075	0.0078	0.0043	0.0096	0.0092	0.0080	0.0075	0.0129	0.0040	0.0127	0.0076	0.0146	0.0071	0.0108	0.0057	0.0178	0.0178	0.0155	0.0155	0.0082	0.0126	0.0105	694.546479999999	950	1.00000	0.8740	0.1251	0.0009	0.0000	0.1148	0.0013	0.3632	0.0219	0.0383	0.0546	0.0656
Gene_0314	0 All_Taxa	41	0.1204	0.0168	0.0684	0.0538	0.0399	0.0293	0.0474	0.0087	0.0680	0.0553	0.0196	0.0665	0.0883	0.0233	0.0527	0.0521	0.0914	0.0351	0.0253	0.0377	0.3558	0.6442	0.4875	0.5125	0.1027	0.7787	0.1186	0.077	0.0070	0.0023	0.0039	0.0031	0.0041	0.0026	0.0038	0.0018	0.0050	0.0051	0.0028	0.0045	0.0050	0.0023	0.0052	0.0052	0.0037	0.0047	0.0025	0.0024	0.0077	0.0077	0.0097	0.0097	0.0036	0.0073	0.0050	445.65101	760	1.00000	0.8250	0.1745	0.0005	0.0000	0.1440	0.0006	0.5168	0.0157	0.0294	0.0352	0.0372
Gene_0315	0 All_Taxa	58	0.0767	0.0155	0.0230	0.0326	0.0416	0.0530	0.0846	0.0203	0.0586	0.1260	0.0178	0.0527	0.0509	0.0298	0.0253	0.1014	0.0644	0.0529	0.0508	0.0221	0.2774	0.7226	0.6486	0.3514	0.2106	0.6352	0.1542	0.1716	0.0129	0.0039	0.0067	0.0072	0.0076	0.0103	0.0132	0.0027	0.0108	0.0176	0.0057	0.0098	0.0095	0.0066	0.0069	0.0112	0.0073	0.0102	0.0060	0.0056	0.0152	0.0152	0.0166	0.0166	0.0158	0.0231	0.0127	787.661029999999	1083	1.00000	0.8364	0.1636	0.0000	0.0000	0.1409	0.0000	0.3070	0.0000	0.0083	0.0125	0.0125
Gene_0319	0 All_Taxa	49	0.0952	0.0167	0.0908	0.0778	0.0089	0.0293	0.0725	0.0119	0.0645	0.0443	0.0248	0.0232	0.1017	0.0066	0.0628	0.0288	0.0940	0.0450	0.0654	0.0359	0.3899	0.6101	0.4176	0.5824	0.1168	0.8312	0.0520	0.1673	0.0144	0.0045	0.0098	0.0120	0.0048	0.0062	0.0077	0.0052	0.0103	0.0062	0.0073	0.0054	0.0130	0.0045	0.0127	0.0064	0.0130	0.0058	0.0115	0.0065	0.0249	0.0249	0.0189	0.0189	0.0074	0.0107	0.0086	588.21226	912	1.00000	0.8934	0.1066	0.0000	0.0000	0.0987	0.0000	0.3746	0.0153	0.0534	0.0763	0.1145
Gene_0327	0 All_Taxa	41	0.0495	0.0230	0.0640	0.0481	0.0347	0.0399	0.0637	0.0209	0.0479	0.0643	0.0270	0.0581	0.0514	0.0363	0.0566	0.0754	0.1093	0.0325	0.0353	0.0620	0.3607	0.6393	0.5239	0.4761	0.1280	0.7385	0.1335	0.1126	0.0086	0.0034	0.0050	0.0058	0.0047	0.0038	0.0067	0.0027	0.0074	0.0071	0.0041	0.0066	0.0064	0.0042	0.0057	0.0065	0.0084	0.0060	0.0031	0.0062	0.0140	0.0140	0.0123	0.0123	0.0066	0.0117	0.0073	458.37221	760	1.00000	0.8243	0.1757	0.0000	0.0000	0.0909	0.0000	0.5172	0.0000	0.0226	0.0136	0.0362
Gene_0328	0 All_Taxa	38	0.0745	0.0293	0.0512	0.0533	0.0370	0.0422	0.0507	0.0041	0.0567	0.0589	0.0229	0.0461	0.0878	0.0300	0.0554	0.0625	0.1105	0.0232	0.0577	0.0459	0.3709	0.6291	0.4901	0.5099	0.1097	0.7817	0.1086	0.0993	0.0084	0.0038	0.0033	0.0050	0.0046	0.0039	0.0073	0.0013	0.0052	0.0073	0.0034	0.0039	0.0074	0.0028	0.0077	0.0046	0.0060	0.0051	0.0055	0.0032	0.0114	0.0114	0.0112	0.0112	0.0035	0.0058	0.0045	536.2318	703	1.00000	0.9244	0.0756	0.0000	0.0000	0.0603	0.0000	0.4982	0.0148	0.0517	0.0664	0.1292
Gene_0340	0 All_Taxa	65	0.0873	0.0147	0.0625	0.0633	0.0339	0.0318	0.0331	0.0118	0.0614	0.0869	0.0201	0.0660	0.0724	0.0128	0.0753	0.0821	0.0955	0.0294	0.0374	0.0223	0.3497	0.6503	0.5154	0.4846	0.1199	0.7321	0.1480	0.1254	0.0099	0.0026	0.0073	0.0062	0.0061	0.0050	0.0056	0.0018	0.0073	0.0100	0.0054	0.0071	0.0086	0.0050	0.0072	0.0069	0.0085	0.0064	0.0051	0.0034	0.0149	0.0149	0.0148	0.0148	0.0086	0.0131	0.0080	495.03563	1216	1.00000	0.9485	0.0515	0.0000	0.0000	0.0713	0.0000	0.1193	0.0084	0.0338	0.0338	0.0464
Gene_0346	0 All_Taxa	44	0.0710	0.0221	0.0501	0.0577	0.0299	0.0406	0.0432	0.0044	0.0581	0.0569	0.0264	0.0590	0.0680	0.0273	0.0808	0.0506	0.1149	0.0372	0.0533	0.0484	0.3992	0.6008	0.4828	0.5172	0.1001	0.7902	0.1097	0.0968	0.0090	0.0031	0.0037	0.0065	0.0040	0.0032	0.0059	0.0011	0.0068	0.0067	0.0034	0.0038	0.0067	0.0033	0.0067	0.0044	0.0072	0.0043	0.0039	0.0033	0.0087	0.0087	0.0085	0.0085	0.0060	0.0076	0.0047	449.824910000001	817	1.00000	0.8923	0.1077	0.0000	0.0000	0.0961	0.0000	0.4391	0.0195	0.0325	0.0455	0.0682
Gene_0348	0 All_Taxa	53	0.0813	0.0237	0.0649	0.0548	0.0447	0.0244	0.0486	0.0149	0.0736	0.0543	0.0238	0.0576	0.0619	0.0220	0.0414	0.0500	0.1297	0.0317	0.0502	0.0465	0.3878	0.6122	0.4854	0.5146	0.1029	0.7895	0.1076	0.1305	0.0094	0.0034	0.0046	0.0069	0.0085	0.0062	0.0077	0.0028	0.0067	0.0098	0.0048	0.0065	0.0077	0.0042	0.0077	0.0075	0.0079	0.0053	0.0072	0.0055	0.0158	0.0158	0.0176	0.0176	0.0064	0.0111	0.0079	812.428129999999	988	0.99999	0.7788	0.2212	0.0000	0.0000	0.2161	0.0000	0.4103	0.0000	0.0000	0.0020	0.0040
Gene_0372	0 All_Taxa	32	0.0747	0.0129	0.0794	0.0526	0.0340	0.0264	0.0632	0.0130	0.0554	0.0539	0.0210	0.0493	0.1040	0.0220	0.0707	0.0570	0.0944	0.0291	0.0416	0.0453	0.3606	0.6394	0.4559	0.5441	0.1171	0.7766	0.1063	0.0789	0.0060	0.0022	0.0044	0.0043	0.0039	0.0023	0.0055	0.0012	0.0043	0.0049	0.0031	0.0031	0.0058	0.0025	0.0071	0.0044	0.0053	0.0032	0.0026	0.0031	0.0070	0.0070	0.0088	0.0088	0.0036	0.0059	0.0041	401.53422	589	1.00000	0.8633	0.1367	0.0000	0.0000	0.0837	0.0000	0.6053	0.0165	0.0462	0.0561	0.0693
Gene_0379	0 All_Taxa	50	0.0569	0.0174	0.0583	0.0543	0.0478	0.0367	0.0566	0.0181	0.0894	0.0638	0.0151	0.0419	0.0679	0.0295	0.0594	0.0585	0.1182	0.0413	0.0409	0.0281	0.3367	0.6633	0.5371	0.4629	0.1203	0.7793	0.1003	0.1748	0.0110	0.0055	0.0115	0.0086	0.0090	0.0083	0.0100	0.0039	0.0122	0.0111	0.0053	0.0066	0.0110	0.0056	0.0109	0.0078	0.0137	0.0099	0.0059	0.0073	0.0226	0.0226	0.0187	0.0187	0.0110	0.0136	0.0084	927.90207	931	0.52250	0.8011	0.1989	0.0000	0.0000	0.1708	0.0000	0.4278	0.0072	0.0144	0.0180	0.0324
Gene_0380	0 All_Taxa	49	0.0739	0.0250	0.0286	0.0381	0.0397	0.0359	0.0605	0.0121	0.0684	0.0621	0.0301	0.0574	0.0572	0.0284	0.0440	0.0731	0.1245	0.0331	0.0584	0.0496	0.3925	0.6075	0.5217	0.4783	0.1226	0.7469	0.1305	0.1317	0.0105	0.0049	0.0071	0.0057	0.0065	0.0051	0.0068	0.0026	0.0082	0.0103	0.0059	0.0064	0.0050	0.0037	0.0084	0.0083	0.0100	0.0053	0.0064	0.0048	0.0191	0.0191	0.0191	0.0191	0.0102	0.0145	0.0075	846.77004	912	0.93939	0.8613	0.1387	0.0000	0.0000	0.1001	0.0000	0.3971	0.0145	0.0376	0.0549	0.1040
Gene_0384	0 All_Taxa	37	0.0673	0.0092	0.0585	0.0484	0.0300	0.0140	0.0840	0.0090	0.0522	0.0702	0.0243	0.0369	0.0845	0.0184	0.0876	0.0734	0.1176	0.0547	0.0323	0.0275	0.3655	0.6345	0.4915	0.5085	0.1543	0.7355	0.1102	0.1322	0.0098	0.0032	0.0079	0.0058	0.0043	0.0034	0.0087	0.0038	0.0090	0.0080	0.0052	0.0061	0.0090	0.0044	0.0080	0.0112	0.0094	0.0059	0.0061	0.0031	0.0155	0.0155	0.0188	0.0188	0.0078	0.0185	0.0127	496.60947	684	1.00000	0.8893	0.1107	0.0000	0.0000	0.0777	0.0000	0.5300	0.0414	0.0552	0.0828	0.0966
Gene_0390	0 All_Taxa	52	0.0780	0.0175	0.0433	0.0542	0.0323	0.0652	0.0188	0.0250	0.0704	0.0138	0.0305	0.0222	0.0779	0.0201	0.0684	0.0221	0.1667	0.0182	0.1066	0.0489	0.5241	0.4759	0.3547	0.6453	0.0325	0.9232	0.0443	0.1515	0.0127	0.0053	0.0063	0.0083	0.0052	0.0075	0.0054	0.0048	0.0093	0.0046	0.0063	0.0044	0.0115	0.0047	0.0114	0.0042	0.0170	0.0056	0.0125	0.0045	0.0151	0.0151	0.0165	0.0165	0.0072	0.0102	0.0059	783.164439999999	969	1.00000	0.8484	0.1516	0.0000	0.0000	0.1353	0.0000	0.3698	0.0000	0.0038	0.0115	0.0649
Gene_0394	0 All_Taxa	52	0.0613	0.0253	0.0270	0.0488	0.0438	0.0378	0.0695	0.0293	0.0664	0.0703	0.0166	0.0530	0.0574	0.0283	0.0385	0.0865	0.1339	0.0396	0.0400	0.0267	0.3463	0.6537	0.5693	0.4307	0.1398	0.7207	0.1395	0.1829	0.0158	0.0065	0.0059	0.0094	0.0101	0.0072	0.0109	0.0044	0.0122	0.0152	0.0045	0.0076	0.0088	0.0061	0.0088	0.0126	0.0139	0.0080	0.0099	0.0048	0.0188	0.0188	0.0198	0.0198	0.0191	0.0257	0.0124	947.70512	969	0.68160	0.6819	0.3181	0.0001	0.0000	0.1973	0.0001	0.4935	0.0031	0.0187	0.0249	0.0530
