	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0030	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0051	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0092	Gene_0094	Gene_0098	Gene_0101	Gene_0105	Gene_0120	Gene_0121	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0157	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0178	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0270	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0352	Gene_0363	Gene_0366	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0408	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0448	Gene_0450	Gene_0455	Gene_0457	Gene_0470	Gene_0484	Gene_0487	Gene_0498	Gene_0503	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0548	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0604	Gene_0608	Gene_0614	Gene_0615	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0628	Gene_0629	Gene_0631	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0661	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0677	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0775	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0848	Gene_0857	Gene_0863	Gene_0873	Gene_0874	Gene_0891	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0911	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989	Gene_1021	Gene_1033
Nanomia_bijuga	0.3612	0.3136	0.3911	0.3204			0.3439	0.3662	0.4110	0.2800	0.2923		0.2535	0.4938	0.1849	0.3723	0.2803	0.3841	0.2917	0.3190	0.3517		0.3469		0.3477	0.3813	0.4141	0.4465		0.3654	0.3160	0.3356	0.4426	0.3717	0.3333	0.4074		0.3303	0.4585	0.3212	0.2750	0.3438	0.3065	0.2992	0.3011	0.2979	0.2769		0.2913	0.3034	0.4602	0.3678	0.3320	0.3510	0.3067	0.2952	0.2593	0.3810	0.2632		0.2500	0.2073	0.3931	0.2778	0.4191	0.4056	0.3770	0.3405		0.3852	0.4000	0.3872	0.3629	0.4156	0.3834	0.3740	0.3333	0.2606		0.3309	0.4175			0.3364	0.3261	0.3733		0.4480	0.4118	0.3365	0.3478	0.4054	0.3929	0.3832	0.3743			0.3455	0.3086	0.3472	0.3750			0.4064	0.3746	0.3476	0.3443			0.3315	0.2973	0.3399	0.3914	0.3591	0.3520	0.4280	0.3320	0.3386		0.3816	0.3591		0.3580	0.4643	0.4016	0.2679	0.3072	0.4755	0.4306	0.4423	0.3357	0.3816	0.3854	0.3043	0.3909	0.3523	0.2895	0.2576	0.3846		0.4677	0.3387	0.3033	0.3333	0.4379	0.3580	0.3267			0.3684	0.3175	0.3447	0.3190	0.3026	0.3723	0.3507	0.3656	0.2927	0.3665		0.3712	0.3333	0.3793	0.3077	0.2597	0.2600	0.3383	0.3590	0.3643	0.3899		0.4103	0.3281	0.3555	0.4200	0.4946	0.5771		0.3515	0.3582	0.4242	0.3472	0.3474		0.2958		0.4627	0.3085	0.4077	0.3267	0.4688	0.2901	0.4159	0.4175	0.3490	0.3503	0.3885	0.3425	0.5194	0.2842	0.3699		0.2869	0.3333		0.3482	0.3523	0.3636	0.3492		
Kirkpatrickia_variolosa	0.3650	0.3008	0.3803	0.3282	0.3653		0.3526	0.3476	0.4286	0.2375	0.2727	0.4030	0.2800		0.2805	0.4015	0.2955	0.3855	0.3111	0.3214	0.3651	0.3417	0.4053	0.5425	0.3594	0.3651	0.3984		0.3829	0.3653	0.3269	0.2909	0.4098		0.3377	0.4074	0.4078	0.3373	0.4918	0.3226	0.3000	0.3774	0.3790		0.2766	0.3818	0.2844	0.3729	0.3071	0.2676	0.4891	0.3591	0.3308		0.3077	0.3623	0.3040	0.4013	0.2569		0.2911			0.2913	0.4602	0.4111	0.4094		0.2894	0.4333	0.3288	0.3948	0.3376	0.4167	0.3798	0.4250		0.2986	0.3697	0.3333	0.3786		0.5304	0.3271	0.2857	0.3733	0.3060	0.4985	0.4171		0.2989	0.4000	0.3642	0.3684	0.3308		0.4419		0.3026	0.3595	0.3387	0.3444		0.3984	0.3862	0.3601	0.3364	0.3534	0.3560	0.3062	0.3474	0.3404	0.3791		0.3470	0.4182	0.3185	0.3465		0.4045	0.3432	0.4272	0.4012	0.5172	0.4508	0.3634	0.3072	0.4507	0.4941	0.3883	0.3354	0.4013	0.4470	0.2870	0.3871	0.3279	0.2920	0.2917	0.3709	0.3449	0.5000	0.3433	0.3285	0.3556	0.4024	0.3851	0.3630	0.3710	0.2786	0.3429		0.3413	0.2907	0.2982	0.3333	0.3784	0.3357	0.3558	0.3534	0.3056	0.3381	0.3167	0.3563		0.2818	0.2500	0.3176	0.4069	0.3564	0.3684	0.3980	0.4095	0.3411	0.3318	0.3357	0.4487	0.4417		0.3643	0.3615	0.4478	0.3776	0.3594			0.4660		0.2955	0.3952	0.3145	0.3690	0.3421	0.4080	0.4095	0.3423	0.3577	0.4104	0.3646		0.3093	0.3715	0.4215	0.2804	0.3094	0.4118	0.3462		0.3676	0.3623		0.3587
Hyalonema_populiferum	0.3631	0.3307		0.3342			0.3766	0.3592	0.4621		0.2842		0.2877	0.5062		0.3897	0.3333	0.4172	0.2955		0.3913		0.3182	0.4678	0.2836	0.3676	0.4297	0.3832	0.3677	0.4500	0.3357		0.4118	0.3818	0.3013	0.4259	0.4660		0.4592		0.3250		0.3708	0.2913	0.3085	0.3699							0.3056	0.3134			0.3333		0.2282	0.3607		0.1829		0.2843		0.3594	0.4317	0.3427	0.2727				0.3418		0.4872		0.3014	0.3291	0.3730							0.3833			0.3967	0.3600	0.3825	0.3529	0.3765				0.4161		0.2812	0.4074		0.3714		0.4064		0.3208	0.4714	0.3387		0.3264	0.3679	0.3488		0.3387	0.3263	0.4080	0.3571	0.2857			0.3119		0.3313	0.5054	0.4333	0.2927	0.3418	0.4085	0.4080		0.3072	0.3600		0.3235		0.3789	0.3495	0.2471	0.3448		0.4552	0.3175	0.3101		0.3889	0.3791			0.2929				0.3081	0.2804				0.2838			0.4062	0.3167		0.3500	0.2768	0.2400		0.4413	0.3554	0.3821			0.3438	0.3365		0.4688	0.5319		0.3618	0.3788			0.3765		0.3276		0.4179			0.2941	0.4048			0.4476	0.3805	0.3966		0.3464	0.5397	0.2885		0.4233	0.3607			0.3766	0.4000				0.3333
Homo_sapiens	0.3728	0.2924	0.3828	0.3342	0.3874	0.3881	0.3741	0.3494	0.4566		0.3256	0.3670	0.2740	0.4444	0.2657	0.4088	0.3030	0.3780	0.3000	0.3502	0.3767	0.3411	0.3717	0.4386	0.3555	0.3564	0.4297	0.3991	0.3935	0.3816	0.3199	0.4053	0.4426	0.4286	0.3013	0.3333	0.4660	0.3810	0.5336	0.3650	0.2750	0.4062	0.3952	0.2913	0.3191	0.3677	0.2989	0.3464	0.3071	0.2828	0.4890	0.3818	0.3514	0.3576	0.3291	0.3638	0.2812	0.3968	0.2143	0.3738	0.3046	0.2000	0.3704	0.3140	0.4515	0.4000	0.4088	0.3523	0.3151	0.4196	0.3409	0.3680	0.3713	0.4167	0.3976	0.4286	0.3764	0.3445	0.3729	0.3525	0.3815	0.3889	0.5496	0.3738	0.3367	0.3793	0.3312	0.4985	0.3892	0.3704	0.3533	0.4020	0.4012	0.3719	0.3915	0.4545	0.4545	0.3816	0.3200	0.3693	0.3636	0.3718	0.3661	0.4143	0.3910	0.3761	0.3638	0.3663	0.3599	0.3023	0.3396	0.3098	0.3976	0.3496	0.3371	0.4412	0.3130	0.3571	0.5255	0.4316	0.3177	0.4240	0.3395	0.4511	0.4262		0.3253	0.4126	0.3704	0.4322	0.3333	0.3947	0.4267	0.3391	0.3980	0.3626	0.3186	0.2871	0.3642	0.3490	0.4663	0.3604	0.3671	0.3264	0.3846	0.3580	0.3464	0.3631	0.2857	0.3684	0.3628	0.3857	0.3256	0.3114	0.3377	0.3496	0.3584	0.3673	0.3580	0.3633	0.3873	0.3167	0.4023	0.3351	0.2636	0.2800	0.3453	0.3724	0.4309	0.3974	0.3724	0.4267	0.3594	0.3602	0.4164	0.5036	0.4935	0.3720	0.3575	0.3636	0.4493	0.3554	0.3611	0.3953	0.3049	0.4789		0.3394	0.4077	0.3125	0.4107	0.2901	0.4110	0.4078	0.3342	0.3700	0.4420	0.3867	0.5606	0.3073	0.3741	0.4006	0.3197	0.3260	0.3478	0.3481	0.3441	0.3399	0.3422	0.3606	0.3554
Mnemiopsis_leidyi	0.3581	0.2967	0.3456	0.3237	0.3531		0.3559				0.3187					0.3869	0.2893	0.3895	0.3495	0.3191	0.3151	0.3521	0.4104	0.5143		0.3862	0.4051			0.3197		0.4024	0.3647	0.3814	0.3333	0.4074	0.4175	0.3353	0.4000	0.3358			0.3580	0.2992	0.2917		0.2703			0.2727	0.4464	0.4126		0.3462	0.2947	0.3362	0.3086	0.3676	0.1495			0.2073	0.3591	0.2840	0.4143	0.3667			0.2573		0.3364	0.3203	0.3187		0.3376	0.3709		0.2900			0.3706	0.3250	0.4872	0.3175	0.3107	0.4134	0.3082		0.4022	0.3382	0.3516		0.3529			0.4573	0.3521	0.3743	0.2933	0.3396	0.3353			0.3992	0.3194	0.3634		0.3789	0.3494	0.3353	0.3365	0.2857	0.3674	0.3680	0.3060	0.4294	0.2946	0.3968	0.4217	0.4111	0.3500	0.3647	0.3265	0.4804	0.3884	0.3043	0.3133	0.4776	0.3591	0.4370	0.3234		0.4388	0.3196	0.4133		0.2920	0.3069	0.3907	0.3214	0.4302	0.3632	0.3172	0.3252		0.4079	0.3442	0.3592	0.2823	0.3712	0.3564	0.3297	0.2973	0.2969		0.3358	0.3435	0.3785	0.3816		0.3885				0.2818	0.2323		0.3816		0.4025	0.4034		0.3125	0.2994		0.4777	0.4694	0.3687	0.3558	0.3658			0.3494			0.4685	0.4328	0.3128	0.4077				0.3919	0.4190	0.3553	0.3262		0.3646	0.4941	0.3529	0.3375	0.4034				0.3314	0.4239		0.3205	0.3646	0.3302
Ministeria_vibrans	0.3715	0.2966	0.3882	0.3075	0.3661		0.3510	0.3624	0.4356	0.2278	0.2977	0.4261		0.4568		0.4380	0.2955	0.4024	0.3189		0.3219	0.4107	0.3141	0.4854	0.3846	0.3729	0.4536		0.3654		0.3333		0.3860		0.3882		0.4175	0.3948	0.4704	0.4307	0.2840	0.4000	0.3740	0.2913	0.2826			0.3467	0.3089	0.2552		0.3761	0.3089		0.3467	0.3389	0.3083		0.2681	0.3750	0.2545		0.4083	0.3245	0.4924	0.4222	0.3644	0.3300	0.3280			0.3727	0.4322	0.3967	0.3979		0.4713		0.3587	0.3166	0.5324	0.4553		0.3801	0.4066	0.3871	0.3529		0.3743		0.3533	0.4186	0.3540		0.3750	0.4977	0.4495	0.3843	0.3237		0.4007	0.3416	0.3022	0.4263	0.3896	0.4248		0.3600	0.3852	0.3352	0.3396		0.3990	0.3630	0.3354	0.4413	0.3340			0.4259	0.3385	0.4627	0.3043	0.5122	0.3636		0.3614	0.3427	0.4233		0.3563	0.3667	0.4237		0.3978	0.3315	0.3009	0.2929	0.3133		0.5169	0.3981	0.3228	0.3789	0.4038	0.3789	0.3585		0.2553	0.3754	0.3718		0.3275	0.3070	0.3303	0.3651	0.3913	0.3774		0.3430	0.3525	0.2667	0.3793	0.3264	0.3000	0.2800				0.3577			0.3178	0.3555	0.3849		0.4495	0.3807	0.3747			0.2910	0.3395			0.4286		0.3443	0.4000	0.3768	0.4226	0.3143		0.4190	0.3833	0.3900	0.3885	0.3591	0.5426	0.3220	0.3833		0.3115	0.2857	0.3514	0.3736	0.3684		0.3562		0.3426
Platygyra_carnosa	0.3667	0.2966	0.3703	0.3514	0.3116		0.3365	0.3326	0.4706		0.2930	0.3830	0.2933	0.4444	0.2321	0.4118	0.2879	0.4049	0.3152		0.3517	0.4556	0.4091		0.3672		0.4297	0.4104	0.4630		0.3076	0.3632	0.4180		0.2821	0.3704		0.3355	0.4783	0.4338	0.2500	0.3945	0.3710	0.3295	0.2903	0.3409		0.3856	0.3307	0.2569	0.5221	0.3945	0.3243		0.3358	0.3351	0.2576	0.3787	0.2810	0.3756	0.2535	0.2118	0.4036	0.3433	0.4815	0.3889	0.4048	0.3694		0.5000	0.3394	0.4094	0.4068	0.3800	0.3940	0.4367	0.3842	0.3359		0.3170		0.3433	0.5136	0.2971	0.4355	0.3566	0.3650	0.4286		0.3185	0.2917	0.3957	0.3704	0.3896	0.3521	0.4636	0.5000	0.3150	0.3143		0.3704	0.3350	0.3378	0.3992			0.3507	0.3598	0.3427	0.3272	0.3019		0.3960	0.2879	0.3414	0.3944	0.3417	0.3780		0.3846	0.3351	0.3779	0.3333	0.4239	0.4180	0.3152	0.3012	0.4406	0.4211		0.3391	0.3179		0.2783	0.3798	0.3239	0.3274	0.2525	0.3444	0.3921		0.3974	0.3557		0.3515	0.3704	0.3280	0.3871	0.3803	0.3757		0.3358		0.2851	0.3333	0.3938	0.3487	0.2941	0.3841		0.4255	0.3478	0.3678	0.2911	0.2545	0.2700	0.3376	0.4246		0.4275	0.4157	0.4549	0.3256	0.3544	0.3895		0.5028	0.3457	0.3627	0.3626	0.4564	0.3512	0.3558	0.4046	0.2740	0.4895	0.4776	0.3575	0.4242	0.3418		0.3130	0.4769	0.3905	0.3455	0.4198	0.4173	0.3702	0.5263	0.3415		0.3942	0.3805	0.3636	0.3551	0.2949	0.3684				0.3291
Periphylla_periphylla	0.3537	0.3046			0.3465			0.3471	0.4348	0.3418	0.2917		0.2466	0.4691	0.2825	0.3678	0.2762	0.3963	0.2842	0.3333	0.3517		0.3351	0.5128	0.3551		0.4297				0.3367	0.3676	0.4054	0.3810	0.3442	0.4444		0.3408	0.4585			0.3563			0.2553	0.3333		0.3333	0.3000	0.2805	0.4583		0.3147	0.3214	0.2961		0.3457	0.3669	0.2857		0.2547	0.2588	0.3981	0.3065		0.3889	0.3467	0.3710	0.2788	0.3362			0.3629		0.3524			0.2807	0.3464					0.3333		0.3687	0.3636	0.4286		0.3701	0.3585	0.4096	0.3704				0.4649	0.3679			0.3554			0.4183	0.3352	0.3252	0.3669				0.3302	0.3769		0.3364		0.3636	0.3222			0.5000						0.3206		0.4336			0.3063	0.3214				0.3158	0.3000	0.3235	0.3642	0.3664	0.4260		0.3456	0.3506	0.3725	0.3558	0.3296		0.2857	0.2880						0.3500	0.3901	0.3165	0.3389	0.3832		0.3333	0.3750		0.2870	0.2800				0.4143	0.4035		0.3566	0.3507	0.3757			0.3789	0.3643	0.3581	0.4795	0.2952	0.3766		0.3171		0.4030	0.2500		0.3529		0.3058	0.4411	0.3619	0.3633			0.3702	0.4505	0.2947	0.4220	0.4800		0.3056	0.3587	0.3483	0.3804		0.2838		
Oscarella_carmela	0.3678	0.3305	0.3724	0.3342	0.3678	0.3439	0.3516		0.3977		0.2791	0.4188	0.2800	0.4444	0.3003	0.4088	0.3106	0.3841	0.3000	0.3333	0.3241	0.3051	0.3665	0.4678	0.3398	0.3750	0.3984	0.4131	0.3569	0.3683	0.3085	0.4000	0.3866		0.3077	0.3519	0.4369	0.3631	0.4743		0.2625	0.3812	0.3710	0.2992	0.2737	0.3562			0.3465	0.2937	0.4430	0.3665	0.3308	0.3688	0.3248	0.3534	0.2803	0.3968	0.2516	0.3546	0.2865	0.2353	0.3826	0.3110	0.4404	0.3500	0.3769	0.3581	0.2931	0.3206	0.3349	0.3801	0.3291	0.3600	0.4040	0.4286	0.3583		0.3400	0.3358	0.3918	0.3611	0.5344	0.3344		0.3881	0.3922	0.5194	0.4011	0.3481	0.3478	0.4122	0.3642	0.3636	0.3571	0.4711	0.4541	0.4105	0.3029	0.3770	0.3716		0.3165	0.4104	0.3704	0.3660	0.3529	0.3468	0.3584	0.3371	0.3349	0.2975	0.4108	0.3718	0.3551	0.4238	0.3222	0.3150	0.4891	0.3478	0.3300	0.4306	0.3210	0.4945	0.3852	0.3679	0.3133		0.4398	0.4025	0.3468	0.3947	0.4470	0.3391	0.4133	0.2951	0.3540	0.2871	0.3576	0.3351	0.4556	0.3694		0.3891	0.4132	0.3889	0.3127	0.3529	0.3071	0.3740	0.3305	0.3630	0.2965	0.3114	0.3435	0.3321	0.3295	0.3699	0.3547	0.3450	0.3451	0.3333	0.3678	0.3161	0.2727	0.3000	0.3453	0.3793		0.3822	0.3552	0.3855	0.3281	0.3460	0.3561	0.4663	0.5117	0.3740	0.3669	0.3552	0.4580	0.3554	0.3490	0.3706		0.4555	0.4328	0.3575	0.3231	0.3365	0.4048	0.2519	0.3995	0.3714	0.3420	0.3800	0.3597	0.3812	0.5349	0.2947	0.3485	0.4217	0.3361	0.3039	0.3743		0.3830	0.3557	0.3529		0.3541
Latrunculia_apicalis	0.3661	0.2966	0.3784	0.3359	0.3765	0.3631	0.3590	0.3643	0.4277	0.2500	0.2744		0.3067	0.5062	0.2706	0.4161	0.2652	0.3735	0.3167	0.3654	0.3379	0.3540	0.4074	0.5150	0.3477	0.3651	0.4219		0.3495	0.3393	0.3163	0.3802	0.4098		0.3226	0.4259	0.4272	0.3333	0.5217	0.3212	0.2625	0.3711	0.3710		0.2737	0.3801		0.3791	0.2992	0.2734		0.3428	0.3346	0.3514	0.3034		0.3065	0.4013	0.2687	0.3280	0.2391		0.3709	0.2981	0.4550	0.4056	0.3772		0.2802	0.4923	0.3408	0.3432	0.3333	0.3914	0.3758	0.4192		0.3172	0.3576	0.3249	0.3715	0.3380	0.5305	0.3520	0.3401	0.3699	0.3145	0.5015	0.4225	0.3333	0.3043	0.3871	0.3827	0.3357	0.3346		0.4672	0.3511	0.2674	0.3693	0.3959	0.3538	0.3549	0.3984	0.3920	0.3695	0.3302	0.3815	0.3644	0.2958	0.3349	0.3394		0.3877	0.3524	0.4154	0.3358	0.3426	0.4778	0.3723	0.3434	0.4406	0.3889	0.5089	0.4672	0.3476	0.3373	0.4718	0.3762	0.4500	0.3605	0.3882	0.4437	0.3043	0.3929	0.3552	0.2832	0.2772	0.3510	0.3509	0.4451	0.3483	0.3418	0.3403	0.3905	0.4143	0.3754		0.2929	0.3575		0.3686	0.2965	0.3246	0.3395	0.4242	0.3913	0.3558	0.3261	0.3532	0.3803	0.3167	0.3448		0.2909	0.2600	0.3300	0.3931	0.3723	0.3822	0.4082	0.4138	0.3594	0.3507	0.3426	0.4874		0.3818	0.3695	0.3531			0.3379	0.3663		0.4346	0.4776	0.3196	0.4077	0.3239	0.3571	0.3130	0.4087	0.3786	0.3288	0.3656	0.3723	0.3591	0.4806	0.3073	0.3843	0.4230	0.2951	0.3094	0.3659	0.3946	0.3425	0.3794	0.3622	0.3758	0.3540
Rossella_fibulata	0.3680	0.3220	0.3724	0.3075	0.3724		0.3483	0.3281	0.4629	0.2821	0.2620		0.2400	0.4938	0.2785	0.3942	0.2879	0.3720	0.2857	0.3291	0.2526		0.3613	0.4854		0.3651	0.4609		0.3509	0.3704	0.3181		0.4211	0.3316	0.3077	0.4444	0.4563	0.3472	0.5198		0.3086	0.3523	0.3577		0.3053	0.3270	0.3250		0.3089	0.3239	0.4813		0.3769	0.3695		0.3431	0.3125	0.4065	0.2331	0.3734	0.2831	0.1829	0.3810		0.4585	0.4222	0.3923		0.2648	0.3615	0.3790	0.3947	0.3432	0.3800	0.3717	0.4319		0.3241		0.3561		0.3542	0.5564	0.3937	0.3109	0.3646	0.3165	0.4627	0.4022		0.3315		0.4198	0.3879	0.4015		0.4456	0.3886	0.3944	0.3725	0.3776	0.3455	0.3259	0.3984	0.3506		0.3333		0.3542	0.3258		0.3432	0.4115	0.3551		0.4331	0.3426	0.3780			0.3248	0.4789	0.3374	0.5000	0.4500	0.3521	0.3436	0.4318	0.3582		0.3540		0.4431	0.3391	0.4235				0.3510		0.4663		0.3020	0.3973	0.3774	0.4074	0.3322	0.3966	0.3191	0.3624	0.3196	0.3664	0.2791	0.2807	0.3250	0.3500	0.3231	0.3410	0.3551			0.2679	0.3563	0.3539	0.3000	0.2300	0.3355	0.4474	0.3936	0.3596	0.3802		0.3333	0.3412	0.3608	0.4643	0.4623	0.3688	0.3643	0.3358	0.4776	0.3382	0.3589	0.3515	0.3676	0.4346			0.4077	0.2750			0.3735	0.3810	0.3439	0.4228		0.3240	0.4884	0.3317		0.3976	0.3443	0.3188		0.3509			0.2373		0.3782
Lottia_gigantea	0.3649	0.3136	0.3632	0.3264	0.3683	0.3682	0.3560	0.3526	0.4551		0.3209	0.3929	0.2877		0.2832	0.4161	0.3106	0.3780	0.3069	0.3418	0.3724	0.3445	0.3455	0.4854	0.3516	0.3717	0.4297	0.4085	0.3545	0.3694	0.3269	0.3613	0.4144	0.3426	0.3269	0.3333	0.3883	0.3256	0.5099	0.3869		0.4114	0.3548	0.3386	0.2872	0.3611	0.2912	0.2987	0.2756	0.3172	0.4735	0.3946	0.3615	0.3146	0.3205	0.3448	0.2500	0.3839	0.2787	0.3567	0.2945	0.2118	0.3810	0.3436	0.4623	0.3444	0.3989	0.3405	0.2647	0.3664	0.3645	0.3838	0.3418	0.3831	0.3939	0.4414	0.3528	0.3509	0.3399	0.3129	0.4169	0.3542	0.4924	0.2995		0.4213	0.3182	0.4866	0.4023	0.3926	0.3587	0.4020	0.3765	0.3652		0.4839	0.4621	0.3450	0.3200	0.3562	0.3511	0.3502	0.3288	0.4143	0.3493	0.3848	0.3406	0.3416	0.3631	0.2963	0.3538	0.3280	0.4098	0.3605	0.3268	0.4196	0.3407	0.2992	0.5203	0.4146	0.3435	0.4176	0.3457	0.4783			0.3025	0.4126	0.3657	0.4554	0.2816	0.3947	0.4300	0.3217	0.4235	0.3315	0.3274	0.3267	0.3377	0.3469	0.4831	0.3604	0.2920	0.3983	0.4061		0.3594	0.3600	0.3214	0.3712	0.3311	0.3436	0.3913	0.3202	0.3333	0.3647	0.3164	0.3386	0.3360	0.3518	0.3308	0.2333	0.4023	0.2974	0.2636	0.2800	0.3388	0.3828	0.3457	0.3831	0.3571	0.4120	0.3750	0.3412	0.3786	0.4821	0.5000	0.3465	0.3618	0.3846	0.4837	0.3389	0.3507	0.3819	0.3200	0.4503	0.4328	0.3077	0.4228	0.3465	0.3690	0.2672	0.3950	0.4135	0.3446	0.3178	0.3957	0.3591	0.5338	0.3366	0.3506	0.3939	0.3033	0.3039	0.3804	0.3673	0.3579	0.3597	0.3508	0.3400	0.3427
Spongilla_alba	0.3587	0.3093	0.3581	0.3394				0.4000			0.2930		0.3067	0.4568	0.2740	0.3649	0.2727	0.3218	0.3354	0.3500	0.3241	0.3286	0.4396	0.5344	0.3294		0.4390		0.3924		0.3252	0.3812	0.4526		0.3161			0.3134	0.4815	0.3053	0.3171			0.2872	0.2872	0.3899	0.2802	0.3529	0.2835	0.2897	0.3937	0.3502	0.3462	0.3609	0.3067	0.3436		0.4371	0.2613	0.3535	0.3161		0.3804	0.3155	0.4488	0.4318	0.4153		0.3427	0.3902	0.3793	0.3727	0.3460		0.3580			0.3276	0.3802			0.4167	0.5595	0.3333			0.3538	0.4737		0.3481	0.3152	0.3724		0.3811	0.3600			0.3624	0.3087			0.3415					0.3556	0.3735			0.3255	0.3402			0.3310			0.3404		0.4043	0.3274	0.3779							0.3777			0.3483	0.4074		0.3929	0.3224		0.3030	0.3652		0.5000	0.3559	0.3490		0.4056	0.4161	0.3952		0.2786		0.3383		0.2647	0.3119	0.3841		0.3838			0.3253			0.4789	0.3577		0.3000	0.3385	0.3883	0.3660			0.4416	0.3594	0.3602	0.4110		0.4873		0.3545			0.3143	0.3889		0.3542	0.4477			0.4615	0.3037	0.3631			0.3810	0.3323	0.3256	0.3669	0.3757	0.4522	0.3073	0.3925			0.3315	0.3762	0.2662	0.4000			0.3629	
Salpingoeca_rosetta	0.3671	0.3188	0.3783	0.3083		0.3829	0.3411	0.3486	0.3941	0.3210	0.3070	0.3868	0.3151		0.2776	0.4074	0.3030	0.4146	0.3455	0.3103	0.3172	0.3603	0.4084	0.5497	0.3651	0.3654	0.4435		0.3894	0.3429	0.3475	0.3438	0.3770	0.3617		0.3704	0.4510	0.3720		0.3607	0.2963	0.3481	0.3468	0.3386	0.3684	0.3554	0.3347	0.3137	0.3254		0.4224	0.3791	0.3192	0.3322	0.3652		0.3333		0.2229		0.1667	0.2593	0.4132	0.3430	0.4501	0.4000		0.3654	0.2542	0.4000		0.3653	0.3333	0.4226	0.4013	0.4041		0.3346	0.3422	0.2727	0.3480	0.3830		0.3599		0.4229	0.2994	0.5359	0.4157	0.3481	0.4176	0.4034	0.3765	0.3893	0.3680		0.5040	0.4017	0.2739	0.3562	0.3141	0.3318	0.3434		0.3517	0.3382	0.3354	0.3539	0.3829	0.3045	0.3538	0.3649	0.4094	0.3698	0.3385	0.4020	0.3245	0.3701	0.5417	0.3418	0.3368	0.3796	0.3913	0.4534	0.3866	0.3521	0.3434	0.4074	0.3935		0.3077	0.3600	0.4524	0.2870		0.3464	0.2661	0.3061	0.3245	0.3823	0.4651	0.3814	0.3630	0.3447		0.3975	0.3413	0.3906	0.3000	0.3649	0.3576	0.3618	0.2934	0.3275	0.3377	0.3644	0.3537	0.3822	0.3713	0.3553	0.3521	0.3500		0.3115	0.2857	0.2900	0.3257	0.4118	0.3777	0.3669	0.4298	0.3926	0.3438	0.3443	0.3781	0.4746	0.4913	0.3640	0.3655	0.3738	0.4029	0.3446	0.3823	0.2980	0.3133	0.4935	0.4776		0.4355	0.3311			0.4289	0.3981	0.3263	0.4074	0.4388	0.3520		0.3333	0.3542	0.4020	0.3554	0.2541	0.3967	0.3378	0.3263	0.3762	0.3591	0.3583	0.3806
